"SkyRefNumber","marketingtag"
"132637900004","CGA DATA MAY2015_Community/Wet Led/Local"
"100017200214","CGA DATA MAY2015_Community/Wet Led/Local"
"101902800004","CGA DATA MAY2015_Hotel"
"139226200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"142551800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105258900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100018600727","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"128212200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100014700097","CGA DATA MAY2015_Community/Wet Led/Local"
"120738100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181286300016","CGA DATA MAY2015_Dry Led"
"110154200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"116144600004","CGA DATA MAY2015_Community/Wet Led/Local"
"135071200004","CGA DATA MAY2015_Community/Wet Led/Local"
"142336800004","CGA DATA MAY2015_Dry Led"
"100013000152","CGA DATA MAY2015_Community/Wet Led/Local"
"104132400004","CGA DATA MAY2015_Community/Wet Led/Local"
"103856700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"121391800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100049100049","CGA DATA MAY2015_Circuit Bar - Young Persons"
"139417600004","CGA DATA MAY2015_Hotel"
"103954000004","CGA DATA MAY2015_Community/Wet Led/Local"
"141247900004","CGA DATA MAY2015_Community/Wet Led/Local"
"139760400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105721400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"181400101092","CGA DATA MAY2015_Community/Wet Led/Local"
"115104000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100015300458","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"102970700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100010900146","CGA DATA MAY2015_Hotel"
"100015300224","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104657300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100030400067","CGA DATA MAY2015_Hotel"
"182340900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"123077400004","CGA DATA MAY2015_Sports/Leisure Centres"
"137687400004","CGA DATA MAY2015_Community/Wet Led/Local"
"182499800011","CGA DATA MAY2015_Community/Wet Led/Local"
"126434900004","CGA DATA MAY2015_Community/Wet Led/Local"
"142229500004","CGA DATA MAY2015_Registered Sports & Social Club"
"119373300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"105559300004","CGA DATA MAY2015_Sports/Leisure Centres"
"123911800004","CGA DATA MAY2015_Hotel"
"106351900004","CGA DATA MAY2015_Community/Wet Led/Local"
"127469000004","CGA DATA MAY2015_Registered Social club"
"104115400004","CGA DATA MAY2015_Community/Wet Led/Local"
"102466700004","CGA DATA MAY2015_Dry Led"
"140144500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"122979200004","CGA DATA MAY2015_Registered Sports & Social Club"
"182283900004","CGA DATA MAY2015_Community/Wet Led/Local"
"137295200004","CGA DATA MAY2015_Branded Food Pub"
"182724100004","CGA DATA MAY2015_Community/Wet Led/Local"
"120441500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"100050700479","CGA DATA MAY2015_Dry Led"
"136744800004","CGA DATA MAY2015_Community/Wet Led/Local"
"119732000004","CGA DATA MAY2015_Dry Led"
"110675200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"113048700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"135832700004","CGA DATA MAY2015_Community/Wet Led/Local"
"122980200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"127655000004","CGA DATA MAY2015_Community/Wet Led/Local"
"110676300004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101106","CGA DATA MAY2015_Community/Wet Led/Local"
"103524500004","CGA DATA MAY2015_Community/Wet Led/Local"
"132015300004","CGA DATA MAY2015_Community/Wet Led/Local"
"137330200004","CGA DATA MAY2015_Political (Registered) Club"
"140821300004","CGA DATA MAY2015_Community/Wet Led/Local"
"135449100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101112","CGA DATA MAY2015_Dry Led"
"123281700004","CGA DATA MAY2015_Branded Food Pub"
"100018600011","CGA DATA MAY2015_Branded Food Pub"
"100013300025","CGA DATA MAY2015_Community/Wet Led/Local"
"101469500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184342300034","CGA DATA MAY2015_Hotel"
"109649100004","CGA DATA MAY2015_Registered Sports Club"
"135448500004","CGA DATA MAY2015_Community/Wet Led/Local"
"103133400004","CGA DATA MAY2015_Golf Club"
"110676700004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101140","CGA DATA MAY2015_Community/Wet Led/Local"
"182225900004","CGA DATA MAY2015_Hotel"
"122100000004","CGA DATA MAY2015_Cricket Club"
"141390400004","CGA DATA MAY2015_Community/Wet Led/Local"
"117007800004","CGA DATA MAY2015_Community/Wet Led/Local"
"139542500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184027600004","CGA DATA MAY2015_Community/Wet Led/Local"
"139498200004","CGA DATA MAY2015_Dry Led"
"104167300004","CGA DATA MAY2015_Community/Wet Led/Local"
"130927500004","CGA DATA MAY2015_Dry Led"
"137480900004","CGA DATA MAY2015_Dry Led"
"115956400004","CGA DATA MAY2015_Dry Led"
"129305000004","CGA DATA MAY2015_Hotel"
"139498500004","CGA DATA MAY2015_Community/Wet Led/Local"
"124901700004","CGA DATA MAY2015_Cricket Club"
"116125800004","CGA DATA MAY2015_Community/Wet Led/Local"
"135777600004","CGA DATA MAY2015_Political (Registered) Club"
"109432100004","CGA DATA MAY2015_Community/Wet Led/Local"
"109432100004","CGA DATA MAY2015_Dry Led"
"102117100004","CGA DATA MAY2015_Community/Wet Led/Local"
"106831600004","CGA DATA MAY2015_Registered Social club"
"182443700004","CGA DATA MAY2015_Hotel"
"129230600004","CGA DATA MAY2015_Dry Led"
"108275300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"110841500004","CGA DATA MAY2015_Hotel"
"126109800004","CGA DATA MAY2015_Political (Registered) Club"
"100150400004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"125665900004","CGA DATA MAY2015_Hotel"
"100384700004","CGA DATA MAY2015_Dry Led"
"134715200004","CGA DATA MAY2015_Hotel"
"100053200049","CGA DATA MAY2015_Dry Led"
"120513700004","CGA DATA MAY2015_Other Sports Club"
"127830100004","CGA DATA MAY2015_Other Sports Club"
"118017500004","CGA DATA MAY2015_Hotel"
"181400103245","CGA DATA MAY2015_Community/Wet Led/Local"
"126110600004","CGA DATA MAY2015_Dry Led"
"110860500004","CGA DATA MAY2015_Dry Led"
"116589700004","CGA DATA MAY2015_Community/Wet Led/Local"
"140326000004","CGA DATA MAY2015_Football Club"
"184550700004","CGA DATA MAY2015_Community/Wet Led/Local"
"101194600004","CGA DATA MAY2015_Dry Led"
"130095800004","CGA DATA MAY2015_Dry Led"
"181212600004","CGA DATA MAY2015_Registered Social club"
"105004400004","CGA DATA MAY2015_Community/Wet Led/Local"
"114733300004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"127830500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100053200056","CGA DATA MAY2015_Community/Wet Led/Local"
"180121000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104835400004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"138189700004","CGA DATA MAY2015_Football Club"
"142050900004","CGA DATA MAY2015_Registered Social club"
"113877500004","CGA DATA MAY2015_Hotel"
"105147600004","CGA DATA MAY2015_Community/Wet Led/Local"
"104392700004","CGA DATA MAY2015_Hotel"
"119092900004","CGA DATA MAY2015_Dry Led"
"129438700004","CGA DATA MAY2015_Registered Sports & Social Club"
"110861000004","CGA DATA MAY2015_Hotel"
"100050300016","CGA DATA MAY2015_Hotel"
"100050300011","CGA DATA MAY2015_Golf Club"
"131825000004","CGA DATA MAY2015_Cricket Club"
"127935400004","CGA DATA MAY2015_Hotel"
"100053200052","CGA DATA MAY2015_Dry Led"
"138189700004","CGA DATA MAY2015_Golf Club"
"132007000004","CGA DATA MAY2015_Community/Wet Led/Local"
"119094100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"134802100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101439500004","CGA DATA MAY2015_Sports/Leisure Centres"
"107676800004","CGA DATA MAY2015_Community/Wet Led/Local"
"119095200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"119049700004","CGA DATA MAY2015_Registered Social club"
"101073200004","CGA DATA MAY2015_Registered Social club"
"105358500004","CGA DATA MAY2015_Community/Wet Led/Local"
"101149200004","CGA DATA MAY2015_Community/Wet Led/Local"
"116430800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183637100004","CGA DATA MAY2015_Community/Wet Led/Local"
"103311900004","CGA DATA MAY2015_Community/Wet Led/Local"
"109745200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"126895000004","CGA DATA MAY2015_Dry Led"
"136890200004","CGA DATA MAY2015_Registered Social club"
"185107800004","CGA DATA MAY2015_Community/Wet Led/Local"
"180586900004","CGA DATA MAY2015_Football Club"
"131692200004","CGA DATA MAY2015_Football Club"
"103818600004","CGA DATA MAY2015_Holiday"
"133970600004","CGA DATA MAY2015_Holiday"
"117879100004","CGA DATA MAY2015_Dry Led"
"110910600004","CGA DATA MAY2015_Holiday"
"107263500004","CGA DATA MAY2015_Rural Character"
"103964500004","CGA DATA MAY2015_Community/Wet Led/Local"
"124711200004","CGA DATA MAY2015_Community/Wet Led/Local"
"115318500004","CGA DATA MAY2015_Community/Wet Led/Local"
"119602800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600604","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"110290000004","CGA DATA MAY2015_Community/Wet Led/Local"
"123248600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103607600004","CGA DATA MAY2015_Hotel"
"103232200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100017200277","CGA DATA MAY2015_Community/Wet Led/Local"
"106960700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"182146800014","CGA DATA MAY2015_Hotel"
"101897200004","CGA DATA MAY2015_Hotel"
"120200800004","CGA DATA MAY2015_Hotel"
"105519000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"126089900004","CGA DATA MAY2015_Dry Led"
"103413500004","CGA DATA MAY2015_Community/Wet Led/Local"
"103638700004","CGA DATA MAY2015_Hotel"
"135161300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119820700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"141600100004","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000648","CGA DATA MAY2015_Community/Wet Led/Local"
"100034100010","CGA DATA MAY2015_Hotel"
"100018600014","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"183111800011","CGA DATA MAY2015_Hotel"
"136796000004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"113731500004","CGA DATA MAY2015_Dry Led"
"182129500005","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"181287600028","CGA DATA MAY2015_Circuit Bar - Young Persons"
"117462100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"137676600004","CGA DATA MAY2015_Football Club"
"111981700004","CGA DATA MAY2015_Community/Wet Led/Local"
"134246300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103046600004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"103685300004","CGA DATA MAY2015_Dry Led"
"130692300004","CGA DATA MAY2015_Hotel"
"110801900004","CGA DATA MAY2015_Community/Wet Led/Local"
"126649600004","CGA DATA MAY2015_Community/Wet Led/Local"
"107917100004","CGA DATA MAY2015_Dry Led"
"105396300004","CGA DATA MAY2015_Other Sports Club"
"117523600004","CGA DATA MAY2015_Community/Wet Led/Local"
"124434500004","CGA DATA MAY2015_Community/Wet Led/Local"
"105684100004","CGA DATA MAY2015_Community/Wet Led/Local"
"109167600004","CGA DATA MAY2015_Community/Wet Led/Local"
"142083700004","CGA DATA MAY2015_Dry Led"
"129250600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184015100004","CGA DATA MAY2015_Community/Wet Led/Local"
"127363100004","CGA DATA MAY2015_Dry Led"
"122550800004","CGA DATA MAY2015_Hotel"
"129993500004","CGA DATA MAY2015_Golf Club"
"100015300120","CGA DATA MAY2015_Dry Led"
"117200600004","CGA DATA MAY2015_Community/Wet Led/Local"
"104217300004","CGA DATA MAY2015_Community/Wet Led/Local"
"100017800052","CGA DATA MAY2015_Community/Wet Led/Local"
"127190400004","CGA DATA MAY2015_Other Sports Club"
"135349800004","CGA DATA MAY2015_Cricket Club"
"184635200004","CGA DATA MAY2015_Community/Wet Led/Local"
"103602600004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700060","CGA DATA MAY2015_Community/Wet Led/Local"
"142679700004","CGA DATA MAY2015_Community/Wet Led/Local"
"102129000004","CGA DATA MAY2015_Registered Social club"
"142080200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"100018600917","CGA DATA MAY2015_Community/Wet Led/Local"
"105636700004","CGA DATA MAY2015_Cricket Club"
"181400101249","CGA DATA MAY2015_Community/Wet Led/Local"
"182461700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100052100057","CGA DATA MAY2015_Community/Wet Led/Local"
"105186900004","CGA DATA MAY2015_Registered Social club"
"120949500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"105759300004","CGA DATA MAY2015_Rugby Club"
"115190600004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"107475400004","CGA DATA MAY2015_Registered Social club"
"121223500004","CGA DATA MAY2015_Community/Wet Led/Local"
"183678100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101238","CGA DATA MAY2015_Community/Wet Led/Local"
"130467300004","CGA DATA MAY2015_Dry Led"
"181400101239","CGA DATA MAY2015_Community/Wet Led/Local"
"142663400004","CGA DATA MAY2015_Community/Wet Led/Local"
"141808700004","CGA DATA MAY2015_Community/Wet Led/Local"
"142343300004","CGA DATA MAY2015_Community/Wet Led/Local"
"100022100058","CGA DATA MAY2015_Community/Wet Led/Local"
"180096900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"182801000004","CGA DATA MAY2015_Community/Wet Led/Local"
"180867500004","CGA DATA MAY2015_Dry Led"
"100972900004","CGA DATA MAY2015_Sports/Leisure Centres"
"140970600004","CGA DATA MAY2015_Golf Club"
"183112500004","CGA DATA MAY2015_Community/Wet Led/Local"
"119051500004","CGA DATA MAY2015_Hotel"
"134792600004","CGA DATA MAY2015_Community/Wet Led/Local"
"128369900004","CGA DATA MAY2015_Golf Club"
"100147700004","CGA DATA MAY2015_Golf Club"
"131247900004","CGA DATA MAY2015_Holiday"
"113060000004","CGA DATA MAY2015_Hotel"
"108949000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104657200004","CGA DATA MAY2015_Sports/Leisure Centres"
"114353500004","CGA DATA MAY2015_Hotel"
"181400102648","CGA DATA MAY2015_Community/Wet Led/Local"
"142014700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182822600004","CGA DATA MAY2015_Community/Wet Led/Local"
"102606300004","CGA DATA MAY2015_Community/Wet Led/Local"
"180178600196","CGA DATA MAY2015_Hotel"
"115270400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100013000223","CGA DATA MAY2015_Circuit Bar - Young Persons"
"139801200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104616700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600337","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100018600172","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"101112900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"106199700004","CGA DATA MAY2015_Community/Wet Led/Local"
"104975500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018200279","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100018200169","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100011700760","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"110408000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100018600584","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100018600843","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"137338400004","CGA DATA MAY2015_Hotel"
"100018600776","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"132900500004","CGA DATA MAY2015_Hotel"
"109449100004","CGA DATA MAY2015_Hotel"
"106906100004","CGA DATA MAY2015_Dry Led"
"106906800004","CGA DATA MAY2015_Hotel"
"106907200004","CGA DATA MAY2015_Community/Wet Led/Local"
"105134700004","CGA DATA MAY2015_Hotel"
"128576900004","CGA DATA MAY2015_Rugby Club"
"120302800004","CGA DATA MAY2015_Rural Character"
"118494100004","CGA DATA MAY2015_Hotel"
"139761100004","CGA DATA MAY2015_Dry Led"
"103895700004","CGA DATA MAY2015_Community/Wet Led/Local"
"115181800004","CGA DATA MAY2015_Hotel"
"111999200004","CGA DATA MAY2015_Rural Character"
"184022400004","CGA DATA MAY2015_Community/Wet Led/Local"
"139761700004","CGA DATA MAY2015_Football Club"
"110137600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100369000004","CGA DATA MAY2015_Community/Wet Led/Local"
"139761700004","CGA DATA MAY2015_Hotel"
"180369000004","CGA DATA MAY2015_Community/Wet Led/Local"
"123481800004","CGA DATA MAY2015_Golf Club"
"132006300004","CGA DATA MAY2015_Hotel"
"125409800004","CGA DATA MAY2015_Rural Character"
"136215900004","CGA DATA MAY2015_Rural Character"
"107064800004","CGA DATA MAY2015_Community/Wet Led/Local"
"141881200004","CGA DATA MAY2015_Community/Wet Led/Local"
"125165000004","CGA DATA MAY2015_Dry Led"
"106918700004","CGA DATA MAY2015_Rural Character"
"132006700004","CGA DATA MAY2015_Community/Wet Led/Local"
"124559000004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"182351100004","CGA DATA MAY2015_Hotel"
"115181900004","CGA DATA MAY2015_Hotel"
"127718500004","CGA DATA MAY2015_Community/Wet Led/Local"
"106161200004","CGA DATA MAY2015_Rural Character"
"112479900004","CGA DATA MAY2015_Community/Wet Led/Local"
"115182000004","CGA DATA MAY2015_Dry Led"
"115382500004","CGA DATA MAY2015_Hotel"
"128209800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100016800828","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103123100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"142308200004","CGA DATA MAY2015_Branded Food Pub"
"140144900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"110862600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"123543000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"134706400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"106162000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100031000007","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100050700761","CGA DATA MAY2015_Community/Wet Led/Local"
"180217900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"114882900004","CGA DATA MAY2015_Community/Wet Led/Local"
"137271200004","CGA DATA MAY2015_Registered Sports & Social Club"
"181400101060","CGA DATA MAY2015_Community/Wet Led/Local"
"115187500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100015300585","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"183931100010","CGA DATA MAY2015_Hotel"
"100011700720","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"130024200004","CGA DATA MAY2015_Dry Led"
"182379000010","CGA DATA MAY2015_Hotel"
"137442200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103333700004","CGA DATA MAY2015_Registered Social club"
"102655500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100047000160","CGA DATA MAY2015_Hotel"
"100018200070","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100011700761","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"111950800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000287","CGA DATA MAY2015_Circuit Bar - Young Persons"
"136795900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100038700122","CGA DATA MAY2015_Community/Wet Led/Local"
"122851700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"133523200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100013000201","CGA DATA MAY2015_Circuit Bar - Young Persons"
"126920300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"141923700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100712600004","CGA DATA MAY2015_Sports/Leisure Centres"
"130142100004","CGA DATA MAY2015_Political (Registered) Club"
"110735300004","CGA DATA MAY2015_Community/Wet Led/Local"
"101701800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700032","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000268","CGA DATA MAY2015_Branded Food Pub"
"100050700457","CGA DATA MAY2015_Community/Wet Led/Local"
"101271600004","CGA DATA MAY2015_Community/Wet Led/Local"
"105835400004","CGA DATA MAY2015_Registered Social club"
"100011700378","CGA DATA MAY2015_Branded Food Pub"
"134627900004","CGA DATA MAY2015_Community/Wet Led/Local"
"180963800004","CGA DATA MAY2015_Community/Wet Led/Local"
"116168900004","CGA DATA MAY2015_Dry Led"
"110563600004","CGA DATA MAY2015_Hotel"
"101550400004","CGA DATA MAY2015_Hotel"
"183507500231","CGA DATA MAY2015_Community/Wet Led/Local"
"110711100004","CGA DATA MAY2015_Dry Led"
"129933300004","CGA DATA MAY2015_Dry Led"
"110735800004","CGA DATA MAY2015_Community/Wet Led/Local"
"110813900004","CGA DATA MAY2015_Branded Food Pub"
"103016400004","CGA DATA MAY2015_Community/Wet Led/Local"
"129366900004","CGA DATA MAY2015_Community/Wet Led/Local"
"134512000004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400100057","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100050700352","CGA DATA MAY2015_Community/Wet Led/Local"
"181988200004","CGA DATA MAY2015_Registered Social club"
"100022600034","CGA DATA MAY2015_Sports/Leisure Centres"
"125493200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100111800004","CGA DATA MAY2015_Community/Wet Led/Local"
"134689400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"180799500004","CGA DATA MAY2015_Community/Wet Led/Local"
"115171700004","CGA DATA MAY2015_Community/Wet Led/Local"
"128438500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"100277000004","CGA DATA MAY2015_Other Sports Club"
"110719600004","CGA DATA MAY2015_Community/Wet Led/Local"
"110738200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"135270500004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"182105200004","CGA DATA MAY2015_Community/Wet Led/Local"
"183507600004","CGA DATA MAY2015_Community/Wet Led/Local"
"180821600028","CGA DATA MAY2015_Community/Wet Led/Local"
"180810400004","CGA DATA MAY2015_Golf Club"
"183507500149","CGA DATA MAY2015_Community/Wet Led/Local"
"113237100004","CGA DATA MAY2015_Golf Club"
"134128000004","CGA DATA MAY2015_Dry Led"
"182235500004","CGA DATA MAY2015_Dry Led"
"103442300004","CGA DATA MAY2015_Registered Sports & Social Club"
"141673500004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101412","CGA DATA MAY2015_Dry Led"
"107424700004","CGA DATA MAY2015_Hotel"
"130944000004","CGA DATA MAY2015_Dry Led"
"130780200004","CGA DATA MAY2015_Community/Wet Led/Local"
"107454900004","CGA DATA MAY2015_Branded Food Pub"
"101303800004","CGA DATA MAY2015_Hotel"
"124160200004","CGA DATA MAY2015_Hotel"
"116995800004","CGA DATA MAY2015_Registered Sports Club"
"107455300004","CGA DATA MAY2015_Dry Led"
"119206600004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700243","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700161","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101408","CGA DATA MAY2015_Community/Wet Led/Local"
"183871300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"120354100004","CGA DATA MAY2015_Golf Club"
"136873300004","CGA DATA MAY2015_Community/Wet Led/Local"
"119229400004","CGA DATA MAY2015_Community/Wet Led/Local"
"115956200004","CGA DATA MAY2015_Community/Wet Led/Local"
"103327200004","CGA DATA MAY2015_Hotel"
"117539100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"134873700004","CGA DATA MAY2015_Community/Wet Led/Local"
"133333300004","CGA DATA MAY2015_Dry Led"
"181400103340","CGA DATA MAY2015_Community/Wet Led/Local"
"136918800004","CGA DATA MAY2015_Hotel"
"135569700004","CGA DATA MAY2015_Community/Wet Led/Local"
"183052200004","CGA DATA MAY2015_Community/Wet Led/Local"
"106601400004","CGA DATA MAY2015_Dry Led"
"123599200004","CGA DATA MAY2015_Community/Wet Led/Local"
"130314500004","CGA DATA MAY2015_Rural Character"
"139513000004","CGA DATA MAY2015_Dry Led"
"181400103343","CGA DATA MAY2015_Community/Wet Led/Local"
"118831100004","CGA DATA MAY2015_Registered Social club"
"132718600004","CGA DATA MAY2015_Community/Wet Led/Local"
"110575900004","CGA DATA MAY2015_Rural Character"
"124808400004","CGA DATA MAY2015_Rugby Club"
"105435500004","CGA DATA MAY2015_Community/Wet Led/Local"
"101254900004","CGA DATA MAY2015_Golf Club"
"101038900004","CGA DATA MAY2015_Dry Led"
"141822800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"120950500004","CGA DATA MAY2015_Hotel"
"184159500004","CGA DATA MAY2015_Community/Wet Led/Local"
"140476500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"109635800004","CGA DATA MAY2015_Hotel"
"108113000004","CGA DATA MAY2015_Hotel"
"102510500004","CGA DATA MAY2015_Hotel"
"104167200004","CGA DATA MAY2015_Golf Club"
"181400101710","CGA DATA MAY2015_Dry Led"
"132025100004","CGA DATA MAY2015_Community/Wet Led/Local"
"127085000004","CGA DATA MAY2015_Golf Club"
"104582900004","CGA DATA MAY2015_Golf Club"
"111154000004","CGA DATA MAY2015_Hotel"
"114938600004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103126600004","CGA DATA MAY2015_Golf Club"
"126451100004","CGA DATA MAY2015_Hotel"
"109835900004","CGA DATA MAY2015_Hotel"
"104916300004","CGA DATA MAY2015_Football Club"
"121676300004","CGA DATA MAY2015_Sports/Leisure Centres"
"116055800004","CGA DATA MAY2015_Hotel"
"113121200004","CGA DATA MAY2015_Hotel"
"130195100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"127084800004","CGA DATA MAY2015_Hotel"
"121518100004","CGA DATA MAY2015_Registered Social club"
"126303300004","CGA DATA MAY2015_Hotel"
"100331900004","CGA DATA MAY2015_Golf Club"
"133187700004","CGA DATA MAY2015_Holiday"
"132691800004","CGA DATA MAY2015_Sports/Leisure Centres"
"108175700004","CGA DATA MAY2015_Golf Club"
"105238700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102712700004","CGA DATA MAY2015_Dry Led"
"113576800004","CGA DATA MAY2015_Golf Club"
"140101600004","CGA DATA MAY2015_Hotel"
"134663400004","CGA DATA MAY2015_Community/Wet Led/Local"
"101975500004","CGA DATA MAY2015_Golf Club"
"119176400004","CGA DATA MAY2015_Hotel"
"119408000004","CGA DATA MAY2015_Community/Wet Led/Local"
"103715400004","CGA DATA MAY2015_Registered Sports Club"
"101282100004","CGA DATA MAY2015_Hotel"
"136652300004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"106337500004","CGA DATA MAY2015_Registered Sports Club"
