"SkyRefNumber","marketingtag"
"185843100004","BNB_1516"
"185843200004","BNB_1516"
"185843500004","BNB_1516"
"185843700004","BNB_1516"
"185843900004","BNB_1516"
"185844000004","BNB_1516"
"185844100004","BNB_1516"
"185844300004","BNB_1516"
"185846300004","BNB_1516"
"185854200004","BNB_1516"
"185854600004","BNB_1516"
"185854700004","BNB_1516"
"185854900004","BNB_1516"
"185855000004","BNB_1516"
"185855200004","BNB_1516"
"185855300004","BNB_1516"
"185855400004","BNB_1516"
"185855500004","BNB_1516"
