AgreementID,SuspensionStartDate,SuspensionEndDate,NewSuspensionStartDate,NewSuspensionEndDate,NewSuspensionReason
00000000000002380752_00000001556026057908_00102,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000755476_00000001390835956686_00167,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002173207_00000001536246895081_00063,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002187608_00000001537533761073_00502,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002219409_00000001540814652639_00035,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000330569_00000001333035696103_00191,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000410756_00000001344520843706_00132,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000428721_00000001346750946613_00172,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002290137_00000001547466677965_00053,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003092466_00000001623148602166_00023,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000498424_00000001357229279009_00156,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000906331_00000001411637825470_00471,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002381573_00000001556114459389_00080,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000199427_00000001311001566046_00285,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001955052_00000001516205499676_00159,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003079450_00000001621856750054_00589,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000751562_00000001390309848258_00042,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000200508_00000001311160485382_00029,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000200846_00000001311172586731_00084,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000295381_00000001327917020289_00126,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000200534_00000001311149695183_00093,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000204769_00000001311947035244_00153,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001636124_00000001486644518087_00083,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000201661_00000001311363661387_00384,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001527531_00000001476799672177_00125,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003098420_00000001623750768096_00038,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001500332_00000001474370099963_00037,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000202198_00000001311425950029_00253,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000629639_00000001374574450090_00053,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001501067_00000001474470497811_00335,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002123807_00000001531758830989_00075,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000203148_00000001311603793558_00130,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001227048_00000001445526857331_00140,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000318090_00000001331222384207_00111,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000202793_00000001311592896697_00143,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001196466_00000001442501527678_00281,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000202883_00000001311600236960_00235,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000203302_00000001311674939110_00163,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000371534_00000001339164734706_00203,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001663246_00000001488903358924_00125,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000831616_00000001401204888511_00076,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000204425_00000001311871042808_00138,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001560891_00000001480004297716_00161,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000204312_00000001311853600668_00167,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003074605_00000001621438470455_00192,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000211583_00000001313077631026_00149,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000205693_00000001312119464680_00105,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001667298_00000001489243177299_00115,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002461458_00000001563797359742_00163,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002461787_00000001563798017618_00084,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223301_00000001315217716076_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000238777_00000001318332681969_00023,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003056716_00000001619618356897_00158,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000397424_00000001342786599571_00287,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000644274_00000001376501097076_00330,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000206507_00000001312277755946_00279,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002935552_00000001606987379237_00366,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000206433_00000001312299484925_00355,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000349089_00000001335968235137_00195,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000273950_00000001324384192408_00088,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000940071_00000001415978293516_00066,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000206507_00000001312284497421_00314,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000373121_00000001339497382263_00077,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002583375_00000001575026291440_00714,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000395268_00000001342518893909_00047,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002444051_00000001562077727881_00100,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001502152_00000001474551834256_00256,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000274677_00000001324486404844_00127,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000647385_00000001376910954072_00134,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000206911_00000001312385569752_00197,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003111696_00000001625226903425_00079,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001487304_00000001473092348695_00280,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000212127_00000001313165496039_00034,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000509839_00000001358790750729_00140,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000762571_00000001391604726778_00072,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000208015_00000001312472979674_00216,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000259984_00000001322064240837_00012,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000947658_00000001416663967240_00052,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001227692_00000001445625089047_00351,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000547328_00000001363703267857_00499,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000945545_00000001416477530117_00007,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001227692_00000001445622792873_00327,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000208155_00000001312559860337_00293,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000217269_00000001314106899040_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000785752_00000001394700307315_00071,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001157187_00000001438347776190_00175,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226933_00000001316009227263_00423,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000215248_00000001313756099945_00257,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000688042_00000001382540010103_00189,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000209453_00000001312809368489_00082,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000209991_00000001312884989518_00070,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000211842_00000001313143687522_00074,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002860354_00000001600861387759_00342,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001861983_00000001507641359924_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000209608_00000001312809053845_00092,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001174614_00000001440079210020_00271,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000210240_00000001312898337898_00169,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000210363_00000001312899880511_00120,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000210553_00000001312987502984_00060,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000210529_00000001312966374628_00067,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000210543_00000001312966051189_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001244544_00000001447245582326_00200,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000212225_00000001313238713053_00045,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000211566_00000001313072411410_00120,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000211351_00000001313073411177_00101,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002165272_00000001535449498575_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000211717_00000001313144055162_00061,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000534405_00000001361983239942_00297,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213322_00000001313415677178_00015,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213342_00000001313424585580_00200,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000214766_00000001313658501630_00033,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213672_00000001313491472815_00315,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213711_00000001313487903664_00030,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213637_00000001313485585077_00022,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000213633_00000001313488753422_00026,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002291336_00000001547564491483_00173,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000217116_00000001314092591935_00002,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003094405_00000001623317940339_00077,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000540676_00000001362760668154_00144,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000541215_00000001362760965747_00098,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001692946_00000001491305292219_00011,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001149184_00000001437589958105_00244,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001197159_00000001442591946600_00269,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000215264_00000001313751021882_00049,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002832148_00000001598461088634_00199,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000215251_00000001313759284314_00023,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000215361_00000001313751259781_00150,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000215255_00000001313752338108_00057,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001643415_00000001487245195651_00025,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216186_00000001313930921037_00055,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000512012_00000001359026076801_00019,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216649_00000001314022264758_00046,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000225951_00000001315825587925_00132,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000220390_00000001314719465489_00135,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216530_00000001314003635679_00023,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216511_00000001314012280016_00107,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216719_00000001314008669778_00029,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001167404_00000001439372229351_00067,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000216883_00000001314093766551_00123,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000784943_00000001394628116821_00318,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000874421_00000001407263709709_00377,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000217913_00000001314197910813_00044,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000511980_00000001358994790050_00049,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000217494_00000001314197450396_00191,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000217555_00000001314197334811_00267,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218075_00000001314270315605_00190,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218113_00000001314270094937_00128,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218430_00000001314287555923_00032,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218075_00000001314286550342_00269,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218153_00000001314285121487_00165,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218053_00000001314275963768_00098,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000486010_00000001355312983779_00148,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218064_00000001314287074501_00326,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000428047_00000001346687664974_00083,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000218612_00000001314372969116_00101,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002788613_00000001594801518710_00483,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000400912_00000001343212369451_00096,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001191298_00000001441791375305_00065,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000220342_00000001314711212502_00089,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000220726_00000001314702307974_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000220847_00000001314789700227_00242,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221349_00000001314866621091_00097,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221409_00000001314865898901_00173,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000273948_00000001324397444198_00219,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000325619_00000001332351491614_00048,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000234475_00000001317397784317_00238,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000285915_00000001326466614002_00149,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221602_00000001314893725887_00009,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000267250_00000001323256078061_00088,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221387_00000001314867545314_00216,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221349_00000001314867337063_00103,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000233377_00000001317311901087_00173,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221382_00000001314888746280_00478,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000407142_00000001343992599729_00342,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221398_00000001314867739064_00028,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221349_00000001314868359165_00109,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221415_00000001314867058848_00196,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221579_00000001314866812074_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221841_00000001314957036805_00058,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221936_00000001314964048452_00052,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221850_00000001314975304441_00187,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000221917_00000001314974401226_00130,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002441196_00000001561799525634_00016,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223122_00000001315219484509_00076,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000403072_00000001343462850245_00219,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002374590_00000001555404855785_00006,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000225998_00000001315817484318_00019,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000259005_00000001321976530628_00153,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223438_00000001315323456331_00111,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223588_00000001315323637120_00240,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223488_00000001315321385476_00221,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223500_00000001315323303903_00094,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001564296_00000001480340403190_00035,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000223919_00000001315370493852_00074,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224389_00000001315477014646_00068,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224405_00000001315486353960_00301,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224606_00000001315472559949_00002,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224569_00000001315477745525_00045,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224428_00000001315474508421_00086,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000224866_00000001315567596685_00032,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000225098_00000001315566101169_00200,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002280230_00000001546511957595_00049,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000285953_00000001326450060282_00097,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000286074_00000001326447999751_00063,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226235_00000001315824190570_00050,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226333_00000001315824651137_00011,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000003079810_00000001621956922344_00257,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226180_00000001315827590714_00022,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000808965_00000001398165567969_00044,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226527_00000001315942678882_00218,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000266398_00000001323171555832_00077,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000659399_00000001378464701978_00150,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000226884_00000001316013381570_00352,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000228163_00000001316164475550_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000320866_00000001331656590467_00543,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001227903_00000001445623853206_00450,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000227895_00000001316164067134_00084,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000322410_00000001331829934412_00288,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000227407_00000001316088667362_00149,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001351598_00000001458208790884_00089,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000227983_00000001316182952338_00133,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001068403_00000001429196745389_00079,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000432439_00000001347276009959_00126,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000491109_00000001356000124762_00377,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001336597_00000001456426107552_00205,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000229639_00000001316531606714_00215,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002808034_00000001596458131802_00443,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000940126_00000001415965472520_00163,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001275092_00000001450259275152_00011,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001298694_00000001452601659598_00107,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000346404_00000001335529966174_00116,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000230158_00000001316596826148_00022,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000804008_00000001397564872489_00079,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000870925_00000001406726606580_00038,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000230681_00000001316707485962_00120,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000844809_00000001403257246775_00070,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000231342_00000001316788338711_00122,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000231617_00000001316871733517_00210,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001850108_00000001506527633599_00265,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000232294_00000001317046243276_00143,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001084731_00000001430917506654_00076,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000232663_00000001317134865590_00217,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000739716_00000001389013335128_00036,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000350323_00000001336129755293_00170,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002403015_00000001558086066866_00315,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000233279_00000001317209411288_00106,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000233310_00000001317180575682_00010,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000233418_00000001317219522766_00105,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000234392_00000001317378284033_00087,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000234399_00000001317381913455_00190,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000244659_00000001319451437265_00146,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000235872_00000001317743930884_00163,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000411411_00000001344611186826_00331,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000411461_00000001344611865096_00138,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000586495_00000001368613984550_00096,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000762252_00000001391593267250_00038,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000002452672_00000001562846436737_00061,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236772_00000001317891815625_00208,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236780_00000001317891733741_00097,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236783_00000001317890157419_00007,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236777_00000001317898386634_00195,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000001588333_00000001482407651482_00036,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236783_00000001317890647060_00020,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236774_00000001317896388016_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000236928_00000001317888677417_00022,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000237288_00000001317980855263_00113,,,20/01/2022,05/02/2022,SUSP_REA_008
00000000000000237468_00000001317977365955_00001,,,20/01/2022,05/02/2022,SUSP_REA_008
