AgreementID,SuspensionStartDate,SuspensionEndDate,NewSuspensionStartDate,NewSuspensionEndDate,NewSuspensionReason
00000000000000814733_00000001398961398625_00234,06/10/2020,03/05/2021,06/10/2020,07/05/2021,SUSP_REA_008
00000000000000815710_00000001399017237012_00064,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000819852_00000001399656031130_00374,04/02/2021,03/05/2021,04/02/2021,07/05/2021,SUSP_REA_008
00000000000000822967_00000001400064254238_00192,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000823768_00000001400231205810_00259,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000824037_00000001400251926878_00363,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000825647_00000001400495298699_00165,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000828215_00000001400748958338_00110,19/09/2020,03/05/2021,19/09/2020,07/05/2021,SUSP_REA_008
00000000000000831499_00000001401200434708_00100,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000831967_00000001401294244735_00031,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000832899_00000001401372298581_00193,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000838255_00000001402072591539_00164,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000838564_00000001402150586865_00104,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000840348_00000001402666495189_00145,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000853271_00000001404383398108_00071,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000857414_00000001404894718317_00006,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000857438_00000001404900911663_00046,15/12/2020,03/05/2021,15/12/2020,07/05/2021,SUSP_REA_008
00000000000000857688_00000001404994219801_00141,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000860244_00000001405324886102_00179,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000860305_00000001405325365831_00012,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000860331_00000001405325184753_00012,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000860676_00000001405325741588_00001,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000861464_00000001405434461770_00027,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000861775_00000001405504667733_00284,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000862529_00000001405614182465_00156,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000863246_00000001405711907376_00136,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000865632_00000001406030471972_00072,02/10/2020,03/05/2021,02/10/2020,07/05/2021,SUSP_REA_008
00000000000000869209_00000001406559154247_00101,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000870459_00000001406729595447_00121,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000871331_00000001406823961260_00304,27/08/2020,03/05/2021,27/08/2020,07/05/2021,SUSP_REA_008
00000000000000871437_00000001406800448611_00065,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000871826_00000001406881900666_00035,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000874236_00000001407242931882_00263,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000874967_00000001407342035789_00244,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000875574_00000001407429323070_00453,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000875575_00000001407428552771_00281,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000875665_00000001407425000077_00310,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000875747_00000001407418209285_00062,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000880423_00000001408043437905_00380,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000880491_00000001408043932604_00240,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000883628_00000001408440861255_00070,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000885001_00000001408719779972_00260,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000885059_00000001408635306991_00217,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000885519_00000001408631987810_00036,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000888019_00000001409060331414_00077,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000888329_00000001409137857372_00238,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000000888975_00000001409240310332_00200,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000889306_00000001409242921264_00075,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000893725_00000001409859364709_00146,01/10/2020,03/05/2021,01/10/2020,07/05/2021,SUSP_REA_008
00000000000000894241_00000001409847398897_00014,16/09/2020,03/05/2021,16/09/2020,07/05/2021,SUSP_REA_008
00000000000000897058_00000001410272840065_00165,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000905260_00000001411484791161_00474,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000906085_00000001411647242142_00412,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000906475_00000001411655238860_00196,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000906794_00000001411724392149_00119,30/12/2020,03/05/2021,30/12/2020,07/05/2021,SUSP_REA_008
00000000000000906849_00000001411733524203_00123,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908469_00000001412172171315_00676,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908477_00000001412170097925_00630,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908609_00000001412172019374_00873,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908611_00000001412172336892_00556,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908623_00000001412171155216_00493,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000908955_00000001412172480658_00468,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000909058_00000001412170989705_00834,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000909585_00000001412240713770_00102,05/08/2020,03/05/2021,05/08/2020,07/05/2021,SUSP_REA_008
00000000000000911407_00000001412500554327_00004,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000916593_00000001413206161025_00204,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000919380_00000001413559171845_00404,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000922078_00000001413899887219_00074,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000923050_00000001413987083778_00111,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000923255_00000001414070785263_00128,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000925928_00000001414420747292_00041,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000926634_00000001414518220372_00219,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000928192_00000001414689505825_00342,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000931623_00000001415093981924_00012,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000931728_00000001415094111082_00034,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000932566_00000001415197860698_00249,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000932693_00000001415198355545_00090,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000937163_00000001415715343254_00072,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000938128_00000001415789278884_00097,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000943454_00000001416316220125_00138,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000948893_00000001416933807996_00084,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000948895_00000001416929946954_00170,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000949645_00000001417018324926_00330,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000954162_00000001417525356347_00026,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000955091_00000001417600389289_00117,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000955168_00000001417617192693_00060,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000956084_00000001417714499415_00315,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000962360_00000001418300423043_00068,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000962584_00000001418307382241_00037,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000963779_00000001418388340738_00091,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000965444_00000001418635769784_00029,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000965878_00000001418661025996_00071,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000966154_00000001418744985981_00076,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000971545_00000001419246317489_00005,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000972472_00000001419338899399_00050,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000978219_00000001420031135599_00020,11/12/2020,03/05/2021,11/12/2020,07/05/2021,SUSP_REA_008
00000000000000983390_00000001420640737820_00070,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000984577_00000001420732822290_00086,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000987585_00000001421060022196_00057,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000988504_00000001421167564344_00111,21/12/2020,03/05/2021,21/12/2020,07/05/2021,SUSP_REA_008
00000000000000993552_00000001421778610147_00179,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000993567_00000001421778722758_00162,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000994623_00000001421850993106_00100,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000994635_00000001421850057520_00028,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000995199_00000001421850227346_00117,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000995569_00000001421940132294_00227,29/12/2020,03/05/2021,29/12/2020,07/05/2021,SUSP_REA_008
00000000000000995665_00000001421940255359_00178,29/12/2020,03/05/2021,29/12/2020,07/05/2021,SUSP_REA_008
00000000000000999073_00000001422280943359_00066,28/07/2020,03/05/2021,28/07/2020,07/05/2021,SUSP_REA_008
00000000000001001043_00000001422435929764_00006,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001007389_00000001423130128991_00092,27/08/2020,03/05/2021,27/08/2020,07/05/2021,SUSP_REA_008
00000000000001007599_00000001423063747135_00010,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001008141_00000001423233037456_00220,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001008268_00000001423214253727_00198,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001008337_00000001423232791136_00233,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001010477_00000001423495712719_00084,23/09/2020,03/05/2021,23/09/2020,07/05/2021,SUSP_REA_008
00000000000001011290_00000001423593141688_00180,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001011878_00000001423571828207_00026,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001012282_00000001423664360227_00156,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001013650_00000001423748831179_00081,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001017265_00000001424105249783_00081,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001017888_00000001424185256137_00116,01/10/2020,03/05/2021,01/10/2020,07/05/2021,SUSP_REA_008
00000000000001018555_00000001424253259285_00044,30/12/2020,03/05/2021,30/12/2020,07/05/2021,SUSP_REA_008
00000000000001022299_00000001424715643643_00315,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001025085_00000001425048363975_00171,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001025833_00000001425048234258_00265,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001029832_00000001425479044349_00157,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001029936_00000001425479684256_00308,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001034908_00000001425920324297_00013,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001040600_00000001426507846809_00074,05/12/2020,03/05/2021,05/12/2020,07/05/2021,SUSP_REA_008
00000000000001040790_00000001426516637702_00193,19/09/2020,03/05/2021,19/09/2020,07/05/2021,SUSP_REA_008
00000000000001043166_00000001426691795171_00139,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001044048_00000001426758323521_00011,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001044703_00000001426844537674_00038,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001044869_00000001426844856371_00149,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001046884_00000001427105195421_00019,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001049335_00000001427305843195_00093,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001049955_00000001427382498512_00025,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001050584_00000001427459232307_00128,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001052263_00000001427628810038_00108,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001053001_00000001427712615726_00147,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001059271_00000001428325015579_00058,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001059271_00000001428326033782_00064,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001065251_00000001428935725994_00201,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001068744_00000001429275283049_00207,09/02/2021,03/05/2021,09/02/2021,07/05/2021,SUSP_REA_008
00000000000001068886_00000001429280934414_00255,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001069017_00000001429266028294_00081,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001071255_00000001429524247852_00069,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001071361_00000001429555711490_00119,27/08/2020,03/05/2021,27/08/2020,07/05/2021,SUSP_REA_008
00000000000001071390_00000001429548963986_00184,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001072086_00000001429634098602_00141,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001078251_00000001430216602295_00166,04/02/2021,03/05/2021,04/02/2021,07/05/2021,SUSP_REA_008
00000000000001079281_00000001430317910448_00161,09/12/2020,03/05/2021,09/12/2020,07/05/2021,SUSP_REA_008
00000000000001079456_00000001430303716243_00016,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001089928_00000001431442147433_00176,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001091175_00000001431593237072_00149,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001091231_00000001431598810528_00100,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001091271_00000001431590240824_00044,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001095769_00000001432039677015_00028,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001098082_00000001432311550283_00223,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001099015_00000001432395891832_00117,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001102304_00000001432749724285_00160,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001102675_00000001432747766039_00093,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001103078_00000001432808589312_00042,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001104015_00000001432897298625_00220,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001104068_00000001432910399677_00312,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001108319_00000001433340248335_00026,10/12/2020,03/05/2021,10/12/2020,07/05/2021,SUSP_REA_008
00000000000001109378_00000001433514179521_00130,18/06/2020,03/05/2021,18/06/2020,07/05/2021,SUSP_REA_008
00000000000001109612_00000001433514714845_00307,18/06/2020,03/05/2021,18/06/2020,07/05/2021,SUSP_REA_008
00000000000001112179_00000001433784538697_00058,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001113257_00000001433845582263_00073,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001117429_00000001434374490270_00026,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001120488_00000001434622663181_00204,19/09/2020,03/05/2021,19/09/2020,07/05/2021,SUSP_REA_008
00000000000001126151_00000001435232456327_00048,29/01/2021,03/05/2021,29/01/2021,07/05/2021,SUSP_REA_008
00000000000001129498_00000001435577999677_00151,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001131827_00000001435754745929_00056,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001136535_00000001436296061293_00106,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001139304_00000001436531897614_00045,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001139329_00000001436545179132_00178,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001139452_00000001436540820203_00216,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001139452_00000001436541581770_00225,05/01/2021,03/05/2021,05/01/2021,07/05/2021,SUSP_REA_008
00000000000001141845_00000001436879042883_00142,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001143239_00000001436954541619_00006,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001143731_00000001437037737954_00195,22/12/2020,03/05/2021,22/12/2020,07/05/2021,SUSP_REA_008
00000000000001143848_00000001437047949766_00033,01/01/2021,03/05/2021,01/01/2021,07/05/2021,SUSP_REA_008
00000000000001144314_00000001437037273241_00003,22/12/2020,03/05/2021,22/12/2020,07/05/2021,SUSP_REA_008
00000000000001144490_00000001437047822641_00013,01/01/2021,03/05/2021,01/01/2021,07/05/2021,SUSP_REA_008
00000000000001144936_00000001437122808008_00175,23/09/2020,03/05/2021,23/09/2020,07/05/2021,SUSP_REA_008
00000000000001147126_00000001437406662674_00304,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001148371_00000001437484923582_00070,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001149113_00000001437566535004_00133,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001149136_00000001437561799969_00123,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001149136_00000001437564182526_00149,22/07/2020,03/05/2021,22/07/2020,07/05/2021,SUSP_REA_008
00000000000001151402_00000001437734125911_00058,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001155072_00000001438089340642_00064,15/04/2021,03/05/2021,15/04/2021,07/05/2021,SUSP_REA_008
00000000000001155420_00000001438164682572_00113,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001156458_00000001438251029596_00138,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001160911_00000001438700353357_00214,09/12/2020,03/05/2021,09/12/2020,07/05/2021,SUSP_REA_008
00000000000001162823_00000001438860994121_00159,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001163940_00000001438934166487_00001,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001166365_00000001439214932005_00212,26/01/2021,03/05/2021,26/01/2021,07/05/2021,SUSP_REA_008
00000000000001166368_00000001439310867137_00378,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001166380_00000001439302166818_00353,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001166392_00000001439301408085_00184,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001166433_00000001439216750069_00060,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001166708_00000001439209492531_00137,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001166806_00000001439301889631_00549,18/01/2021,03/05/2021,18/01/2021,07/05/2021,SUSP_REA_008
00000000000001171365_00000001439797660680_00002,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001171469_00000001439822534335_00162,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000001173112_00000001439996489695_00110,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001173148_00000001439999689133_00135,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001174100_00000001440169418643_00611,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000001177151_00000001440428810156_00065,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001182961_00000001441028221143_00152,28/07/2020,03/05/2021,28/07/2020,07/05/2021,SUSP_REA_008
00000000000001185374_00000001441204898706_00109,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001190179_00000001441709180963_00052,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001191298_00000001441791375305_00065,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001191350_00000001441807348403_00159,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001191659_00000001441806178726_00091,29/06/2020,03/05/2021,29/06/2020,07/05/2021,SUSP_REA_008
00000000000001191659_00000001441813895995_00118,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001192391_00000001441896818826_00018,03/09/2020,03/05/2021,03/09/2020,07/05/2021,SUSP_REA_008
00000000000001193072_00000001441959437409_00188,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000001193666_00000001441984952863_00078,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001195197_00000001442219453797_00079,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001195197_00000001442242321008_00182,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001195202_00000001442334582583_00268,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001195208_00000001442321744367_00227,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001196147_00000001442498195769_00550,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001196543_00000001442416605584_00243,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001200322_00000001442937108814_00152,11/12/2020,03/05/2021,11/12/2020,07/05/2021,SUSP_REA_008
00000000000001205278_00000001443453980252_00253,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001209230_00000001443796359542_00112,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001212635_00000001444148585945_00136,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000001218735_00000001444730598605_00068,24/06/2020,03/05/2021,24/06/2020,07/05/2021,SUSP_REA_008
00000000000001220546_00000001444923190174_00211,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000001227782_00000001445608070212_00335,03/07/2020,03/05/2021,03/07/2020,07/05/2021,SUSP_REA_008
00000000000001233846_00000001446217595829_00124,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001237150_00000001446571620566_00047,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000001238245_00000001446641981287_00052,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001242669_00000001447068529121_00063,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001243647_00000001447174477189_00183,27/10/2020,03/05/2021,27/10/2020,07/05/2021,SUSP_REA_008
00000000000001248648_00000001447704713755_00393,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001249422_00000001447700538251_00042,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001249754_00000001447772324869_00089,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000001251358_00000001447856182937_00090,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
