outletSubAccountNumber,nbaCode,action 
185026000004,NBA_0010,N
184237800004,NBA_0010,N
104702700004,NBA_0010,N
181372700004,NBA_0010,N
104428800004,NBA_0010,N
182180500004,NBA_0010,N
184653400004,NBA_0010,N
104116500004,NBA_0010,N
103862200004,NBA_0010,N
102579200004,NBA_0010,N
180883400004,NBA_0010,N
180883400004,NBA_0010,N
180930200004,NBA_0010,N
182162200004,NBA_0010,N
105526600004,NBA_0010,N
184208300004,NBA_0010,N
184082100004,NBA_0010,N
102532900004,NBA_0010,N
184391400004,NBA_0010,N
184077300004,NBA_0010,N
128159900004,NBA_0010,N
184686700004,NBA_0010,N
140321900004,NBA_0010,N
102583500004,NBA_0010,N
102647400004,NBA_0010,N
102842700004,NBA_0010,N
105810600004,NBA_0010,N
103140800004,NBA_0010,N
103372000004,NBA_0010,N
141923100004,NBA_0010,N
104929100004,NBA_0010,N
103318100004,NBA_0010,N
185368400004,NBA_0010,N
184195000004,NBA_0010,N
185084200004,NBA_0010,N
185521300004,NBA_0010,N
104120600004,NBA_0010,N
185471900004,NBA_0010,N
185539300004,NBA_0010,N
182835200004,NBA_0010,N
182899100004,NBA_0010,N
183058900004,NBA_0010,N
183615800004,NBA_0010,N
183170100004,NBA_0010,N
105241700004,NBA_0010,N
183507600004,NBA_0010,N
183174700004,NBA_0010,N
183174700004,NBA_0010,N
183558600004,NBA_0010,N
183607800004,NBA_0010,N
183546500004,NBA_0010,N
183535800004,NBA_0010,N
183800400004,NBA_0010,N
183697800004,NBA_0010,N
183697800004,NBA_0010,N
183817800004,NBA_0010,N
183738000004,NBA_0010,N
183671600004,NBA_0010,N
183739600004,NBA_0010,N
183664800004,NBA_0010,N
183852700004,NBA_0010,N
110256400004,NBA_0010,N
183744400004,NBA_0010,N
102883600004,NBA_0010,N
182250700004,NBA_0010,N
103185600004,NBA_0010,N
102820200004,NBA_0010,N
183820500004,NBA_0010,N
183875800004,NBA_0010,N
183711300004,NBA_0010,N
183846100004,NBA_0010,N
102641300004,NBA_0010,N
183889400004,NBA_0010,N
183910700004,NBA_0010,N
183817500004,NBA_0010,N
183922400004,NBA_0010,N
141209500004,NBA_0010,N
184322300004,NBA_0010,N
183942500004,NBA_0010,N
184017800004,NBA_0010,N
184048000004,NBA_0010,N
180775300004,NBA_0010,N
184211300004,NBA_0010,N
141737800004,NBA_0010,N
142006400004,NBA_0010,N
184011900004,NBA_0010,N
100756600004,NBA_0010,N
184266200004,NBA_0010,N
184030700004,NBA_0010,N
105398600004,NBA_0010,N
184039400004,NBA_0010,N
184056400004,NBA_0010,N
184103200004,NBA_0010,N
184173500004,NBA_0010,N
184186200004,NBA_0010,N
184186200004,NBA_0010,N
184159400004,NBA_0010,N
184169500004,NBA_0010,N
184166400004,NBA_0010,N
184245700004,NBA_0010,N
183510200004,NBA_0010,N
184231700004,NBA_0010,N
184296400004,NBA_0010,N
184336000004,NBA_0010,N
184309600004,NBA_0010,N
184309600004,NBA_0010,N
184468700004,NBA_0010,N
184369000004,NBA_0010,N
184515000004,NBA_0010,N
102617600004,NBA_0010,N
184454900004,NBA_0010,N
184518200004,NBA_0010,N
184504300004,NBA_0010,N
184717400004,NBA_0010,N
184593300004,NBA_0010,N
184626400004,NBA_0010,N
184629400004,NBA_0010,N
184647600004,NBA_0010,N
183653900004,NBA_0010,N
183625700004,NBA_0010,N
100974400004,NBA_0010,N
183668000004,NBA_0010,N
183825200004,NBA_0010,N
185205200004,NBA_0010,N
104736400004,NBA_0010,N
104781500004,NBA_0010,N
184763000004,NBA_0010,N
184674900004,NBA_0010,N
184814800004,NBA_0010,N
184694700004,NBA_0010,N
184721700004,NBA_0010,N
102865300004,NBA_0010,N
118811500004,NBA_0010,N
185141700004,NBA_0010,N
101116900004,NBA_0010,N
184817800004,NBA_0010,N
185174000004,NBA_0010,N
184859500004,NBA_0010,N
185129700004,NBA_0010,N
185196700004,NBA_0010,N
185266300004,NBA_0010,N
184697000004,NBA_0010,N
184665300004,NBA_0010,N
184712000004,NBA_0010,N
182956200004,NBA_0010,N
184596900004,NBA_0010,N
184596900004,NBA_0010,N
185027800004,NBA_0010,N
184855500004,NBA_0010,N
185064800004,NBA_0010,N
183795000004,NBA_0010,N
183952000004,NBA_0010,N
102879700004,NBA_0010,N
183971200004,NBA_0010,N
184002200004,NBA_0010,N
185083700004,NBA_0010,N
185217000004,NBA_0010,N
185234900004,NBA_0010,N
185178900004,NBA_0010,N
185202500004,NBA_0010,N
185200800004,NBA_0010,N
185247600004,NBA_0010,N
105312200004,NBA_0010,N
185279800004,NBA_0010,N
182524700004,NBA_0010,N
184245600004,NBA_0010,N
184330900004,NBA_0010,N
184330900004,NBA_0010,N
185492100004,NBA_0010,N
185463100004,NBA_0010,N
106003600004,NBA_0010,N
184352600004,NBA_0010,N
185202200004,NBA_0010,N
114654500004,NBA_0010,N
