outletSubAccountNumber,nbaCode,action
105466800004,NBA_0029,RP
184024100004,NBA_0029,RP
183907000004,NBA_0029,RP
184494200004,NBA_0029,RP
137176700004,NBA_0029,RP
180386700004,NBA_0029,RP
183174000004,NBA_0029,RP
186247300004,NBA_0029,RP
134599500004,NBA_0029,RP
101678500004,NBA_0029,RP
181895900004,NBA_0029,RP
184053800004,NBA_0029,RP
101410300004,NBA_0029,RP
137659600004,NBA_0029,RP
182275600004,NBA_0029,RP
182741500004,NBA_0029,RP
182079100004,NBA_0029,RP
185460600004,NBA_0029,RP
186538500004,NBA_0029,RP
185073700004,NBA_0029,RP
180978000004,NBA_0029,RP
103755000004,NBA_0029,RP
184444400004,NBA_0029,RP
182453400004,NBA_0029,RP
182327900004,NBA_0029,RP
109610800004,NBA_0029,RP
180440400004,NBA_0029,RP
180927800004,NBA_0029,RP
103039800004,NBA_0029,RP
105458900004,NBA_0029,RP
121777600004,NBA_0029,RP
126889100004,NBA_0029,RP
103789200004,NBA_0029,RP
184186000004,NBA_0029,RP
186397100004,NBA_0029,RP
186359400004,NBA_0029,RP
136663500004,NBA_0029,RP
125020800004,NBA_0029,RP
106323700004,NBA_0029,RP
183782100004,NBA_0029,RP
105560700004,NBA_0029,RP
105813000004,NBA_0029,RP
185954400004,NBA_0029,RP
180860100004,NBA_0029,RP
136594900004,NBA_0029,RP
184328500004,NBA_0029,RP
183758700004,NBA_0029,RP
184485500004,NBA_0029,RP
106381500004,NBA_0029,RP
133593700004,NBA_0029,RP
102586200004,NBA_0029,RP
100637900004,NBA_0029,RP
102135400004,NBA_0029,RP
183609300004,NBA_0029,RP
184350000004,NBA_0029,RP
103669500004,NBA_0029,RP
100097800004,NBA_0029,RP
181356900004,NBA_0029,RP
117701300004,NBA_0029,RP
180768400004,NBA_0029,RP
104893700004,NBA_0029,RP
136782700004,NBA_0029,RP
183790100004,NBA_0029,RP
181791400004,NBA_0029,RP
100657300004,NBA_0029,RP
100481300004,NBA_0029,RP
105412600004,NBA_0029,RP
103622500004,NBA_0029,RP
103809900004,NBA_0029,RP
101321800004,NBA_0029,RP
102060900004,NBA_0029,RP
184196100004,NBA_0029,RP
105720200004,NBA_0029,RP
102281200004,NBA_0029,RP
102091000004,NBA_0029,RP
180186500004,NBA_0029,RP
184572200004,NBA_0029,RP
105016500004,NBA_0029,RP
181418700004,NBA_0029,RP
181912000004,NBA_0029,RP
105174900004,NBA_0029,RP
105470700004,NBA_0029,RP
180937000004,NBA_0029,RP
185056000004,NBA_0029,RP
127538900004,NBA_0029,RP
141259200004,NBA_0029,RP
180265000004,NBA_0029,RP
104252100004,NBA_0029,RP
100743700004,NBA_0029,RP
136419300004,NBA_0029,RP
105140300004,NBA_0029,RP
182309700004,NBA_0029,RP
181930600004,NBA_0029,RP
180533000004,NBA_0029,RP
186530600004,NBA_0029,RP
183195200004,NBA_0029,RP
184158300004,NBA_0029,RP
103657700004,NBA_0029,RP
100236300004,NBA_0029,RP
130942500004,NBA_0029,RP
104973000004,NBA_0029,RP
186085500004,NBA_0029,RP
128401000004,NBA_0029,RP
185247400004,NBA_0029,RP
103951900004,NBA_0029,RP
100284600004,NBA_0029,RP
127117800004,NBA_0029,RP
100316700004,NBA_0029,RP
104846400004,NBA_0029,RP
101827400004,NBA_0029,RP
104333200004,NBA_0029,RP
104252700004,NBA_0029,RP
103842800004,NBA_0029,RP
103252400004,NBA_0029,RP
105427300004,NBA_0029,RP
181691400004,NBA_0029,RP
103087300004,NBA_0029,RP
105826300004,NBA_0029,RP
184469300004,NBA_0029,RP
185780800004,NBA_0029,RP
181214000004,NBA_0029,RP
100668400004,NBA_0029,RP
103642900004,NBA_0029,RP
101829700004,NBA_0029,RP
185844600004,NBA_0029,RP
101693200004,NBA_0029,RP
185946600004,NBA_0029,RP
103581300004,NBA_0029,RP
100949300004,NBA_0029,RP
101459600004,NBA_0029,RP
183103400004,NBA_0029,RP
183471900004,NBA_0029,RP
104357900004,NBA_0029,RP
180126200004,NBA_0029,RP
116377500004,NBA_0029,RP
101869800004,NBA_0029,RP
102996000004,NBA_0029,RP
181284100004,NBA_0029,RP
139147300004,NBA_0029,RP
185958800004,NBA_0029,RP
100074500004,NBA_0029,RP
101153600004,NBA_0029,RP
104877600004,NBA_0029,RP
102671300004,NBA_0029,RP
104991100004,NBA_0029,RP
101245100004,NBA_0029,RP
103136200004,NBA_0029,RP
181372700004,NBA_0029,RP
183035300004,NBA_0029,RP
180885800004,NBA_0029,RP
186484100004,NBA_0029,RP
185471900004,NBA_0029,RP
104415100004,NBA_0029,RP
103851400004,NBA_0029,RP
182161000004,NBA_0029,RP
100339200004,NBA_0029,RP
181386300004,NBA_0029,RP
100066900004,NBA_0029,RP
105388200004,NBA_0029,RP
101842800004,NBA_0029,RP
105244200004,NBA_0029,RP
105489500004,NBA_0029,RP
186348300004,NBA_0029,RP
185616700004,NBA_0029,RP
186035100004,NBA_0029,RP
136425000004,NBA_0029,RP
102831500004,NBA_0029,RP
136188400004,NBA_0029,RP
140477300004,NBA_0029,RP
135568000004,NBA_0029,RP
105440000004,NBA_0029,RP
103553800004,NBA_0029,RP
104266700004,NBA_0029,RP
103141200004,NBA_0029,RP
103864000004,NBA_0029,RP
180859000004,NBA_0029,RP
122531300004,NBA_0029,RP
102810100004,NBA_0029,RP
180944400004,NBA_0029,RP
184437400004,NBA_0029,RP
102255800004,NBA_0029,RP
100076400004,NBA_0029,RP
142315400004,NBA_0029,RP
105419900004,NBA_0029,RP
100566200004,NBA_0029,RP
105943000004,NBA_0029,RP
134974300004,NBA_0029,RP
181507600004,NBA_0029,RP
104425200004,NBA_0029,RP
182125800004,NBA_0029,RP
104557800004,NBA_0029,RP
102480100004,NBA_0029,RP
186514800004,NBA_0029,RP
100109700004,NBA_0029,RP
104717700004,NBA_0029,RP
101319300004,NBA_0029,RP
183057400004,NBA_0029,RP
102240200004,NBA_0029,RP
104335900004,NBA_0029,RP
185576200004,NBA_0029,RP
102576600004,NBA_0029,RP
182969200004,NBA_0029,RP
185996700004,NBA_0029,RP
180113600004,NBA_0029,RP
135195800004,NBA_0029,RP
135385700004,NBA_0029,RP
186158000004,NBA_0029,RP
103725800004,NBA_0029,RP
182701100004,NBA_0029,RP
185017200004,NBA_0029,RP
185412500004,NBA_0029,RP
184179400004,NBA_0029,RP
101279300004,NBA_0029,RP
134402000004,NBA_0029,RP
181212000004,NBA_0029,RP
180522100004,NBA_0029,RP
180252900004,NBA_0029,RP
103312300004,NBA_0029,RP
102089600004,NBA_0029,RP
184073400004,NBA_0029,RP
102250700004,NBA_0029,RP
133885200004,NBA_0029,RP
105673100004,NBA_0029,RP
105003500004,NBA_0029,RP
100806800004,NBA_0029,RP
181328900004,NBA_0029,RP
102553100004,NBA_0029,RP
125785000004,NBA_0029,RP
186202900004,NBA_0029,RP
103093300004,NBA_0029,RP
105001800004,NBA_0029,RP
186436800004,NBA_0029,RP
102625000004,NBA_0029,RP
100786900004,NBA_0029,RP
126632500004,NBA_0029,RP
182142900004,NBA_0029,RP
104928000004,NBA_0029,RP
100307700004,NBA_0029,RP
137006000004,NBA_0029,RP
184298600004,NBA_0029,RP
180825100004,NBA_0029,RP
104779400004,NBA_0029,RP
184154100004,NBA_0029,RP
141757600004,NBA_0029,RP
186063800004,NBA_0029,RP
140983800004,NBA_0029,RP
185362900004,NBA_0029,RP
180271800004,NBA_0029,RP
114503300004,NBA_0029,RP
105315900004,NBA_0029,RP
102471200004,NBA_0029,RP
100113800004,NBA_0029,RP
180843500004,NBA_0029,RP
105040500004,NBA_0029,RP
185959500004,NBA_0029,RP
