outletSubAccountNumber,nbaCode,action
102509100004,NBA_0055,N
100025000001,NBA_0056,N
100025000056,NBA_0056,N
100025800445,NBA_0056,N
100039100049,NBA_0056,N
100065800004,NBA_0056,N
100066700004,NBA_0056,N
100066900004,NBA_0056,N
100067200004,NBA_0056,N
100067800004,NBA_0056,N
100068600004,NBA_0056,N
100069300004,NBA_0056,N
100069400004,NBA_0056,N
100070000004,NBA_0056,N
100072000004,NBA_0056,N
100074200004,NBA_0056,N
100074500004,NBA_0056,N
100074800004,NBA_0056,N
100075000004,NBA_0056,N
100075100004,NBA_0056,N
100075900004,NBA_0056,N
100076000004,NBA_0056,N
100076600004,NBA_0056,N
100076800004,NBA_0056,N
100077600004,NBA_0056,N
100077700004,NBA_0056,N
100078000004,NBA_0056,N
100079100004,NBA_0056,N
100079400004,NBA_0056,N
100080600004,NBA_0056,N
100081500004,NBA_0056,N
100083100004,NBA_0056,N
100083200004,NBA_0056,N
100084500004,NBA_0056,N
100085200004,NBA_0056,N
100093500004,NBA_0056,N
100094400004,NBA_0056,N
100095300004,NBA_0056,N
100095700004,NBA_0056,N
100102600004,NBA_0056,N
100102800004,NBA_0056,N
100103400004,NBA_0056,N
100103800004,NBA_0056,N
100105200004,NBA_0056,N
100109700004,NBA_0056,N
100113800004,NBA_0056,N
100115200004,NBA_0056,N
100116600004,NBA_0056,N
100118200004,NBA_0056,N
100118800004,NBA_0056,N
100120100004,NBA_0056,N
100120400004,NBA_0056,N
100121400004,NBA_0056,N
100122100004,NBA_0056,N
100122500004,NBA_0056,N
100123200004,NBA_0056,N
100123800004,NBA_0056,N
100125900004,NBA_0056,N
100126500004,NBA_0056,N
100127000004,NBA_0056,N
100127600004,NBA_0056,N
100129100004,NBA_0056,N
100136200004,NBA_0056,N
100137100004,NBA_0056,N
100138100004,NBA_0056,N
100138700004,NBA_0056,N
100139700004,NBA_0056,N
100143200004,NBA_0056,N
100144200004,NBA_0056,N
100144600004,NBA_0056,N
100146500004,NBA_0056,N
100147000004,NBA_0056,N
100147500004,NBA_0056,N
100148500004,NBA_0056,N
100151000004,NBA_0056,N
100152000004,NBA_0056,N
100155400004,NBA_0056,N
100157000004,NBA_0056,N
100159800004,NBA_0056,N
100160300004,NBA_0056,N
100161100004,NBA_0056,N
100161600004,NBA_0056,N
100162200004,NBA_0056,N
100172000004,NBA_0056,N
100173600004,NBA_0056,N
100174600004,NBA_0056,N
100176200004,NBA_0056,N
100182500004,NBA_0056,N
100186100004,NBA_0056,N
100190300004,NBA_0056,N
100192200004,NBA_0056,N
100192800004,NBA_0056,N
100196400004,NBA_0056,N
100198800004,NBA_0056,N
100200600004,NBA_0056,N
100205700004,NBA_0056,N
100206500004,NBA_0056,N
100207300004,NBA_0056,N
100207900004,NBA_0056,N
100214500004,NBA_0056,N
100215000004,NBA_0056,N
100219300004,NBA_0056,N
100221100004,NBA_0056,N
100222600004,NBA_0056,N
100224300004,NBA_0056,N
100225500004,NBA_0056,N
100231200004,NBA_0056,N
100231600004,NBA_0056,N
100234300004,NBA_0056,N
100236300004,NBA_0056,N
100238000004,NBA_0056,N
100244100004,NBA_0056,N
100245400004,NBA_0056,N
100249200004,NBA_0056,N
100253200004,NBA_0056,N
100253900004,NBA_0056,N
100261200004,NBA_0056,N
100263900004,NBA_0056,N
100265000004,NBA_0056,N
100265100004,NBA_0056,N
100265600004,NBA_0056,N
100269000004,NBA_0056,N
100273600004,NBA_0056,N
100274400004,NBA_0056,N
100278500004,NBA_0056,N
100279300004,NBA_0056,N
100279800004,NBA_0056,N
100280600004,NBA_0056,N
100281200004,NBA_0056,N
100282000004,NBA_0056,N
100282900004,NBA_0056,N
100284900004,NBA_0056,N
100294100004,NBA_0056,N
100295500004,NBA_0056,N
100298900004,NBA_0056,N
100302200004,NBA_0056,N
100310800004,NBA_0056,N
100311800004,NBA_0056,N
100313700004,NBA_0056,N
100314700004,NBA_0056,N
100319400004,NBA_0056,N
100320100004,NBA_0056,N
100321900004,NBA_0056,N
100322200004,NBA_0056,N
100327700004,NBA_0056,N
100332500004,NBA_0056,N
100332600004,NBA_0056,N
100344400004,NBA_0056,N
100348200004,NBA_0056,N
100353000004,NBA_0056,N
100356700004,NBA_0056,N
100357200004,NBA_0056,N
100361000004,NBA_0056,N
100366600004,NBA_0056,N
100369000004,NBA_0056,N
100375000004,NBA_0056,N
100375500004,NBA_0056,N
100377400004,NBA_0056,N
100383100004,NBA_0056,N
100384500004,NBA_0056,N
100387600004,NBA_0056,N
