outletSubAccountNumber,nbaCode,action
100066700004,NBA_0029,P
100066900004,NBA_0029,P
100067100004,NBA_0029,P
100067200004,NBA_0029,P
100068400004,NBA_0029,P
100069400004,NBA_0029,P
100070000004,NBA_0029,P
100074800004,NBA_0029,P
100075000004,NBA_0029,P
100075400004,NBA_0029,P
100076400004,NBA_0029,P
100076600004,NBA_0029,P
100076800004,NBA_0029,P
100077700004,NBA_0029,P
100080600004,NBA_0029,P
100082100004,NBA_0029,P
100082400004,NBA_0029,P
100083200004,NBA_0029,P
100089100004,NBA_0029,P
100094200004,NBA_0029,P
100094400004,NBA_0029,P
100095700004,NBA_0029,P
100097800004,NBA_0029,P
100103700004,NBA_0029,P
100106000004,NBA_0029,P
100107200004,NBA_0029,P
100109700004,NBA_0029,P
100113800004,NBA_0029,P
100114600004,NBA_0029,P
100115500004,NBA_0029,P
100118000004,NBA_0029,P
100118800004,NBA_0029,P
100120100004,NBA_0029,P
100122500004,NBA_0029,P
100123200004,NBA_0029,P
100133000004,NBA_0029,P
100138700004,NBA_0029,P
100142800004,NBA_0029,P
100148500004,NBA_0029,P
100149700004,NBA_0029,P
100151800004,NBA_0029,P
100155400004,NBA_0029,P
100162200004,NBA_0029,P
100162900004,NBA_0029,P
100167600004,NBA_0029,P
100176200004,NBA_0029,P
100176500004,NBA_0029,P
100177400004,NBA_0029,P
100178000004,NBA_0029,P
100186200004,NBA_0029,P
100188300004,NBA_0029,P
100190300004,NBA_0029,P
100196300004,NBA_0029,P
100198800004,NBA_0029,P
100203400004,NBA_0029,P
100203700004,NBA_0029,P
100205800004,NBA_0029,P
100206500004,NBA_0029,P
100212400004,NBA_0029,P
100215000004,NBA_0029,P
100233900004,NBA_0029,P
100236300004,NBA_0029,P
100237500004,NBA_0029,P
100246300004,NBA_0029,P
100253000004,NBA_0029,P
100253900004,NBA_0029,P
100254200004,NBA_0029,P
100256500004,NBA_0029,P
100261500004,NBA_0029,P
100262000004,NBA_0029,P
100262500004,NBA_0029,P
100267800004,NBA_0029,P
100273600004,NBA_0029,P
100274700004,NBA_0029,P
100275400004,NBA_0029,P
100279300004,NBA_0029,P
100279600004,NBA_0029,P
100280600004,NBA_0029,P
100283600004,NBA_0029,P
100284600004,NBA_0029,P
100293100004,NBA_0029,P
100293700004,NBA_0029,P
100296200004,NBA_0029,P
100297800004,NBA_0029,P
100302200004,NBA_0029,P
100307700004,NBA_0029,P
100309400004,NBA_0029,P
100316700004,NBA_0029,P
100320100004,NBA_0029,P
100320800004,NBA_0029,P
100321900004,NBA_0029,P
100323700004,NBA_0029,P
100323800004,NBA_0029,P
100327700004,NBA_0029,P
100329700004,NBA_0029,P
100331300004,NBA_0029,P
100344400004,NBA_0029,P
100353000004,NBA_0029,P
100357200004,NBA_0029,P
100358700004,NBA_0029,P
100365500004,NBA_0029,P
100367400004,NBA_0029,P
100379500004,NBA_0029,P
100384900004,NBA_0029,P
100387600004,NBA_0029,P
100391100004,NBA_0029,P
100392500004,NBA_0029,P
100395500004,NBA_0029,P
100401700004,NBA_0029,P
100416700004,NBA_0029,P
100452300004,NBA_0029,P
100458800004,NBA_0029,P
100466400004,NBA_0029,P
100470300004,NBA_0029,P
100473300004,NBA_0029,P
100474700004,NBA_0029,P
100481300004,NBA_0029,P
100483900004,NBA_0029,P
100484600004,NBA_0029,P
100487600004,NBA_0029,P
100487800004,NBA_0029,P
100488500004,NBA_0029,P
100495900004,NBA_0029,P
100496100004,NBA_0029,P
100500400004,NBA_0029,P
100502500004,NBA_0029,P
100503500004,NBA_0029,P
100532700004,NBA_0029,P
100534000004,NBA_0029,P
100540100004,NBA_0029,P
100549400004,NBA_0029,P
100552300004,NBA_0029,P
100554700004,NBA_0029,P
100557200004,NBA_0029,P
100557400004,NBA_0029,P
100560600004,NBA_0029,P
100560800004,NBA_0029,P
100566000004,NBA_0029,P
100566200004,NBA_0029,P
100569000004,NBA_0029,P
100569300004,NBA_0029,P
100571000004,NBA_0029,P
100577200004,NBA_0029,P
100577800004,NBA_0029,P
100580100004,NBA_0029,P
100582300004,NBA_0029,P
100584200004,NBA_0029,P
100585000004,NBA_0029,P
100591400004,NBA_0029,P
100598800004,NBA_0029,P
100601100004,NBA_0029,P
100602200004,NBA_0029,P
100607400004,NBA_0029,P
100613600004,NBA_0029,P
100616000004,NBA_0029,P
100616100004,NBA_0029,P
100621400004,NBA_0029,P
100624400004,NBA_0029,P
100627200004,NBA_0029,P
100628800004,NBA_0029,P
100633800004,NBA_0029,P
100634300004,NBA_0029,P
100634500004,NBA_0029,P
100635000004,NBA_0029,P
100636000004,NBA_0029,P
100636900004,NBA_0029,P
100637100004,NBA_0029,P
100639200004,NBA_0029,P
100642400004,NBA_0029,P
100646300004,NBA_0029,P
100652000004,NBA_0029,P
100652300004,NBA_0029,P
100652400004,NBA_0029,P
100654800004,NBA_0029,P
100655300004,NBA_0029,P
100656800004,NBA_0029,P
100657300004,NBA_0029,P
100659100004,NBA_0029,P
100659500004,NBA_0029,P
100660400004,NBA_0029,P
100664400004,NBA_0029,P
100666100004,NBA_0029,P
100668000004,NBA_0029,P
100668400004,NBA_0029,P
100671700004,NBA_0029,P
100672600004,NBA_0029,P
100675600004,NBA_0029,P
100678300004,NBA_0029,P
100680500004,NBA_0029,P
100681200004,NBA_0029,P
100686300004,NBA_0029,P
100689100004,NBA_0029,P
100691600004,NBA_0029,P
100694000004,NBA_0029,P
100696600004,NBA_0029,P
100704300004,NBA_0029,P
100707700004,NBA_0029,P
100718800004,NBA_0029,P
100726000004,NBA_0029,P
100730500004,NBA_0029,P
100730900004,NBA_0029,P
100732300004,NBA_0029,P
100732700004,NBA_0029,P
100743700004,NBA_0029,P
100744600004,NBA_0029,P
100756400004,NBA_0029,P
100758800004,NBA_0029,P
100759200004,NBA_0029,P
100760400004,NBA_0029,P
100768200004,NBA_0029,P
100769900004,NBA_0029,P
100775400004,NBA_0029,P
100784200004,NBA_0029,P
100784900004,NBA_0029,P
100785800004,NBA_0029,P
100786900004,NBA_0029,P
100789600004,NBA_0029,P
100796900004,NBA_0029,P
100798500004,NBA_0029,P
100804800004,NBA_0029,P
100806800004,NBA_0029,P
100816100004,NBA_0029,P
100822700004,NBA_0029,P
100824100004,NBA_0029,P
100825700004,NBA_0029,P
100826900004,NBA_0029,P
100830700004,NBA_0029,P
100836600004,NBA_0029,P
100839000004,NBA_0029,P
100842800004,NBA_0029,P
100843500004,NBA_0029,P
100847300004,NBA_0029,P
100847900004,NBA_0029,P
100849200004,NBA_0029,P
100859000004,NBA_0029,P
100860000004,NBA_0029,P
100863700004,NBA_0029,P
100864100004,NBA_0029,P
100865600004,NBA_0029,P
100868200004,NBA_0029,P
100877100004,NBA_0029,P
100877200004,NBA_0029,P
100882700004,NBA_0029,P
100885400004,NBA_0029,P
100887400004,NBA_0029,P
100889000004,NBA_0029,P
100892400004,NBA_0029,P
100898500004,NBA_0029,P
100900600004,NBA_0029,P
100901000004,NBA_0029,P
100901200004,NBA_0029,P
100903100004,NBA_0029,P
100906900004,NBA_0029,P
100911000004,NBA_0029,P
100911400004,NBA_0029,P
100915700004,NBA_0029,P
100920700004,NBA_0029,P
100921200004,NBA_0029,P
100922100004,NBA_0029,P
100922900004,NBA_0029,P
100923400004,NBA_0029,P
100926800004,NBA_0029,P
100928100004,NBA_0029,P
100949300004,NBA_0029,P
100958600004,NBA_0029,P
100962600004,NBA_0029,P
100964200004,NBA_0029,P
100969300004,NBA_0029,P
100969800004,NBA_0029,P
100980300004,NBA_0029,P
100987600004,NBA_0029,P
100988100004,NBA_0029,P
100997000004,NBA_0029,P
101010800004,NBA_0029,P
101032500004,NBA_0029,P
101037400004,NBA_0029,P
101038500004,NBA_0029,P
101048100004,NBA_0029,P
101055500004,NBA_0029,P
101059700004,NBA_0029,P
101063000004,NBA_0029,P
101073300004,NBA_0029,P
101075000004,NBA_0029,P
101082500004,NBA_0029,P
101091800004,NBA_0029,P
101092800004,NBA_0029,P
101107100004,NBA_0029,P
101109800004,NBA_0029,P
101110000004,NBA_0029,P
101114100004,NBA_0029,P
101116600004,NBA_0029,P
101122000004,NBA_0029,P
101122200004,NBA_0029,P
101123700004,NBA_0029,P
101125300004,NBA_0029,P
101128500004,NBA_0029,P
101131100004,NBA_0029,P
101131700004,NBA_0029,P
101133100004,NBA_0029,P
101153200004,NBA_0029,P
101153600004,NBA_0029,P
101167900004,NBA_0029,P
101168500004,NBA_0029,P
101169400004,NBA_0029,P
101172400004,NBA_0029,P
101174900004,NBA_0029,P
101177700004,NBA_0029,P
101182100004,NBA_0029,P
101182200004,NBA_0029,P
101182400004,NBA_0029,P
101183900004,NBA_0029,P
101184400004,NBA_0029,P
101185400004,NBA_0029,P
101186600004,NBA_0029,P
101189800004,NBA_0029,P
101190300004,NBA_0029,P
101197500004,NBA_0029,P
101198300004,NBA_0029,P
101201400004,NBA_0029,P
101201500004,NBA_0029,P
101203200004,NBA_0029,P
101206900004,NBA_0029,P
101209500004,NBA_0029,P
101210800004,NBA_0029,P
101219100004,NBA_0029,P
101222800004,NBA_0029,P
101223600004,NBA_0029,P
101223900004,NBA_0029,P
101224000004,NBA_0029,P
101230400004,NBA_0029,P
101230900004,NBA_0029,P
101232400004,NBA_0029,P
101232700004,NBA_0029,P
101233900004,NBA_0029,P
101234400004,NBA_0029,P
101238100004,NBA_0029,P
101243800004,NBA_0029,P
101244800004,NBA_0029,P
101245100004,NBA_0029,P
101245500004,NBA_0029,P
101246500004,NBA_0029,P
101246700004,NBA_0029,P
101246800004,NBA_0029,P
101255700004,NBA_0029,P
101258300004,NBA_0029,P
101260100004,NBA_0029,P
101260300004,NBA_0029,P
101260500004,NBA_0029,P
101260700004,NBA_0029,P
101262100004,NBA_0029,P
101265000004,NBA_0029,P
101266300004,NBA_0029,P
101267000004,NBA_0029,P
101269300004,NBA_0029,P
101274500004,NBA_0029,P
101276400004,NBA_0029,P
101278200004,NBA_0029,P
101279300004,NBA_0029,P
101283900004,NBA_0029,P
101285000004,NBA_0029,P
101293800004,NBA_0029,P
101295300004,NBA_0029,P
101295800004,NBA_0029,P
101303000004,NBA_0029,P
101304600004,NBA_0029,P
101311200004,NBA_0029,P
101316200004,NBA_0029,P
101318500004,NBA_0029,P
101319300004,NBA_0029,P
101321400004,NBA_0029,P
101321800004,NBA_0029,P
101328100004,NBA_0029,P
101333900004,NBA_0029,P
101335600004,NBA_0029,P
101337000004,NBA_0029,P
101340000004,NBA_0029,P
101340300004,NBA_0029,P
101355200004,NBA_0029,P
101355800004,NBA_0029,P
101357600004,NBA_0029,P
101361200004,NBA_0029,P
101368300004,NBA_0029,P
101371500004,NBA_0029,P
101375500004,NBA_0029,P
101380900004,NBA_0029,P
101390000004,NBA_0029,P
101396100004,NBA_0029,P
101396400004,NBA_0029,P
101399100004,NBA_0029,P
101401100004,NBA_0029,P
101401200004,NBA_0029,P
101408100004,NBA_0029,P
101410300004,NBA_0029,P
101413300004,NBA_0029,P
101420000004,NBA_0029,P
101426800004,NBA_0029,P
101442900004,NBA_0029,P
101443200004,NBA_0029,P
101443300004,NBA_0029,P
101445900004,NBA_0029,P
101446600004,NBA_0029,P
101446900004,NBA_0029,P
101449500004,NBA_0029,P
101450900004,NBA_0029,P
101454400004,NBA_0029,P
101457100004,NBA_0029,P
101457800004,NBA_0029,P
101459600004,NBA_0029,P
101460900004,NBA_0029,P
101473000004,NBA_0029,P
101473300004,NBA_0029,P
101473600004,NBA_0029,P
101476300004,NBA_0029,P
101488600004,NBA_0029,P
101489300004,NBA_0029,P
101491900004,NBA_0029,P
101494500004,NBA_0029,P
101495700004,NBA_0029,P
101498000004,NBA_0029,P
101504400004,NBA_0029,P
101507700004,NBA_0029,P
101509800004,NBA_0029,P
101518900004,NBA_0029,P
101522000004,NBA_0029,P
101529100004,NBA_0029,P
101530000004,NBA_0029,P
101530700004,NBA_0029,P
101540200004,NBA_0029,P
101546600004,NBA_0029,P
101552600004,NBA_0029,P
101555400004,NBA_0029,P
101560300004,NBA_0029,P
101565100004,NBA_0029,P
101566800004,NBA_0029,P
101570900004,NBA_0029,P
101574000004,NBA_0029,P
101580700004,NBA_0029,P
101585200004,NBA_0029,P
101598700004,NBA_0029,P
101606300004,NBA_0029,P
101617200004,NBA_0029,P
101626200004,NBA_0029,P
101627800004,NBA_0029,P
101628500004,NBA_0029,P
101633800004,NBA_0029,P
101637600004,NBA_0029,P
101646100004,NBA_0029,P
101674700004,NBA_0029,P
101675700004,NBA_0029,P
101676300004,NBA_0029,P
101678500004,NBA_0029,P
101691300004,NBA_0029,P
101693200004,NBA_0029,P
101701700004,NBA_0029,P
101702400004,NBA_0029,P
101709600004,NBA_0029,P
101711000004,NBA_0029,P
101712100004,NBA_0029,P
101712300004,NBA_0029,P
101719000004,NBA_0029,P
101727400004,NBA_0029,P
101729200004,NBA_0029,P
101740600004,NBA_0029,P
101753700004,NBA_0029,P
101757500004,NBA_0029,P
101775300004,NBA_0029,P
101782400004,NBA_0029,P
101783700004,NBA_0029,P
101785500004,NBA_0029,P
101786700004,NBA_0029,P
101790200004,NBA_0029,P
101792700004,NBA_0029,P
101793900004,NBA_0029,P
101795200004,NBA_0029,P
101795500004,NBA_0029,P
101804800004,NBA_0029,P
101810200004,NBA_0029,P
101810400004,NBA_0029,P
101812000004,NBA_0029,P
101813400004,NBA_0029,P
101818500004,NBA_0029,P
101819900004,NBA_0029,P
101822600004,NBA_0029,P
101825800004,NBA_0029,P
101826700004,NBA_0029,P
101827300004,NBA_0029,P
101827400004,NBA_0029,P
101830800004,NBA_0029,P
101831000004,NBA_0029,P
101832000004,NBA_0029,P
101833000004,NBA_0029,P
101834800004,NBA_0029,P
101835500004,NBA_0029,P
101836100004,NBA_0029,P
101837300004,NBA_0029,P
101838400004,NBA_0029,P
101840000004,NBA_0029,P
101841000004,NBA_0029,P
101841300004,NBA_0029,P
101842300004,NBA_0029,P
101842800004,NBA_0029,P
101844200004,NBA_0029,P
101845200004,NBA_0029,P
101845800004,NBA_0029,P
101847100004,NBA_0029,P
101851200004,NBA_0029,P
101853700004,NBA_0029,P
101855700004,NBA_0029,P
101856200004,NBA_0029,P
101856400004,NBA_0029,P
101858200004,NBA_0029,P
101869800004,NBA_0029,P
101870900004,NBA_0029,P
101871600004,NBA_0029,P
101872400004,NBA_0029,P
101873500004,NBA_0029,P
101874600004,NBA_0029,P
101876300004,NBA_0029,P
101881000004,NBA_0029,P
101889000004,NBA_0029,P
101890200004,NBA_0029,P
101891900004,NBA_0029,P
101903000004,NBA_0029,P
101904500004,NBA_0029,P
101911900004,NBA_0029,P
101937600004,NBA_0029,P
101941100004,NBA_0029,P
101945200004,NBA_0029,P
101945400004,NBA_0029,P
101945600004,NBA_0029,P
101952500004,NBA_0029,P
101956000004,NBA_0029,P
101956200004,NBA_0029,P
101963700004,NBA_0029,P
101964700004,NBA_0029,P
101965400004,NBA_0029,P
101969200004,NBA_0029,P
101971700004,NBA_0029,P
101972400004,NBA_0029,P
101973600004,NBA_0029,P
101974400004,NBA_0029,P
101976000004,NBA_0029,P
101980400004,NBA_0029,P
101984300004,NBA_0029,P
101988000004,NBA_0029,P
101990000004,NBA_0029,P
101991300004,NBA_0029,P
102000100004,NBA_0029,P
102001200004,NBA_0029,P
102004700004,NBA_0029,P
102024800004,NBA_0029,P
102025700004,NBA_0029,P
102028100004,NBA_0029,P
102034000004,NBA_0029,P
102037000004,NBA_0029,P
102044300004,NBA_0029,P
102045900004,NBA_0029,P
102048900004,NBA_0029,P
102049000004,NBA_0029,P
102052400004,NBA_0029,P
102052800004,NBA_0029,P
102054500004,NBA_0029,P
102054700004,NBA_0029,P
102058100004,NBA_0029,P
102058300004,NBA_0029,P
102059000004,NBA_0029,P
102060400004,NBA_0029,P
102060900004,NBA_0029,P
102062000004,NBA_0029,P
102064400004,NBA_0029,P
102064900004,NBA_0029,P
102071300004,NBA_0029,P
102071600004,NBA_0029,P
102074200004,NBA_0029,P
102075600004,NBA_0029,P
102075900004,NBA_0029,P
102089600004,NBA_0029,P
102090600004,NBA_0029,P
102091000004,NBA_0029,P
102095000004,NBA_0029,P
102096000004,NBA_0029,P
102098700004,NBA_0029,P
102100500004,NBA_0029,P
102100800004,NBA_0029,P
102104400004,NBA_0029,P
102106200004,NBA_0029,P
102108300004,NBA_0029,P
102119500004,NBA_0029,P
102124300004,NBA_0029,P
102125600004,NBA_0029,P
102133000004,NBA_0029,P
102135400004,NBA_0029,P
102144400004,NBA_0029,P
102152900004,NBA_0029,P
102163700004,NBA_0029,P
102170400004,NBA_0029,P
102172200004,NBA_0029,P
102175200004,NBA_0029,P
102179700004,NBA_0029,P
102180000004,NBA_0029,P
102191500004,NBA_0029,P
102194100004,NBA_0029,P
102201200004,NBA_0029,P
102207500004,NBA_0029,P
102214400004,NBA_0029,P
102219800004,NBA_0029,P
102221600004,NBA_0029,P
102223300004,NBA_0029,P
102233100004,NBA_0029,P
102240200004,NBA_0029,P
102241400004,NBA_0029,P
102242500004,NBA_0029,P
102247200004,NBA_0029,P
102250700004,NBA_0029,P
102252400004,NBA_0029,P
102255800004,NBA_0029,P
102276700004,NBA_0029,P
102281200004,NBA_0029,P
102281400004,NBA_0029,P
102283300004,NBA_0029,P
102301100004,NBA_0029,P
102301900004,NBA_0029,P
102302600004,NBA_0029,P
102303700004,NBA_0029,P
102305400004,NBA_0029,P
102315900004,NBA_0029,P
102323300004,NBA_0029,P
102325100004,NBA_0029,P
102329600004,NBA_0029,P
102334000004,NBA_0029,P
102349000004,NBA_0029,P
102350500004,NBA_0029,P
