outletSubAccountNumber,nbaCode,action 
104646100004,NBA_0006,N
100391400004,NBA_0006,N
102143400004,NBA_0006,N
103985100004,NBA_0006,N
135818000004,NBA_0006,N
138480000004,NBA_0006,N
142315600004,NBA_0006,N
182656200004,NBA_0006,N
182846300004,NBA_0006,N
182901500004,NBA_0006,N
183909300004,NBA_0006,N
184259800004,NBA_0006,N
100103800004,NBA_0006,N
100134000004,NBA_0006,N
100139400004,NBA_0006,N
100147800004,NBA_0006,N
100163600004,NBA_0006,N
100168900004,NBA_0006,N
100184200004,NBA_0006,N
100234500004,NBA_0006,N
100241800004,NBA_0006,N
100249200004,NBA_0006,N
100252900004,NBA_0006,N
100256900004,NBA_0006,N
100265100004,NBA_0006,N
100270900004,NBA_0006,N
100298500004,NBA_0006,N
100313800004,NBA_0006,N
100313900004,NBA_0006,N
100322200004,NBA_0006,N
100323900004,NBA_0006,N
100368400004,NBA_0006,N
100375000004,NBA_0006,N
100384500004,NBA_0006,N
100390100004,NBA_0006,N
100406000004,NBA_0006,N
100407100004,NBA_0006,N
100424200004,NBA_0006,N
100465800004,NBA_0006,N
100497200004,NBA_0006,N
100504700004,NBA_0006,N
100519400004,NBA_0006,N
100541000004,NBA_0006,N
100568800004,NBA_0006,N
100591700004,NBA_0006,N
100594700004,NBA_0006,N
100619900004,NBA_0006,N
100622700004,NBA_0006,N
100629100004,NBA_0006,N
100676600004,NBA_0006,N
100715400004,NBA_0006,N
100746100004,NBA_0006,N
100748300004,NBA_0006,N
100775100004,NBA_0006,N
100802400004,NBA_0006,N
100805100004,NBA_0006,N
100807300004,NBA_0006,N
100813500004,NBA_0006,N
100821900004,NBA_0006,N
100822800004,NBA_0006,N
100833700004,NBA_0006,N
100879300004,NBA_0006,N
100888000004,NBA_0006,N
100889100004,NBA_0006,N
100929100004,NBA_0006,N
100950100004,NBA_0006,N
100955400004,NBA_0006,N
100968500004,NBA_0006,N
100974700004,NBA_0006,N
100995500004,NBA_0006,N
101004300004,NBA_0006,N
101017600004,NBA_0006,N
101051600004,NBA_0006,N
101069800004,NBA_0006,N
101088400004,NBA_0006,N
101108700004,NBA_0006,N
101145500004,NBA_0006,N
101151100004,NBA_0006,N
101158900004,NBA_0006,N
101198900004,NBA_0006,N
101215400004,NBA_0006,N
101233700004,NBA_0006,N
101236900004,NBA_0006,N
101249600004,NBA_0006,N
101286500004,NBA_0006,N
101292500004,NBA_0006,N
101335000004,NBA_0006,N
101352700004,NBA_0006,N
101358900004,NBA_0006,N
101406700004,NBA_0006,N
101428900004,NBA_0006,N
101460400004,NBA_0006,N
101485800004,NBA_0006,N
101550500004,NBA_0006,N
101624700004,NBA_0006,N
101640400004,NBA_0006,N
101644300004,NBA_0006,N
101649500004,NBA_0006,N
101695500004,NBA_0006,N
101703100004,NBA_0006,N
101728300004,NBA_0006,N
101762500004,NBA_0006,N
101783500004,NBA_0006,N
101811100004,NBA_0006,N
101824700004,NBA_0006,N
101836500004,NBA_0006,N
101844700004,NBA_0006,N
101861200004,NBA_0006,N
101893500004,NBA_0006,N
101914600004,NBA_0006,N
101936800004,NBA_0006,N
101938700004,NBA_0006,N
101945000004,NBA_0006,N
101960200004,NBA_0006,N
101982400004,NBA_0006,N
101987400004,NBA_0006,N
101988100004,NBA_0006,N
101994800004,NBA_0006,N
101996800004,NBA_0006,N
102011800004,NBA_0006,N
102017300004,NBA_0006,N
102023300004,NBA_0006,N
102024100004,NBA_0006,N
102069600004,NBA_0006,N
102114600004,NBA_0006,N
102117500004,NBA_0006,N
102138400004,NBA_0006,N
102142100004,NBA_0006,N
102148600004,NBA_0006,N
102157400004,NBA_0006,N
102206700004,NBA_0006,N
102210300004,NBA_0006,N
102235400004,NBA_0006,N
102240700004,NBA_0006,N
102263900004,NBA_0006,N
102272000004,NBA_0006,N
102278000004,NBA_0006,N
102282600004,NBA_0006,N
102289300004,NBA_0006,N
102293000004,NBA_0006,N
