outletSubAccountNumber,nbaCode,action
140237200004,NBA_0039,N
103295200004,NBA_0039,N
186589900004,NBA_0039,N
103793000004,NBA_0039,N
185345600004,NBA_0039,N
133503600004,NBA_0039,N
185495200004,NBA_0039,N
180922300004,NBA_0039,N
132235100004,NBA_0039,N
185052300004,NBA_0039,N
180111500004,NBA_0039,N
186755000004,NBA_0039,N
103493100004,NBA_0039,N
181168100004,NBA_0039,N
104176600004,NBA_0039,N
180813900004,NBA_0039,N
142066700004,NBA_0039,N
185071200004,NBA_0039,N
186003900004,NBA_0039,N
139669700004,NBA_0039,N
104109100004,NBA_0039,N
100642400004,NBA_0039,N
102990400004,NBA_0039,N
105567900004,NBA_0039,N
180886100004,NBA_0039,N
107635600004,NBA_0039,N
186488500004,NBA_0039,N
180058300004,NBA_0039,N
186317300004,NBA_0039,N
105393100004,NBA_0039,N
186849100004,NBA_0039,N
186540900004,NBA_0039,N
100504300004,NBA_0039,N
105793400004,NBA_0039,N
186812000004,NBA_0039,N
127471800004,NBA_0039,N
182139200004,NBA_0039,N
186986100004,NBA_0039,N
141672300004,NBA_0039,N
186925900004,NBA_0039,N
136222300004,NBA_0039,N
181500800004,NBA_0039,N
181346300004,NBA_0039,N
187011800004,NBA_0039,N
181891300004,NBA_0039,N
182622100004,NBA_0039,N
100703200004,NBA_0039,N
182456000004,NBA_0039,N
125251500004,NBA_0039,N
186470500004,NBA_0039,N
105970900004,NBA_0039,N
185138700004,NBA_0039,N
102166100004,NBA_0039,N
183026000004,NBA_0039,N
181315000004,NBA_0039,N
100176000004,NBA_0039,N
136268600004,NBA_0039,N
186110100004,NBA_0039,N
185477200004,NBA_0039,N
184607100004,NBA_0039,N
101081800004,NBA_0039,N
102810100004,NBA_0039,N
182132200004,NBA_0039,N
185272000004,NBA_0039,N
136345900004,NBA_0039,N
186765000004,NBA_0039,N
180246400004,NBA_0039,N
186773300004,NBA_0039,N
181406500004,NBA_0039,N
186425500004,NBA_0039,N
109039800004,NBA_0039,N
186496600004,NBA_0039,N
126645200004,NBA_0039,N
185203600004,NBA_0039,N
180942500004,NBA_0039,N
184849100004,NBA_0039,N
182801100004,NBA_0039,N
187008800004,NBA_0039,N
184023200004,NBA_0039,N
186156600004,NBA_0039,N
186745400004,NBA_0039,N
186426100004,NBA_0039,N
186546600004,NBA_0039,N
102994700004,NBA_0039,N
102997800004,NBA_0039,N
102075900004,NBA_0039,N
116184000004,NBA_0039,N
102981400004,NBA_0039,N
102379100004,NBA_0039,N
139156000004,NBA_0039,N
102738000004,NBA_0039,N
180371400004,NBA_0039,N
186846600004,NBA_0039,N
100660400004,NBA_0039,N
185066000004,NBA_0039,N
115175500004,NBA_0039,N
104952800004,NBA_0039,N
186353800004,NBA_0039,N
104551100004,NBA_0039,N
