outletSubAccountNumber,nbaCode,action
101772300004,NBA_0042,P
185234800004,NBA_0042,P
187118100004,NBA_0042,P
187085800004,NBA_0042,P
119304000004,NBA_0042,P
186039200004,NBA_0042,P
112381500004,NBA_0042,P
182896000004,NBA_0042,P
104601200004,NBA_0042,P
186239700004,NBA_0042,P
102206600004,NBA_0042,P
186876700004,NBA_0042,P
185463600004,NBA_0042,P
186318100004,NBA_0042,P
185270500004,NBA_0042,P
186516000004,NBA_0042,P
186365900004,NBA_0042,P
129308400004,NBA_0042,P
113292800004,NBA_0042,P
186756700004,NBA_0042,P
181386300004,NBA_0042,P
186001400004,NBA_0042,P
184707100004,NBA_0042,P
111173200004,NBA_0042,P
187041100004,NBA_0042,P
183688300004,NBA_0042,P
187313200004,NBA_0042,P
181811100004,NBA_0042,P
187240900004,NBA_0042,P
102426800004,NBA_0042,P
181929800004,NBA_0042,P
186624100004,NBA_0042,P
186805100004,NBA_0042,P
100069000004,NBA_0042,P
187130500004,NBA_0042,P
182752000004,NBA_0042,P
185399700004,NBA_0042,P
104248200004,NBA_0042,P
142013600004,NBA_0042,P
185232700004,NBA_0042,P
187107700004,NBA_0042,P
100074500004,NBA_0042,P
186193100004,NBA_0042,P
126650900004,NBA_0042,P
186605300004,NBA_0042,P
183475700004,NBA_0042,P
187145100004,NBA_0042,P
114983800004,NBA_0042,P
183690700004,NBA_0042,P
182837100004,NBA_0042,P
102600600004,NBA_0042,P
187247500004,NBA_0042,P
101516200004,NBA_0042,P
186749400004,NBA_0042,P
101875500004,NBA_0042,P
185162800004,NBA_0042,P
138005600004,NBA_0042,P
181399700004,NBA_0042,P
185583000004,NBA_0042,P
187063700004,NBA_0042,P
104902800004,NBA_0042,P
136791400004,NBA_0042,P
125029000004,NBA_0042,P
139984700004,NBA_0042,P
182093000004,NBA_0042,P
187231400004,NBA_0042,P
186867900004,NBA_0042,P
181520000004,NBA_0042,P
184647400004,NBA_0042,P
187062100004,NBA_0042,P
103604200004,NBA_0042,P
139984200004,NBA_0042,P
186931600004,NBA_0042,P
140847000004,NBA_0042,P
183010100004,NBA_0042,P
186965400004,NBA_0042,P
182718700004,NBA_0042,P
187097200004,NBA_0042,P
187072700004,NBA_0042,P
187053300004,NBA_0042,P
186947100004,NBA_0042,P
185746700004,NBA_0042,P
185368000004,NBA_0042,P
180088500004,NBA_0042,P
186617100004,NBA_0042,P
186543700004,NBA_0042,P
187091500004,NBA_0042,P
101772700004,NBA_0042,P
187091400004,NBA_0042,P
183899700004,NBA_0042,P
183616700004,NBA_0042,P
186918600004,NBA_0042,P
186390700004,NBA_0042,P
184976000004,NBA_0042,P
186996400004,NBA_0042,P
103653400004,NBA_0042,P
187271500004,NBA_0042,P
185842800004,NBA_0042,P
182277900004,NBA_0042,P
110159200004,NBA_0042,P
100637100004,NBA_0042,P
102279200004,NBA_0042,P
137824700004,NBA_0042,P
185474100004,NBA_0042,P
100621800004,NBA_0042,P
186960600004,NBA_0042,P
104854400004,NBA_0042,P
185986800004,NBA_0042,P
182977700004,NBA_0042,P
187258000004,NBA_0042,P
102936300004,NBA_0042,P
180826700004,NBA_0042,P
132264300004,NBA_0042,P
187227000004,NBA_0042,P
102165500004,NBA_0042,P
186966700004,NBA_0042,P
103696800004,NBA_0042,P
187112900004,NBA_0042,P
182970300004,NBA_0042,P
187229100004,NBA_0042,P
114289700004,NBA_0042,P
185999500004,NBA_0042,P
124388100004,NBA_0042,P
102025700004,NBA_0042,P
180548900004,NBA_0042,P
104912800004,NBA_0042,P
184240900004,NBA_0042,P
136362400004,NBA_0042,P
185471900004,NBA_0042,P
182350200004,NBA_0042,P
103354000004,NBA_0042,P
186505000004,NBA_0042,P
180068800004,NBA_0042,P
135615600004,NBA_0042,P
187041400004,NBA_0042,P
186770200004,NBA_0042,P
187142300004,NBA_0042,P
185259800004,NBA_0042,P
185240000004,NBA_0042,P
186242900004,NBA_0042,P
101443200004,NBA_0042,P
105955800004,NBA_0042,P
187082900004,NBA_0042,P
182780900004,NBA_0042,P
102445900004,NBA_0042,P
100526900004,NBA_0042,P
183022500004,NBA_0042,P
102322600004,NBA_0042,P
180883800004,NBA_0042,P
181383300004,NBA_0042,P
183036700004,NBA_0042,P
187148300004,NBA_0042,P
187085700004,NBA_0042,P
182977600004,NBA_0042,P
186881900004,NBA_0042,P
182241500004,NBA_0042,P
182344000004,NBA_0042,P
187031600004,NBA_0042,P
180367600004,NBA_0042,P
135548100004,NBA_0042,P
106408700004,NBA_0042,P
103134700004,NBA_0042,P
183905500004,NBA_0042,P
184030600004,NBA_0042,P
186779400004,NBA_0042,P
102075700004,NBA_0042,P
186909000004,NBA_0042,P
124696300004,NBA_0042,P
185387100004,NBA_0042,P
181275600004,NBA_0042,P
184565700004,NBA_0042,P
103035400004,NBA_0042,P
104836500004,NBA_0042,P
125384500004,NBA_0042,P
101445200004,NBA_0042,P
187284100004,NBA_0042,P
184156900004,NBA_0042,P
187222700004,NBA_0042,P
115191400004,NBA_0042,P
141861000004,NBA_0042,P
187096000004,NBA_0042,P
183739000004,NBA_0042,P
103853700004,NBA_0042,P
186602200004,NBA_0042,P
104459900004,NBA_0042,P
101804800004,NBA_0042,P
104065100004,NBA_0042,P
187198400004,NBA_0042,P
181243100004,NBA_0042,P
187031500004,NBA_0042,P
101356500004,NBA_0042,P
185989400004,NBA_0042,P
184746800004,NBA_0042,P
186275400004,NBA_0042,P
183539000004,NBA_0042,P
187027800004,NBA_0042,P
127565100004,NBA_0042,P
103303100004,NBA_0042,P
187061300004,NBA_0042,P
187099400004,NBA_0042,P
110849100004,NBA_0042,P
101244700004,NBA_0042,P
182586600004,NBA_0042,P
102420400004,NBA_0042,P
180354000004,NBA_0042,P
180576100004,NBA_0042,P
182073000004,NBA_0042,P
187263700004,NBA_0042,P
185868700004,NBA_0042,P
182748100004,NBA_0042,P
114613700004,NBA_0042,P
187266300004,NBA_0042,P
182610500004,NBA_0042,P
182293400004,NBA_0042,P
186436600004,NBA_0042,P
185893000004,NBA_0042,P
114984000004,NBA_0042,P
186432700004,NBA_0042,P
180834800004,NBA_0042,P
187212500004,NBA_0042,P
105701100004,NBA_0042,P
185970700004,NBA_0042,P
182744000004,NBA_0042,P
181220700004,NBA_0042,P
181410200004,NBA_0042,P
187124100004,NBA_0042,P
185383700004,NBA_0042,P
187029700004,NBA_0042,P
180428400004,NBA_0042,P
180410300004,NBA_0042,P
103248000004,NBA_0042,P
103052300004,NBA_0042,P
180086600004,NBA_0042,P
180805000004,NBA_0042,P
104918800004,NBA_0042,P
181425500004,NBA_0042,P
186090100004,NBA_0042,P
133339600004,NBA_0042,P
105966400004,NBA_0042,P
131225100004,NBA_0042,P
101835700004,NBA_0042,P
187065700004,NBA_0042,P
187095700004,NBA_0042,P
187071400004,NBA_0042,P
185892700004,NBA_0042,P
181396700004,NBA_0042,P
129920700004,NBA_0042,P
186168000004,NBA_0042,P
123137100004,NBA_0042,P
182397100004,NBA_0042,P
101100800004,NBA_0042,P
116033100004,NBA_0042,P
187141800004,NBA_0042,P
182827700004,NBA_0042,P
187144700004,NBA_0042,P
103716700004,NBA_0042,P
186917400004,NBA_0042,P
181961600004,NBA_0042,P
182457100004,NBA_0042,P
105647900004,NBA_0042,P
182649600004,NBA_0042,P
184793100004,NBA_0042,P
186733100004,NBA_0042,P
182327900004,NBA_0042,P
185336900004,NBA_0042,P
186565600004,NBA_0042,P
184724000004,NBA_0042,P
187007000004,NBA_0042,P
187236900004,NBA_0042,P
103842900004,NBA_0042,P
186980400004,NBA_0042,P
185097200004,NBA_0042,P
180254700004,NBA_0042,P
112013000004,NBA_0042,P
186922700004,NBA_0042,P
186909700004,NBA_0042,P
187025100004,NBA_0042,P
187144400004,NBA_0042,P
102975600004,NBA_0042,P
136953400004,NBA_0042,P
187270600004,NBA_0042,P
104512600004,NBA_0042,P
105180600004,NBA_0042,P
103312200004,NBA_0042,P
187085000004,NBA_0042,P
103821100004,NBA_0042,P
184878800004,NBA_0042,P
104985600004,NBA_0042,P
137670500004,NBA_0042,P
102650500004,NBA_0042,P
186332400004,NBA_0042,P
185784900004,NBA_0042,P
101641500004,NBA_0042,P
187044800004,NBA_0042,P
187016900004,NBA_0042,P
100892600004,NBA_0042,P
186885400004,NBA_0042,P
110852900004,NBA_0042,P
100920700004,NBA_0042,P
100559900004,NBA_0042,P
186636800004,NBA_0042,P
186729400004,NBA_0042,P
185524300004,NBA_0042,P
186453300004,NBA_0042,P
115505200004,NBA_0042,P
132336500004,NBA_0042,P
187216100004,NBA_0042,P
131813400004,NBA_0042,P
184787000004,NBA_0042,P
103408800004,NBA_0042,P
180211700004,NBA_0042,P
187141400004,NBA_0042,P
183533200004,NBA_0042,P
185046200004,NBA_0042,P
124186000004,NBA_0042,P
185226100004,NBA_0042,P
101199200004,NBA_0042,P
182046800004,NBA_0042,P
100114600004,NBA_0042,P
182897800004,NBA_0042,P
187242000004,NBA_0042,P
187108500004,NBA_0042,P
187090300004,NBA_0042,P
182319700004,NBA_0042,P
100129100004,NBA_0042,P
101238600004,NBA_0042,P
186429400004,NBA_0042,P
185084000004,NBA_0042,P
140390600004,NBA_0042,P
106195300004,NBA_0042,P
180186500004,NBA_0042,P
185448800004,NBA_0042,P
186598300004,NBA_0042,P
187145800004,NBA_0042,P
104527800004,NBA_0042,P
181443300004,NBA_0042,P
100102300004,NBA_0042,P
136020300004,NBA_0042,P
186552700004,NBA_0042,P
104575800004,NBA_0042,P
180188400004,NBA_0042,P
104886800004,NBA_0042,P
185762400004,NBA_0042,P
184332500004,NBA_0042,P
185916100004,NBA_0042,P
186467000004,NBA_0042,P
183151700004,NBA_0042,P
186882000004,NBA_0042,P
187255800004,NBA_0042,P
187016400004,NBA_0042,P
182083400004,NBA_0042,P
139844200004,NBA_0042,P
186133800004,NBA_0042,P
141741900004,NBA_0042,P
119808500004,NBA_0042,P
104807400004,NBA_0042,P
104695600004,NBA_0042,P
105972500004,NBA_0042,P
186193400004,NBA_0042,P
181173500004,NBA_0042,P
140582600004,NBA_0042,P
104175900004,NBA_0042,P
101457800004,NBA_0042,P
187056100004,NBA_0042,P
100633800004,NBA_0042,P
113489300004,NBA_0042,P
185542000004,NBA_0042,P
187200700004,NBA_0042,P
103133100004,NBA_0042,P
103005200004,NBA_0042,P
183092300004,NBA_0042,P
182182800004,NBA_0042,P
187038000004,NBA_0042,P
141130200004,NBA_0042,P
100326400004,NBA_0042,P
186495800004,NBA_0042,P
187167600004,NBA_0042,P
141303900004,NBA_0042,P
135682200004,NBA_0042,P
187040500004,NBA_0042,P
186006200004,NBA_0042,P
185421400004,NBA_0042,P
182883200004,NBA_0042,P
186228800004,NBA_0042,P
184399000004,NBA_0042,P
185272400004,NBA_0042,P
104592600004,NBA_0042,P
186737400004,NBA_0042,P
180431300004,NBA_0042,P
186983700004,NBA_0042,P
185278400004,NBA_0042,P
181912500004,NBA_0042,P
101082400004,NBA_0042,P
186821400004,NBA_0042,P
186662600004,NBA_0042,P
104688100004,NBA_0042,P
187074900004,NBA_0042,P
180135600004,NBA_0042,P
180947200004,NBA_0042,P
134516000004,NBA_0042,P
141825800004,NBA_0042,P
186691400004,NBA_0042,P
105651400004,NBA_0042,P
186852700004,NBA_0042,P
110597200004,NBA_0042,P
101917100004,NBA_0042,P
187083800004,NBA_0042,P
103092900004,NBA_0042,P
180594100004,NBA_0042,P
104000800004,NBA_0042,P
186617900004,NBA_0042,P
112875900004,NBA_0042,P
180496600004,NBA_0042,P
184448700004,NBA_0042,P
186500100004,NBA_0042,P
187033300004,NBA_0042,P
103201500004,NBA_0042,P
105504100004,NBA_0042,P
186000400004,NBA_0042,P
123396300004,NBA_0042,P
186788000004,NBA_0042,P
105720200004,NBA_0042,P
187256700004,NBA_0042,P
104251000004,NBA_0042,P
185994800004,NBA_0042,P
104658700004,NBA_0042,P
137166200004,NBA_0042,P
185052600004,NBA_0042,P
186384200004,NBA_0042,P
183798100004,NBA_0042,P
102397600004,NBA_0042,P
101399800004,NBA_0042,P
187179500004,NBA_0042,P
184077400004,NBA_0042,P
183136900004,NBA_0042,P
104866200004,NBA_0042,P
183831400004,NBA_0042,P
141233900004,NBA_0042,P
123129600004,NBA_0042,P
184233000004,NBA_0042,P
184691000004,NBA_0042,P
186686800004,NBA_0042,P
180954700004,NBA_0042,P
106830200004,NBA_0042,P
100720900004,NBA_0042,P
102883600004,NBA_0042,P
101246400004,NBA_0042,P
103187800004,NBA_0042,P
100687000004,NBA_0042,P
105643000004,NBA_0042,P
180869300004,NBA_0042,P
106187500004,NBA_0042,P
182976500004,NBA_0042,P
121367500004,NBA_0042,P
110891100004,NBA_0042,P
187112500004,NBA_0042,P
103201700004,NBA_0042,P
106190200004,NBA_0042,P
105069000004,NBA_0042,P
102343200004,NBA_0042,P
185817800004,NBA_0042,P
101627800004,NBA_0042,P
141807800004,NBA_0042,P
185513200004,NBA_0042,P
183847100004,NBA_0042,P
104173000004,NBA_0042,P
187089900004,NBA_0042,P
186731700004,NBA_0042,P
182839300004,NBA_0042,P
108110900004,NBA_0042,P
100507800004,NBA_0042,P
102779200004,NBA_0042,P
182755200004,NBA_0042,P
141394000004,NBA_0042,P
186517600004,NBA_0042,P
106904300004,NBA_0042,P
101817300004,NBA_0042,P
122701800004,NBA_0042,P
187131200004,NBA_0042,P
100531500004,NBA_0042,P
181451300004,NBA_0042,P
181221800004,NBA_0042,P
105976400004,NBA_0042,P
186970700004,NBA_0042,P
187017200004,NBA_0042,P
187085500004,NBA_0042,P
186474900004,NBA_0042,P
181295400004,NBA_0042,P
103546500004,NBA_0042,P
102233100004,NBA_0042,P
186300800004,NBA_0042,P
180905400004,NBA_0042,P
100638600004,NBA_0042,P
180276900004,NBA_0042,P
181932100004,NBA_0042,P
186411000004,NBA_0042,P
180601500004,NBA_0042,P
186714600004,NBA_0042,P
180849900004,NBA_0042,P
187152400004,NBA_0042,P
185885300004,NBA_0042,P
102921500004,NBA_0042,P
187064600004,NBA_0042,P
139458200004,NBA_0042,P
113050600004,NBA_0042,P
181281900004,NBA_0042,P
187196600004,NBA_0042,P
187023600004,NBA_0042,P
101160300004,NBA_0042,P
186247200004,NBA_0042,P
129446000004,NBA_0042,P
186218600004,NBA_0042,P
102292500004,NBA_0042,P
187154700004,NBA_0042,P
114603900004,NBA_0042,P
100372600004,NBA_0042,P
186803000004,NBA_0042,P
131900500004,NBA_0042,P
104706600004,NBA_0042,P
100483700004,NBA_0042,P
142472600004,NBA_0042,P
102862800004,NBA_0042,P
185798500004,NBA_0042,P
187274500004,NBA_0042,P
101663100004,NBA_0042,P
180308800004,NBA_0042,P
124824100004,NBA_0042,P
104012200004,NBA_0042,P
187184100004,NBA_0042,P
181471800004,NBA_0042,P
186916700004,NBA_0042,P
100757500004,NBA_0042,P
119205600004,NBA_0042,P
139217600004,NBA_0042,P
100570400004,NBA_0042,P
187025200004,NBA_0042,P
184214600004,NBA_0042,P
104374300004,NBA_0042,P
103788100004,NBA_0042,P
186824200004,NBA_0042,P
140895100004,NBA_0042,P
182047200004,NBA_0042,P
186730800004,NBA_0042,P
184167200004,NBA_0042,P
186521900004,NBA_0042,P
186077300004,NBA_0042,P
181242800004,NBA_0042,P
187040700004,NBA_0042,P
102510700004,NBA_0042,P
187025800004,NBA_0042,P
185842700004,NBA_0042,P
182722200004,NBA_0042,P
187049400004,NBA_0042,P
104252100004,NBA_0042,P
186914500004,NBA_0042,P
115035800004,NBA_0042,P
181452400004,NBA_0042,P
185224900004,NBA_0042,P
186378600004,NBA_0042,P
101530700004,NBA_0042,P
186761900004,NBA_0042,P
180526500004,NBA_0042,P
184241400004,NBA_0042,P
109999700004,NBA_0042,P
103383500004,NBA_0042,P
104824500004,NBA_0042,P
104778700004,NBA_0042,P
104688400004,NBA_0042,P
101634000004,NBA_0042,P
114672600004,NBA_0042,P
139611600004,NBA_0042,P
104944100004,NBA_0042,P
103252600004,NBA_0042,P
104920200004,NBA_0042,P
102052800004,NBA_0042,P
186368900004,NBA_0042,P
104454200004,NBA_0042,P
180413200004,NBA_0042,P
187235900004,NBA_0042,P
185794900004,NBA_0042,P
117460600004,NBA_0042,P
104458700004,NBA_0042,P
184027400004,NBA_0042,P
135878400004,NBA_0042,P
184028300004,NBA_0042,P
102477900004,NBA_0042,P
110620500004,NBA_0042,P
100360300004,NBA_0042,P
180602800004,NBA_0042,P
101384400004,NBA_0042,P
185146000004,NBA_0042,P
102516700004,NBA_0042,P
180561900004,NBA_0042,P
181438500004,NBA_0042,P
103619900004,NBA_0042,P
130247300004,NBA_0042,P
186286600004,NBA_0042,P
104658600004,NBA_0042,P
116629400004,NBA_0042,P
187079600004,NBA_0042,P
119895800004,NBA_0042,P
102602100004,NBA_0042,P
103572000004,NBA_0042,P
187237300004,NBA_0042,P
186828800004,NBA_0042,P
182896900004,NBA_0042,P
133226900004,NBA_0042,P
187050400004,NBA_0042,P
187192900004,NBA_0042,P
187239400004,NBA_0042,P
102807500004,NBA_0042,P
102475300004,NBA_0042,P
105482500004,NBA_0042,P
185108100004,NBA_0042,P
182343400004,NBA_0042,P
101366900004,NBA_0042,P
185936500004,NBA_0042,P
104962900004,NBA_0042,P
100484600004,NBA_0042,P
187177500004,NBA_0042,P
105005300004,NBA_0042,P
185817500004,NBA_0042,P
103658400004,NBA_0042,P
185546100004,NBA_0042,P
182353900004,NBA_0042,P
102650300004,NBA_0042,P
102223500004,NBA_0042,P
182826700004,NBA_0042,P
180756800004,NBA_0042,P
132589300004,NBA_0042,P
129437900004,NBA_0042,P
181379200004,NBA_0042,P
104795800004,NBA_0042,P
186203400004,NBA_0042,P
182893700004,NBA_0042,P
100534800004,NBA_0042,P
185228400004,NBA_0042,P
138039300004,NBA_0042,P
102063900004,NBA_0042,P
105885800004,NBA_0042,P
187241500004,NBA_0042,P
110833600004,NBA_0042,P
104341400004,NBA_0042,P
187136400004,NBA_0042,P
136694900004,NBA_0042,P
119986700004,NBA_0042,P
100251200004,NBA_0042,P
130756400004,NBA_0042,P
101599800004,NBA_0042,P
182137200004,NBA_0042,P
105634300004,NBA_0042,P
132731500004,NBA_0042,P
125198100004,NBA_0042,P
181449800004,NBA_0042,P
184921700004,NBA_0042,P
186908400004,NBA_0042,P
187284700004,NBA_0042,P
186376300004,NBA_0042,P
106015700004,NBA_0042,P
142639100004,NBA_0042,P
187035300004,NBA_0042,P
111272900004,NBA_0042,P
103094100004,NBA_0042,P
101822900004,NBA_0042,P
184201100004,NBA_0042,P
187111300004,NBA_0042,P
103278400004,NBA_0042,P
103598100004,NBA_0042,P
116142400004,NBA_0042,P
181912600004,NBA_0042,P
104794500004,NBA_0042,P
101789100004,NBA_0042,P
134341300004,NBA_0042,P
186122400004,NBA_0042,P
187081900004,NBA_0042,P
100245400004,NBA_0042,P
140182100004,NBA_0042,P
122846500004,NBA_0042,P
181290400004,NBA_0042,P
184724200004,NBA_0042,P
126608300004,NBA_0042,P
185286300004,NBA_0042,P
108196400004,NBA_0042,P
105328700004,NBA_0042,P
180762700004,NBA_0042,P
130942500004,NBA_0042,P
186996500004,NBA_0042,P
105430500004,NBA_0042,P
186613500004,NBA_0042,P
185855800004,NBA_0042,P
180736400004,NBA_0042,P
186351200004,NBA_0042,P
104854900004,NBA_0042,P
139164600004,NBA_0042,P
104335900004,NBA_0042,P
180464300004,NBA_0042,P
118449800004,NBA_0042,P
104243600004,NBA_0042,P
185084300004,NBA_0042,P
104530600004,NBA_0042,P
104478500004,NBA_0042,P
186906000004,NBA_0042,P
142194000004,NBA_0042,P
183863600004,NBA_0042,P
133215800004,NBA_0042,P
136619200004,NBA_0042,P
100276100004,NBA_0042,P
101193700004,NBA_0042,P
187314500004,NBA_0042,P
104323200004,NBA_0042,P
