Group Account Number|Outlet subAccountNumber|House Number
182152900001|100000200302|031776
182152900001|100000200312|020075
182152900001|100000200313|032974
182152900001|100000300022|024156
182152900001|100000300049|025344
182152900001|100000300050|031490
182152900001|100010800008|030285
182152900001|100010800024|030118
182152900001|100013300023|032279
182152900001|100013300030|032347
182152900001|100013300038|032594
182152900001|100013300065|031394
182152900001|100013300105|032905
182152900001|100014300033|034122
182152900001|100014300038|034122
182152900001|100014700060|030534
182152900001|100015300662|032713
182152900001|100015300795|032713
182152900001|100016500014|022248
182152900001|100017600044|031071
182152900001|100017600046|030901
182152900001|100018000069|034210
182152900001|100018800006|030003
182152900001|100018800008|030954
182152900001|100019300004|032642
182152900001|100019300006|031710
182152900001|100019300020|017027
182152900001|100019300026|030429
182152900001|100019300028|030738
182152900001|100019300032|031661
182152900001|100019300033|900841
182152900001|100019300039|031517
182152900001|100019300042|030640
182152900001|100019300045|024110
182152900001|100024400022|023042
182152900001|100025800004|024534
182152900001|100025800007|033036
182152900001|100025800008|025466
182152900001|100025800012|034298
182152900001|100025800017|022365
182152900001|100025800027|034775
182152900001|100025800033|034751
182152900001|100025800034|033037
182152900001|100025800038|033030
182152900001|100025800064|034515
182152900001|100025800078|025466
182152900001|100025800101|034298
182152900001|100025800117|022365
182152900001|100026000004|031388
182152900001|100026000021|031388
182152900001|100026600006|024204
182152900001|100028900010|031683
182152900001|100028900016|033024
182152900001|100028900017|034613
182152900001|100028900019|034075
182152900001|100028900020|033025
182152900001|100028900023|032121
182152900001|100028900034|030258
182152900001|100029100531|030252
182152900001|100029400022|023295
182152900001|100032400042|032938
182152900001|100032400087|026062
182152900001|100032400094|030696
182152900001|100032400107|032463
182152900001|100032400182|031468
182152900001|100032400245|024112
182152900001|100032400247|032742
182152900001|100032400251|023324
182152900001|100032400354|031524
182152900001|100032400368|034298
182152900001|100032400378|034308
182152900001|100032400394|034765
182152900001|100032400409|032104
182152900001|100032400415|020094
182152900001|100032400416|900889
182152900001|100032400435|034590
182152900001|100032400437|900718
182152900001|100032400444|002036
182152900001|100032400447|034418
182152900001|100032400465|031626
182152900001|100032400480|023014
182152900001|100032400510|032181
182152900001|100032400516|026165
182152900001|100032400520|034315
182152900001|100032400610|031357
182152900001|100032400626|008312
182152900001|100032400647|026091
182152900001|100032400655|032583
182152900001|100032400670|032500
182152900001|100032400678|025426
182152900001|100032400681|023378
182152900001|100032600015|030186
182152900001|100035900019|031837
182152900001|100035900030|031494
182152900001|100038600012|024886
182152900001|100038600025|031184
182152900001|100038600086|018463
182152900001|100038600142|018255
182152900001|100038600145|030320
182152900001|100038600207|020094
182152900001|100040000024|030252
182152900001|100041100040|020120
182152900001|100045300017|034082
182152900001|100045800007|031261
182152900001|100045800008|032279
182152900001|100053100031|025290
182152900001|100053400009|033030
182152900001|100053400010|033033
182152900001|100053400021|033034
182152900001|100054600241|031495
182152900001|100056200010|034157
182152900001|100056200041|034862
182152900001|100056200042|033065
182152900001|100056200051|023383
182152900001|100056200055|008139
182152900001|100056200060|033065
182152900001|100056200061|030058
