Group Account Number|Outlet subAccountNumber|House Number
182153000001|105233000004|40123801
182153000001|109444600004|40122801
182153000001|134356500004|40300401
182153000001|101643000004|40414201
182153000001|185229900004|40500303
182153000001|102114700004|15020102
182153000001|100031700035|40816907
182153000001|132628200004|40300501
182153000001|135473000004|40200201
182153000001|110936400004|15000101
182153000001|105900300004|40127301
182153000001|103895500004|40135201
182153000001|109185800004|40018401
182153000001|100044500137|15020202
182153000001|182637600004|15020302
182153000001|142696300004|40301401
182153000001|180321500004|40301601
182153000001|127300700004|40127601
182153000001|105841300004|40301701
182153000001|105124700004|40301801
182153000001|105685000004|40700601
182153000001|128977100004|40700701
182153000001|105131600004|40431901
182153000001|111870800004|40432001
182153000001|105208000004|40152101
182153000001|102335000004|15020502
182153000001|104525400004|40804201
182153000001|101608900004|40123401
182153000001|102715700004|40173001
182153000001|105747100004|15020702
182153000001|180406900004|40302401
182153000001|182404000004|40431801
182153000001|141206100004|40111701
182153000001|180123000004|40122701
182153000001|109494300004|40323701
182153000001|102946800004|40302901
182153000001|106544800004|40200501
182153000001|104791000004|40135301
182153000001|103117700004|40303001
182153000001|104136000004|40116001
182153000001|180133500004|40119301
182153000001|102889300004|15020802
182153000001|104659600004|15020902
182153000001|119390200004|40408001
182153000001|128419500004|40143101
182153000001|133899700004|40001001
182153000001|102750800004|40500601
182153000001|105239300004|15000801
182153000001|138000100004|40419801
182153000001|131374100004|40804501
182153000001|105910200004|40305201
182153000001|181171600004|15021102
182153000001|133045800004|15001001
182153000001|103367000004|15021202
182153000001|141672800004|40123901
182153000001|103017700004|15021302
182153000001|141982900004|40145901
182153000001|118865700004|40701001
182153000001|142595300004|40156601
182153000001|100833400004|40428501
182153000001|100031000050|15001201
182153000001|140051600004|40001701
182153000001|104692000004|40500902
182153000001|127299000004|40501001
182153000001|125040500004|40306401
182153000001|117523600004|40148801
182153000001|180545400004|40138901
182153000001|127464000004|40425101
182153000001|103221800004|40416301
182153000001|105660600004|40141701
182153000001|129371300004|40501101
182153000001|142005300004|40110301
182153000001|100052100030|15001401
182153000001|183507500010|15021402
182153000001|134214200004|40002101
182153000001|109186200004|40025802
182153000001|101685600004|15021502
182153000001|103927700004|40114901
182153000001|140237200004|40402201
182153000001|136223500004|40307501
182153000001|102631300004|40701101
182153000001|126883900004|40404201
182153000001|182490700004|15021602
182153000001|100032400039|40356301
182153000001|112457000004|40601701
182153000001|106908000004|40002601
182153000001|101792100004|40109001
182153000001|104801500004|40308501
182153000001|101891200004|40412101
