104251300004,20100,,,01/08/2016,,,,,,20100,,,N,Price Review 2016
104274400004,106000,,,01/08/2016,,,,,,106000,,,N,Price Review 2016
104282200004,35000,,,01/08/2016,,,,,,35000,,,N,Price Review 2016
104291100004,6200,,,01/08/2016,,,,,,6200,,,N,Price Review 2016
104298500004,30000,,,01/08/2016,,,,,,30000,,,N,Price Review 2016
104300300004,15000,,,01/08/2016,,,,,,15000,,,N,Price Review 2016
104307500004,17300,,,01/08/2016,,,,,,5751,7451,17300,N,Price Review 2016
104323200004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
104329000004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
104335900004,7750,,,01/08/2016,,,,,,5751,7750,,N,Price Review 2016
104437700004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
104438700004,7000,,,01/08/2016,,,,,,4301,7000,,N,Price Review 2016
104527800004,8000,,,01/08/2016,,,,,,8000,,,N,Price Review 2016
104546300004,140000,,,01/08/2016,,,,,,110001,140000,,N,Price Review 2016
104559500004,12500,,,01/08/2016,,,,,,12500,,,N,Price Review 2016
104565400004,70000,,,01/08/2016,,,,,,70000,,,N,Price Review 2016
104566200004,71000,,,01/08/2016,,,,,,9301,11901,71000,N,Price Review 2016
104585300004,10600,,,01/08/2016,,,,,,10600,,,N,Price Review 2016
104592800004,3400,,,01/08/2016,,,,,,3400,,,N,Price Review 2016
104598400004,4950,,,01/08/2016,,,,,,4950,,,N,Price Review 2016
104688100004,6250,,,01/08/2016,,,,,,6250,,,N,Price Review 2016
104688400004,6250,,,01/08/2016,,,,,,6250,,,N,Price Review 2016
104690400004,6000,,,01/08/2016,,,,,,6000,,,N,Price Review 2016
104706000004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
104711400004,10000,,,01/08/2016,,,,,,10000,,,N,Price Review 2016
104796100004,3750,,,01/08/2016,,,,,,3750,,,N,Price Review 2016
104797000004,8750,,,01/08/2016,,,,,,4301,5751,8750,N,Price Review 2016
104805300004,8750,,,01/08/2016,,,,,,8750,,,N,Price Review 2016
104863700004,400000,,,01/08/2016,,,,,,140001,150001,400000,N,Price Review 2016
104866200004,4150,,,01/08/2016,,,,,,4150,,,N,Price Review 2016
104872700004,20100,,,01/08/2016,,,,,,20100,,,N,Price Review 2016
104919700004,40000,,,01/08/2016,,,,,,19301,25001,40000,N,Price Review 2016
104920000004,49900,,,01/08/2016,,,,,,7451,9301,49900,N,Price Review 2016
104956400004,72000,,,01/08/2016,,,,,,9301,11901,72000,N,Price Review 2016
104962900004,23900,,,01/08/2016,,,,,,5751,7451,23900,N,Price Review 2016
104982000004,13600,,,01/08/2016,,,,,,13600,,,N,Price Review 2016
105056700004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
105102500004,4500,,,01/08/2016,,,,,,4500,,,N,Price Review 2016
105104200004,7750,,,01/08/2016,,,,,,7750,,,N,Price Review 2016
105119900004,6500,,,01/08/2016,,,,,,6500,,,N,Price Review 2016
105129900004,9250,,,01/08/2016,,,,,,9250,,,N,Price Review 2016
105137500004,13300,,,01/08/2016,,,,,,5751,7451,13300,N,Price Review 2016
105151000004,8400,,,01/08/2016,,,,,,8400,,,N,Price Review 2016
