"SkyRefNumber","Marketing Tag"
"100807300004","Q4 12/13  Summer Churner - Treated Customer"
"104176000004","Q4 12/13  Summer Churner - Treated Customer"
"180151500004","Q4 12/13  Summer Churner - Treated Customer"
"180756400004","Q4 12/13  Summer Churner - Treated Customer"
"104037700004","Q4 12/13  Summer Churner - Treated Customer"
"180962200004","Q4 12/13  Summer Churner - Treated Customer"
"181454000004","Q4 12/13  Summer Churner - Treated Customer"
"101711800004","Q4 12/13  Summer Churner - Treated Customer"
"102337600004","Q4 12/13  Summer Churner - Treated Customer"
"105419200004","Q4 12/13  Summer Churner - Treated Customer"
"108181300004","Q4 12/13  Summer Churner - Treated Customer"
"105928100004","Q4 12/13  Summer Churner - Treated Customer"
"104174300004","Q4 12/13  Summer Churner - Treated Customer"
"181910200004","Q4 12/13  Summer Churner - Treated Customer"
"103190800004","Q4 12/13  Summer Churner - Treated Customer"
"180483800004","Q4 12/13  Summer Churner - Treated Customer"
"105889800004","Q4 12/13  Summer Churner - Treated Customer"
"104270500004","Q4 12/13  Summer Churner - Treated Customer"
"104503300004","Q4 12/13  Summer Churner - Treated Customer"
"181455400004","Q4 12/13  Summer Churner - Treated Customer"
"100552800004","Q4 12/13  Summer Churner - Treated Customer"
"104970600004","Q4 12/13  Summer Churner - Treated Customer"
"180360700004","Q4 12/13  Summer Churner - Treated Customer"
"117722700004","Q4 12/13  Summer Churner - Treated Customer"
"104897700004","Q4 12/13  Summer Churner - Treated Customer"
"182050800004","Q4 12/13  Summer Churner - Treated Customer"
"105902500004","Q4 12/13  Summer Churner - Treated Customer"
"102238700004","Q4 12/13  Summer Churner - Treated Customer"
"102638300004","Q4 12/13  Summer Churner - Treated Customer"
"101518500004","Q4 12/13  Summer Churner - Treated Customer"
"105675300004","Q4 12/13  Summer Churner - Treated Customer"
"102647500004","Q4 12/13  Summer Churner - Treated Customer"
"100405600004","Q4 12/13  Summer Churner - Treated Customer"
"180871800004","Q4 12/13  Summer Churner - Treated Customer"
"181342800004","Q4 12/13  Summer Churner - Treated Customer"
"100548700004","Q4 12/13  Summer Churner - Treated Customer"
"100705200004","Q4 12/13  Summer Churner - Treated Customer"
"180958800004","Q4 12/13  Summer Churner - Treated Customer"
"136670800004","Q4 12/13  Summer Churner - Treated Customer"
"102323400004","Q4 12/13  Summer Churner - Treated Customer"
"181915100004","Q4 12/13  Summer Churner - Treated Customer"
"101002600004","Q4 12/13  Summer Churner - Treated Customer"
"105905200004","Q4 12/13  Summer Churner - Treated Customer"
"100563600004","Q4 12/13  Summer Churner - Treated Customer"
"100626500004","Q4 12/13  Summer Churner - Treated Customer"
"103411700004","Q4 12/13  Summer Churner - Treated Customer"
"139648800004","Q4 12/13  Summer Churner - Treated Customer"
"101726400004","Q4 12/13  Summer Churner - Treated Customer"
"105372100004","Q4 12/13  Summer Churner - Treated Customer"
"104709800004","Q4 12/13  Summer Churner - Treated Customer"
"104719100004","Q4 12/13  Summer Churner - Treated Customer"
"104546700004","Q4 12/13  Summer Churner - Treated Customer"
"181300500004","Q4 12/13  Summer Churner - Treated Customer"
"106992200004","Q4 12/13  Summer Churner - Treated Customer"
"182113200004","Q4 12/13  Summer Churner - Treated Customer"
"104163600004","Q4 12/13  Summer Churner - Treated Customer"
"115875900004","Q4 12/13  Summer Churner - Treated Customer"
"103384500004","Q4 12/13  Summer Churner - Treated Customer"
"104816000004","Q4 12/13  Summer Churner - Treated Customer"
"180520200004","Q4 12/13  Summer Churner - Treated Customer"
"105976300004","Q4 12/13  Summer Churner - Treated Customer"
"105365100004","Q4 12/13  Summer Churner - Treated Customer"
"181137300004","Q4 12/13  Summer Churner - Treated Customer"
"102942500004","Q4 12/13  Summer Churner - Treated Customer"
"104731300004","Q4 12/13  Summer Churner - Treated Customer"
"102441700004","Q4 12/13  Summer Churner - Treated Customer"
"104110900004","Q4 12/13  Summer Churner - Treated Customer"
"103201800004","Q4 12/13  Summer Churner - Treated Customer"
"102697100004","Q4 12/13  Summer Churner - Treated Customer"
"130499500004","Q4 12/13  Summer Churner - Treated Customer"
"101446000004","Q4 12/13  Summer Churner - Treated Customer"
"181176800004","Q4 12/13  Summer Churner - Treated Customer"
"103007100004","Q4 12/13  Summer Churner - Treated Customer"
"100532100004","Q4 12/13  Summer Churner - Treated Customer"
"105996600004","Q4 12/13  Summer Churner - Treated Customer"
"101249500004","Q4 12/13  Summer Churner - Treated Customer"
"103001900004","Q4 12/13  Summer Churner - Treated Customer"
"181901900004","Q4 12/13  Summer Churner - Treated Customer"
"113124800004","Q4 12/13  Summer Churner - Treated Customer"
"104154200004","Q4 12/13  Summer Churner - Treated Customer"
"103382900004","Q4 12/13  Summer Churner - Treated Customer"
"104854400004","Q4 12/13  Summer Churner - Treated Customer"
"100359200004","Q4 12/13  Summer Churner - Treated Customer"
"181955400004","Q4 12/13  Summer Churner - Treated Customer"
"101195700004","Q4 12/13  Summer Churner - Treated Customer"
"181963500004","Q4 12/13  Summer Churner - Treated Customer"
"103075000004","Q4 12/13  Summer Churner - Treated Customer"
"105462000004","Q4 12/13  Summer Churner - Treated Customer"
"180868800004","Q4 12/13  Summer Churner - Treated Customer"
"180561400004","Q4 12/13  Summer Churner - Treated Customer"
"105703600004","Q4 12/13  Summer Churner - Treated Customer"
"101153200004","Q4 12/13  Summer Churner - Treated Customer"
"134172100004","Q4 12/13  Summer Churner - Treated Customer"
"104855200004","Q4 12/13  Summer Churner - Treated Customer"
"103614600004","Q4 12/13  Summer Churner - Treated Customer"
"180134700004","Q4 12/13  Summer Churner - Treated Customer"
"104383400004","Q4 12/13  Summer Churner - Treated Customer"
"102018000004","Q4 12/13  Summer Churner - Treated Customer"
"102340000004","Q4 12/13  Summer Churner - Treated Customer"
"180155800004","Q4 12/13  Summer Churner - Treated Customer"
"181196700004","Q4 12/13  Summer Churner - Treated Customer"
"101846900004","Q4 12/13  Summer Churner - Treated Customer"
"180787700004","Q4 12/13  Summer Churner - Treated Customer"
"103348400004","Q4 12/13  Summer Churner - Treated Customer"
"104337400004","Q4 12/13  Summer Churner - Treated Customer"
"180053300004","Q4 12/13  Summer Churner - Treated Customer"
"104165100004","Q4 12/13  Summer Churner - Treated Customer"
"101761100004","Q4 12/13  Summer Churner - Treated Customer"
"181511400004","Q4 12/13  Summer Churner - Treated Customer"
"181902400004","Q4 12/13  Summer Churner - Treated Customer"
"102362700004","Q4 12/13  Summer Churner - Treated Customer"
"103378400004","Q4 12/13  Summer Churner - Treated Customer"
"180439000004","Q4 12/13  Summer Churner - Treated Customer"
"180527400004","Q4 12/13  Summer Churner - Treated Customer"
"105483700004","Q4 12/13  Summer Churner - Treated Customer"
"141756400004","Q4 12/13  Summer Churner - Treated Customer"
"123024000004","Q4 12/13  Summer Churner - Treated Customer"
"104799700004","Q4 12/13  Summer Churner - Treated Customer"
"105692800004","Q4 12/13  Summer Churner - Treated Customer"
"104747400004","Q4 12/13  Summer Churner - Treated Customer"
"101724700004","Q4 12/13  Summer Churner - Treated Customer"
"103103700004","Q4 12/13  Summer Churner - Treated Customer"
"180924400004","Q4 12/13  Summer Churner - Treated Customer"
"104545400004","Q4 12/13  Summer Churner - Treated Customer"
"100987600004","Q4 12/13  Summer Churner - Treated Customer"
"137269300004","Q4 12/13  Summer Churner - Treated Customer"
"104176400004","Q4 12/13  Summer Churner - Treated Customer"
"104105000004","Q4 12/13  Summer Churner - Treated Customer"
"180100800004","Q4 12/13  Summer Churner - Treated Customer"
"100526200004","Q4 12/13  Summer Churner - Treated Customer"
"104373700004","Q4 12/13  Summer Churner - Treated Customer"
"182129000004","Q4 12/13  Summer Churner - Treated Customer"
"100078300004","Q4 12/13  Summer Churner - Treated Customer"
"181901300004","Q4 12/13  Summer Churner - Treated Customer"
"100859300004","Q4 12/13  Summer Churner - Treated Customer"
"102287100004","Q4 12/13  Summer Churner - Treated Customer"
"104975500004","Q4 12/13  Summer Churner - Treated Customer"
"105440300004","Q4 12/13  Summer Churner - Treated Customer"
"180730800004","Q4 12/13  Summer Churner - Treated Customer"
"181402400004","Q4 12/13  Summer Churner - Treated Customer"
"100560800004","Q4 12/13  Summer Churner - Treated Customer"
"105845500004","Q4 12/13  Summer Churner - Treated Customer"
"180573300004","Q4 12/13  Summer Churner - Treated Customer"
"105601900004","Q4 12/13  Summer Churner - Treated Customer"
"102642600004","Q4 12/13  Summer Churner - Treated Customer"
"101725000004","Q4 12/13  Summer Churner - Treated Customer"
"181451200004","Q4 12/13  Summer Churner - Treated Customer"
"101676900004","Q4 12/13  Summer Churner - Treated Customer"
"104199400004","Q4 12/13  Summer Churner - Treated Customer"
"100332500004","Q4 12/13  Summer Churner - Treated Customer"
"104930000004","Q4 12/13  Summer Churner - Treated Customer"
"100687900004","Q4 12/13  Summer Churner - Treated Customer"
"181901400004","Q4 12/13  Summer Churner - Treated Customer"
"103687400004","Q4 12/13  Summer Churner - Treated Customer"
"129555500004","Q4 12/13  Summer Churner - Treated Customer"
"102570000004","Q4 12/13  Summer Churner - Treated Customer"
"104281100004","Q4 12/13  Summer Churner - Treated Customer"
"103618500004","Q4 12/13  Summer Churner - Treated Customer"
"104956400004","Q4 12/13  Summer Churner - Treated Customer"
"100821900004","Q4 12/13  Summer Churner - Treated Customer"
"104749900004","Q4 12/13  Summer Churner - Treated Customer"
"100079400004","Q4 12/13  Summer Churner - Treated Customer"
"101838400004","Q4 12/13  Summer Churner - Treated Customer"
"103992100004","Q4 12/13  Summer Churner - Treated Customer"
"103132200004","Q4 12/13  Summer Churner - Treated Customer"
"181415700004","Q4 12/13  Summer Churner - Treated Customer"
"101735200004","Q4 12/13  Summer Churner - Treated Customer"
"103670300004","Q4 12/13  Summer Churner - Treated Customer"
"180846500004","Q4 12/13  Summer Churner - Treated Customer"
"181956900004","Q4 12/13  Summer Churner - Treated Customer"
"103589100004","Q4 12/13  Summer Churner - Treated Customer"
"100580300004","Q4 12/13  Summer Churner - Treated Customer"
"105408000004","Q4 12/13  Summer Churner - Treated Customer"
"104124000004","Q4 12/13  Summer Churner - Treated Customer"
"100637800004","Q4 12/13  Summer Churner - Treated Customer"
"140724500004","Q4 12/13  Summer Churner - Treated Customer"
"134169100004","Q4 12/13  Summer Churner - Treated Customer"
"100255600004","Q4 12/13  Summer Churner - Treated Customer"
"105895000004","Q4 12/13  Summer Churner - Treated Customer"
"125541900004","Q4 12/13  Summer Churner - Treated Customer"
"142698100004","Q4 12/13  Summer Churner - Treated Customer"
"105319600004","Q4 12/13  Summer Churner - Treated Customer"
"103564400004","Q4 12/13  Summer Churner - Treated Customer"
"103068100004","Q4 12/13  Summer Churner - Treated Customer"
"104407800004","Q4 12/13  Summer Churner - Treated Customer"
"100942100004","Q4 12/13  Summer Churner - Treated Customer"
"103044100004","Q4 12/13  Summer Churner - Treated Customer"
"105333600004","Q4 12/13  Summer Churner - Treated Customer"
"104729900004","Q4 12/13  Summer Churner - Treated Customer"
"181161400004","Q4 12/13  Summer Churner - Treated Customer"
"104251900004","Q4 12/13  Summer Churner - Treated Customer"
"103740500004","Q4 12/13  Summer Churner - Treated Customer"
"103674500004","Q4 12/13  Summer Churner - Treated Customer"
"101057000004","Q4 12/13  Summer Churner - Treated Customer"
"180975300004","Q4 12/13  Summer Churner - Treated Customer"
"105649600004","Q4 12/13  Summer Churner - Treated Customer"
"181460600004","Q4 12/13  Summer Churner - Treated Customer"
"141719600004","Q4 12/13  Summer Churner - Treated Customer"
"103032800004","Q4 12/13  Summer Churner - Treated Customer"
"181390100004","Q4 12/13  Summer Churner - Treated Customer"
"103002000004","Q4 12/13  Summer Churner - Treated Customer"
"181360900004","Q4 12/13  Summer Churner - Treated Customer"
"182008300004","Q4 12/13  Summer Churner - Treated Customer"
"102954600004","Q4 12/13  Summer Churner - Treated Customer"
"181893400004","Q4 12/13  Summer Churner - Treated Customer"
"100184000004","Q4 12/13  Summer Churner - Treated Customer"
"103335500004","Q4 12/13  Summer Churner - Treated Customer"
"180449800004","Q4 12/13  Summer Churner - Treated Customer"
"105861800004","Q4 12/13  Summer Churner - Treated Customer"
"180597600004","Q4 12/13  Summer Churner - Treated Customer"
"104187800004","Q4 12/13  Summer Churner - Treated Customer"
"181400000004","Q4 12/13  Summer Churner - Treated Customer"
"136805400004","Q4 12/13  Summer Churner - Treated Customer"
"139984700004","Q4 12/13  Summer Churner - Treated Customer"
"104752300004","Q4 12/13  Summer Churner - Treated Customer"
"105432000004","Q4 12/13  Summer Churner - Treated Customer"
"100748200004","Q4 12/13  Summer Churner - Treated Customer"
"104964000004","Q4 12/13  Summer Churner - Treated Customer"
"181182800004","Q4 12/13  Summer Churner - Treated Customer"
"104543000004","Q4 12/13  Summer Churner - Treated Customer"
"181927400004","Q4 12/13  Summer Churner - Treated Customer"
"101855200004","Q4 12/13  Summer Churner - Treated Customer"
"100596400004","Q4 12/13  Summer Churner - Treated Customer"
"105420200004","Q4 12/13  Summer Churner - Treated Customer"
"103505100004","Q4 12/13  Summer Churner - Treated Customer"
"181152300004","Q4 12/13  Summer Churner - Treated Customer"
"100268200004","Q4 12/13  Summer Churner - Treated Customer"
"100334800004","Q4 12/13  Summer Churner - Treated Customer"
"103065900004","Q4 12/13  Summer Churner - Treated Customer"
"100569000004","Q4 12/13  Summer Churner - Treated Customer"
"105271500004","Q4 12/13  Summer Churner - Treated Customer"
"104536600004","Q4 12/13  Summer Churner - Treated Customer"
"180902600004","Q4 12/13  Summer Churner - Treated Customer"
"119117000004","Q4 12/13  Summer Churner - Treated Customer"
"100192800004","Q4 12/13  Summer Churner - Treated Customer"
"180799500004","Q4 12/13  Summer Churner - Treated Customer"
"101280600004","Q4 12/13  Summer Churner - Treated Customer"
"140136600004","Q4 12/13  Summer Churner - Treated Customer"
"103370400004","Q4 12/13  Summer Churner - Treated Customer"
"104972600004","Q4 12/13  Summer Churner - Treated Customer"
"103547400004","Q4 12/13  Summer Churner - Treated Customer"
"100907500004","Q4 12/13  Summer Churner - Treated Customer"
"102448900004","Q4 12/13  Summer Churner - Treated Customer"
"104271100004","Q4 12/13  Summer Churner - Treated Customer"
"104496600004","Q4 12/13  Summer Churner - Treated Customer"
"182093600004","Q4 12/13  Summer Churner - Treated Customer"
"180579000004","Q4 12/13  Summer Churner - Looks like Treated"
"137356100004","Q4 12/13  Summer Churner - Looks like Treated"
"180568600004","Q4 12/13  Summer Churner - Looks like Treated"
"181959300004","Q4 12/13  Summer Churner - Looks like Treated"
"180965900004","Q4 12/13  Summer Churner - Looks like Treated"
"180954900004","Q4 12/13  Summer Churner - Looks like Treated"
"114376200004","Q4 12/13  Summer Churner - Looks like Treated"
"180556500004","Q4 12/13  Summer Churner - Looks like Treated"
"181961900004","Q4 12/13  Summer Churner - Looks like Treated"
"181441800004","Q4 12/13  Summer Churner - Looks like Treated"
"180341800004","Q4 12/13  Summer Churner - Looks like Treated"
"180820000004","Q4 12/13  Summer Churner - Looks like Treated"
"181511800004","Q4 12/13  Summer Churner - Looks like Treated"
"136393800004","Q4 12/13  Summer Churner - Looks like Treated"
"140113400004","Q4 12/13  Summer Churner - Looks like Treated"
"181444800004","Q4 12/13  Summer Churner - Looks like Treated"
"181422200004","Q4 12/13  Summer Churner - Looks like Treated"
"181933300004","Q4 12/13  Summer Churner - Looks like Treated"
"181938700004","Q4 12/13  Summer Churner - Looks like Treated"
"181415600004","Q4 12/13  Summer Churner - Looks like Treated"
"180877500004","Q4 12/13  Summer Churner - Looks like Treated"
"180387300004","Q4 12/13  Summer Churner - Looks like Treated"
"104234600004","Q4 12/13  Summer Churner - Looks like Treated"
"180120700004","Q4 12/13  Summer Churner - Looks like Treated"
"181451800004","Q4 12/13  Summer Churner - Looks like Treated"
"181958100004","Q4 12/13  Summer Churner - Looks like Treated"
"137218000004","Q4 12/13  Summer Churner - Looks like Treated"
"137401800004","Q4 12/13  Summer Churner - Looks like Treated"
"181949300004","Q4 12/13  Summer Churner - Looks like Treated"
"120830600004","Q4 12/13  Summer Churner - Looks like Treated"
"107077800004","Q4 12/13  Summer Churner - Looks like Treated"
"137166200004","Q4 12/13  Summer Churner - Looks like Treated"
"181934700004","Q4 12/13  Summer Churner - Looks like Treated"
"101218300004","Q4 12/13  Summer Churner - Looks like Treated"
"182007000004","Q4 12/13  Summer Churner - Looks like Treated"
"181235300004","Q4 12/13  Summer Churner - Looks like Treated"
"181436300004","Q4 12/13  Summer Churner - Looks like Treated"
"181221800004","Q4 12/13  Summer Churner - Looks like Treated"
"111161400004","Q4 12/13  Summer Churner - Looks like Treated"
"180855900004","Q4 12/13  Summer Churner - Looks like Treated"
"181321500004","Q4 12/13  Summer Churner - Looks like Treated"
"135348100004","Q4 12/13  Summer Churner - Looks like Treated"
"141414700004","Q4 12/13  Summer Churner - Looks like Treated"
"101807400004","Q4 12/13  Summer Churner - Looks like Treated"
"118766900004","Q4 12/13  Summer Churner - Looks like Treated"
"103636300004","Q4 12/13  Summer Churner - Looks like Treated"
"181484800004","Q4 12/13  Summer Churner - Looks like Treated"
"180841400004","Q4 12/13  Summer Churner - Looks like Treated"
"180575800004","Q4 12/13  Summer Churner - Looks like Treated"
"180760800004","Q4 12/13  Summer Churner - Looks like Treated"
"181499800004","Q4 12/13  Summer Churner - Looks like Treated"
"119863300004","Q4 12/13  Summer Churner - Looks like Treated"
"180980400004","Q4 12/13  Summer Churner - Looks like Treated"
"136567400004","Q4 12/13  Summer Churner - Looks like Treated"
"121598800004","Q4 12/13  Summer Churner - Looks like Treated"
"133341400004","Q4 12/13  Summer Churner - Looks like Treated"
"180937700004","Q4 12/13  Summer Churner - Looks like Treated"
"181929000004","Q4 12/13  Summer Churner - Looks like Treated"
"138163500004","Q4 12/13  Summer Churner - Looks like Treated"
"180846800004","Q4 12/13  Summer Churner - Looks like Treated"
"181442300004","Q4 12/13  Summer Churner - Looks like Treated"
"181445500004","Q4 12/13  Summer Churner - Looks like Treated"
"181413600004","Q4 12/13  Summer Churner - Looks like Treated"
"181129700004","Q4 12/13  Summer Churner - Looks like Treated"
"181940800004","Q4 12/13  Summer Churner - Looks like Treated"
"180551800004","Q4 12/13  Summer Churner - Looks like Treated"
"127170600004","Q4 12/13  Summer Churner - Looks like Treated"
"181343900004","Q4 12/13  Summer Churner - Looks like Treated"
"181912100004","Q4 12/13  Summer Churner - Looks like Treated"
"180859300004","Q4 12/13  Summer Churner - Looks like Treated"
"180576100004","Q4 12/13  Summer Churner - Looks like Treated"
"181526000004","Q4 12/13  Summer Churner - Looks like Treated"
"181334600004","Q4 12/13  Summer Churner - Looks like Treated"
"180886600004","Q4 12/13  Summer Churner - Looks like Treated"
"181361000004","Q4 12/13  Summer Churner - Looks like Treated"
"181532800004","Q4 12/13  Summer Churner - Looks like Treated"
"181512900004","Q4 12/13  Summer Churner - Looks like Treated"
"181532600004","Q4 12/13  Summer Churner - Looks like Treated"
"134638900004","Q4 12/13  Summer Churner - Looks like Treated"
"180752400004","Q4 12/13  Summer Churner - Looks like Treated"
"180589300004","Q4 12/13  Summer Churner - Looks like Treated"
"181279400004","Q4 12/13  Summer Churner - Looks like Treated"
"181260000004","Q4 12/13  Summer Churner - Looks like Treated"
"101172800004","Q4 12/13  Summer Churner - Looks like Treated"
"181955300004","Q4 12/13  Summer Churner - Looks like Treated"
"181894600004","Q4 12/13  Summer Churner - Looks like Treated"
"180201800004","Q4 12/13  Summer Churner - Looks like Treated"
"181963800004","Q4 12/13  Summer Churner - Looks like Control"
"181950800004","Q4 12/13  Summer Churner - Looks like Control"
"182033300004","Q4 12/13  Summer Churner - Looks like Control"
"181478100004","Q4 12/13  Summer Churner - Looks like Control"
"182008200004","Q4 12/13  Summer Churner - Looks like Control"
"114971900004","Q4 12/13  Summer Churner - Looks like Control"
"119260200004","Q4 12/13  Summer Churner - Looks like Control"
"180583600004","Q4 12/13  Summer Churner - Looks like Control"
"116142400004","Q4 12/13  Summer Churner - Looks like Control"
"111704400004","Q4 12/13  Summer Churner - Looks like Control"
"131932500004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182389600004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182279300004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182332000004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182416100004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182352400004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"114994500004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182359200004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182270100004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"131830500004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182339400004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182323400004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182286700004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182269000004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182295700004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182289500004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182285400004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"141741600004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"182305900004","Q4 12/13  Wobbler  - Treated Customer"
"182388400004","Q4 12/13  Wobbler  - Treated Customer"
"133263100004","Q4 12/13  Wobbler  - Treated Customer"
"136635700004","Q4 12/13  Wobbler  - Treated Customer"
"182316900004","Q4 12/13  Wobbler  - Treated Customer"
"182404600004","Q4 12/13  Wobbler  - Treated Customer"
"182315000004","Q4 12/13  Wobbler  - Treated Customer"
"182283200004","Q4 12/13  Wobbler  - Treated Customer"
"128277900004","Q4 12/13  Wobbler  - Treated Customer"
"182410700004","Q4 12/13  Wobbler  - Treated Customer"
"182270400004","Q4 12/13  Wobbler  - Treated Customer"
"182348800004","Q4 12/13  Wobbler  - Treated Customer"
"182321200004","Q4 12/13  Wobbler  - Treated Customer"
"182270500004","Q4 12/13  Wobbler  - Treated Customer"
"181930000004","Q4 12/13  Wobbler  - Treated Customer"
"142121900004","Q4 12/13  Wobbler  - Treated Customer"
"134755000004","Q4 12/13  Wobbler  - Treated Customer"
"135901900004","Q4 12/13  Wobbler  - Treated Customer"
"180768000004","Q4 12/13  Wobbler  - Treated Customer"
"135080700004","Q4 12/13  Wobbler  - Treated Customer"
"182280500004","Q4 12/13  Wobbler  - Treated Customer"
"182284600004","Q4 12/13  Wobbler  - Treated Customer"
"182281800004","Q4 12/13  Wobbler  - Treated Customer"
"182322500004","Q4 12/13  Wobbler  - Treated Customer"
"182279400004","Q4 12/13  Wobbler  - Treated Customer"
"182269300004","Q4 12/13  Wobbler  - Treated Customer"
"182300800004","Q4 12/13  Wobbler  - Treated Customer"
"132403700004","Q4 12/13  Wobbler  - Treated Customer"
"182313300004","Q4 12/13  Wobbler  - Treated Customer"
"182358800004","Q4 12/13  Wobbler  - Treated Customer"
"142337900004","Q4 12/13  Wobbler  - Treated Customer"
"182416900004","Q4 12/13  Wobbler  - Treated Customer"
"182293500004","Q4 12/13  Wobbler  - Treated Customer"
"182405800004","Q4 12/13  Wobbler  - Treated Customer"
"182344000004","Q4 12/13  Wobbler  - Treated Customer"
"182409300004","Q4 12/13  Wobbler  - Treated Customer"
"182335200004","Q4 12/13  Wobbler  - Treated Customer"
"182279500004","Q4 12/13  Wobbler  - Treated Customer"
"110621300004","Q4 12/13  Wobbler  - Treated Customer"
"182431300004","Q4 12/13  Wobbler  - Treated Customer"
"182370600004","Q4 12/13  Wobbler  - Treated Customer"
"182384300004","Q4 12/13  Wobbler  - Treated Customer"
"182312600004","Q4 12/13  Wobbler  - Treated Customer"
"108980000004","Q4 12/13  Wobbler  - Treated Customer"
"182384700004","Q4 12/13  Wobbler  - Treated Customer"
"182400300004","Q4 12/13  Wobbler  - Treated Customer"
"182308700004","Q4 12/13  Wobbler  - Treated Customer"
"182410600004","Q4 12/13  Wobbler  - Treated Customer"
"182332300004","Q4 12/13  Wobbler  - Treated Customer"
"182393200004","Q4 12/13  Wobbler  - Treated Customer"
"129300400004","Q4 12/13  Wobbler  - Treated Customer"
"182293300004","Q4 12/13  Wobbler  - Treated Customer"
"182340700004","Q4 12/13  Wobbler  - Treated Customer"
"182304300004","Q4 12/13  Wobbler  - Treated Customer"
"182321800004","Q4 12/13  Wobbler  - Treated Customer"
"120212400004","Q4 12/13  Wobbler  - Treated Customer"
"182348100004","Q4 12/13  Wobbler  - Treated Customer"
"182289500005","Q4 12/13  Wobbler  - Treated Customer"
"130719700004","Q4 12/13  Wobbler  - Treated Customer"
"182311400004","Q4 12/13  Wobbler  - Treated Customer"
"182294400004","Q4 12/13  Wobbler  - Treated Customer"
"128401000004","Q4 12/13  Wobbler  - Treated Customer"
"182309000004","Q4 12/13  Wobbler  - Treated Customer"
"182397800004","Q4 12/13  Wobbler  - Treated Customer"
"182299200004","Q4 12/13  Wobbler  - Treated Customer"
"182316700004","Q4 12/13  Wobbler  - Treated Customer"
"181607400004","Q4 12/13  Wobbler  - Treated Customer"
"182309800004","Q4 12/13  Wobbler  - Treated Customer"
"182235400004","Q4 12/13  Wobbler  - Treated Customer"
"108955300004","Q4 12/13  Wobbler  - Treated Customer"
"182285100004","Q4 12/13  Wobbler  - Treated Customer"
"182333000004","Q4 12/13  Wobbler  - Treated Customer"
"182384600004","Q4 12/13  Wobbler  - Treated Customer"
"182407200004","Q4 12/13  Wobbler  - Treated Customer"
"182332900004","Q4 12/13  Wobbler  - Treated Customer"
"136645700004","Q4 12/13  Wobbler  - Treated Customer"
"182309700004","Q4 12/13  Wobbler  - Treated Customer"
"182324100004","Q4 12/13  Wobbler  - Treated Customer"
"182283900004","Q4 12/13  Wobbler  - Treated Customer"
"182306800004","Q4 12/13  Wobbler  - Treated Customer"
"182404000004","Q4 12/13  Wobbler  - Treated Customer"
"182327400004","Q4 12/13  Wobbler  - Treated Customer"
"182284500004","Q4 12/13  Wobbler  - Treated Customer"
"182355700004","Q4 12/13  Wobbler  - Treated Customer"
"136679200004","Q4 12/13  Wobbler  - Treated Customer"
"182421000004","Q4 12/13  Wobbler  - Treated Customer"
"182280700004","Q4 12/13  Wobbler  - Treated Customer"
"182322400004","Q4 12/13  Wobbler  - Treated Customer"
"182283600004","Q4 12/13  Wobbler  - Treated Customer"
"182321000004","Q4 12/13  Wobbler  - Treated Customer"
"182416800004","Q4 12/13  Wobbler  - Treated Customer"
"127142700004","Q4 12/13  Wobbler  - Treated Customer"
"125752300004","Q4 12/13  Wobbler  - Treated Customer"
"182338600004","Q4 12/13  Wobbler  - Treated Customer"
"182356900004","Q4 12/13  Wobbler  - Treated Customer"
"182386100004","Q4 12/13  Wobbler  - Treated Customer"
"182325200004","Q4 12/13  Wobbler  - Treated Customer"
"139149400004","Q4 12/13  Wobbler  - Treated Customer"
"182424400004","Q4 12/13  Wobbler  - Treated Customer"
"182270000004","Q4 12/13  Wobbler  - Treated Customer"
"122064300004","Q4 12/13  Wobbler  - Treated Customer"
"182350800004","Q4 12/13  Wobbler  - Treated Customer"
"182401400004","Q4 12/13  Wobbler  - Treated Customer"
"182315400004","Q4 12/13  Wobbler  - Treated Customer"
"119778500004","Q4 12/13  Wobbler  - Treated Customer"
"182390500004","Q4 12/13  Wobbler  - Treated Customer"
"139551600004","Q4 12/13  Wobbler  - Treated Customer"
"182280200004","Q4 12/13  Wobbler  - Treated Customer"
"182383400004","Q4 12/13  Wobbler  - Treated Customer"
"182351900004","Q4 12/13  Wobbler  - Treated Customer"
"182281200004","Q4 12/13  Wobbler  - Treated Customer"
"182348300004","Q4 12/13  Wobbler  - Treated Customer"
"137360100004","Q4 12/13  Wobbler  - Treated Customer"
"182327300004","Q4 12/13  Wobbler  - Treated Customer"
