billingsubaccount,outletsubaccount,agreementid,chargeableid,offercode,overrideprice,effectivedate
104991100003,104991100004,00000000000000319533_00000001331474333310_00063,00000000000000668185_00000001379521687992_00291,RUK_ALC_GEN_O  ,52.50,01/08/2016
105063100003,105063100004,MIGPRD00000000481680_00000008060041424650_22133,00000000000000718675_00000001386260422259_00593,RUK_ALC_GEN_O  ,52.50,01/08/2016
105111500003,105111500004,MIGPRD00000000482165_00000008060042044356_65315,00000000000000673583_00000001380217118702_00586,RUK_ALC_GEN_O  ,52.50,01/08/2016
105112100003,105112100004,00000000000000666606_00000001379340599866_00274,00000000000000673583_00000001380225932384_00870,RUK_STA_GEN_O  ,52.50,01/08/2016
105253600003,105253600004,MIGPRD00000000483586_00000008060041414032_84919,00000000000000673365_00000001380186810368_00027,RUK_ALC_GEN_O  ,52.50,01/08/2016
105405900003,105405900004,00000000000000665971_00000001379337319319_00324,00000000000000667807_00000001379599493169_01301,RUK_STA_GEN_O  ,52.50,01/08/2016
105491800003,105491800004,00000000000000356454_00000001337079204977_00113,00000000000000667743_00000001379521935620_00356,RUK_ALC_GEN_O  ,52.50,01/08/2016
105923500003,105923500004,00000000000000673071_00000001380297053322_00425,00000000000000673305_00000001380315115071_00532,RUK_STA_GEN_O  ,52.50,01/08/2016
105928100003,105928100004,MIGPRD00000000490331_00000008060041598178_00065,00000000000000670494_00000001379857457898_00572,RUK_ALC_GEN_O  ,52.50,01/08/2016
105978100003,105978100004,00000000000000285526_00000001326365113603_00062,00000000000000732648_00000001388065664858_00013,RUK_ALC_GEN_O  ,52.50,01/08/2016
119761400003,119761400004,00000000000000666069_00000001379326632453_00138,00000000000000673034_00000001380189346165_00094,RUK_STA_GEN_O  ,52.50,01/08/2016
122265200003,122265200004,00000000000000398196_00000001342886734178_00069,00000000000000712450_00000001385467771942_00201,RUK_ALC_GEN_O  ,52.50,01/08/2016
122945000003,122945000004,00000000000000401863_00000001343310738827_00021,00000000000000669392_00000001379774263176_00153,RUK_ALC_GEN_O  ,52.50,01/08/2016
123671000003,123671000004,00000000000000666517_00000001379326632616_00173,00000000000000673468_00000001380189575003_00070,RUK_STA_GEN_O  ,52.50,01/08/2016
127621800003,127621800004,00000000000000665971_00000001379326632754_00174,00000000000000673622_00000001380388394409_00963,RUK_STA_GEN_O  ,52.50,01/08/2016
138482700003,138482700004,00000000000000665970_00000001379326633822_00272,00000000000000672707_00000001380113666182_00057,RUK_STA_GEN_O  ,52.50,01/08/2016
139093300003,139093300004,00000000000000666146_00000001379337306954_00131,00000000000000672361_00000001380113752299_00245,RUK_STA_GEN_O  ,52.50,01/08/2016
140156400003,140156400004,00000000000000665978_00000001379337306881_00242,00000000000000673337_00000001380189806290_00096,RUK_STA_GEN_O  ,52.50,01/08/2016
141189000003,141189000004,00000000000000666606_00000001379337309443_00107,00000000000000673003_00000001380297387605_00284,RUK_STA_GEN_O  ,52.50,01/08/2016
141214700003,141214700004,00000000000000666293_00000001379326634223_00166,00000000000000673349_00000001380189987488_00102,RUK_STA_GEN_O  ,52.50,01/08/2016
141487900003,141487900004,00000000000000666517_00000001379326634296_00185,00000000000000673945_00000001380625431949_00249,RUK_STA_GEN_O  ,52.50,01/08/2016
142320000003,142320000004,00000000000000665970_00000001379326621931_00212,00000000000000672180_00000001380114332616_00123,RUK_STA_GEN_O  ,52.50,01/08/2016
180105400003,180105400004,00000000000000428721_00000001346750946613_00172,00000000000000859477_00000001405170045085_00083,RUK_ALC_GEN_O  ,52.50,01/08/2016
180111500003,180111500004,00000000000000498424_00000001357229279009_00156,00000000000000670173_00000001379857644547_00471,RUK_ALC_GEN_O  ,52.50,01/08/2016
180293200003,180293200004,00000000000000672900_00000001380554705312_01351,00000000000000674240_00000001380618251668_00033,RUK_STA_GEN_O  ,52.50,01/08/2016
180419500003,180419500004,00000000000000647516_00000001376912374533_00170,00000000000000678656_00000001381158548755_00166,RUK_ALC_GEN_O  ,52.50,01/08/2016
180577600003,180577600004,00000000000000290006_00000001327074045943_00276,00000000000000668154_00000001379604851323_01436,RUK_ALC_GEN_O  ,52.50,01/08/2016
180591700003,180591700004,00000000000000291989_00000001327424877906_00198,00000000000000670191_00000001379845472541_00285,RUK_ALC_GEN_O  ,52.50,01/08/2016
180844900003,180844900004,00000000000000317130_00000001331137054121_00020,00000000000000673300_00000001380187011175_00156,RUK_ALC_GEN_O  ,52.50,01/08/2016
180850600003,180850600004,00000000000000318503_00000001331295446737_00204,00000000000000673563_00000001380280136585_00586,RUK_ALC_GEN_O  ,52.50,01/08/2016
180927800003,180927800004,00000000000000334737_00000001333717295304_00046,00000000000000667830_00000001379605598680_01467,RUK_ALC_GEN_O  ,52.50,01/08/2016
180944200003,180944200004,00000000000000672924_00000001380297053707_00401,00000000000000672990_00000001380315459490_01767,RUK_STA_GEN_O  ,52.50,01/08/2016
180951000003,180951000004,00000000000000341159_00000001334658674220_00041,00000000000000668538_00000001379605705900_00129,RUK_ALC_GEN_O  ,52.50,01/08/2016
180971700003,180971700004,00000000000000345236_00000001335373909053_00534,00000000000000668538_00000001379605795429_00137,RUK_ALC_GEN_O  ,52.50,01/08/2016
182076300003,182076300004,00000000000000672923_00000001380297053754_01331,00000000000000673298_00000001380315552938_01535,RUK_STA_GEN_O  ,52.50,01/08/2016
182084700003,182084700004,00000000000000539358_00000001362564352832_00070,00000000000000674280_00000001380629315270_00209,RUK_ALC_GEN_O  ,52.50,01/08/2016
182269500003,182269500004,00000000000000517905_00000001359728843734_00675,00000000000000669392_00000001379785178837_00397,RUK_ALC_GEN_O  ,52.50,01/08/2016
182305800003,182305800004,00000000000000666136_00000001379337313327_00297,00000000000000923069_00000001413991549254_00532,RUK_STA_GEN_O  ,52.50,01/08/2016
182336700003,182336700004,00000000000000533952_00000001361899071770_00159,00000000000000673305_00000001380552559622_01915,RUK_ALC_GEN_O  ,52.50,01/08/2016
182371500003,182371500004,00000000000000673445_00000001380467056985_02924,00000000000000674006_00000001380629541521_00294,RUK_STA_GEN_O  ,52.50,01/08/2016
182389700003,182389700004,00000000000000542675_00000001363022051782_00083,00000000000000668061_00000001379608125980_01204,RUK_ALC_GEN_O  ,52.50,01/08/2016
182472900003,182472900004,00000000000000562190_00000001365608390102_00292,00000000000000667743_00000001379608355014_01466,RUK_ALC_GEN_O  ,52.50,01/08/2016
182490700003,182490700004,00000000000000568272_00000001366208814861_00191,00000000000000673960_00000001380629658246_00306,RUK_ALC_GEN_O  ,52.50,01/08/2016
182549300003,182549300004,00000000000000582169_00000001368100273918_00126,00000000000000713278_00000001385567386998_00135,RUK_ALC_GEN_O  ,52.50,01/08/2016
182607600003,182607600004,00000000000000599346_00000001370356585566_00360,00000000000000671656_00000001380021600804_00109,RUK_ALC_GEN_O  ,52.50,01/08/2016
182647300003,182647300004,00000000000000611052_00000001371902776025_00155,00000000000000674305_00000001380629777543_00239,RUK_ALC_GEN_O  ,52.50,01/08/2016
182793000003,182793000004,00000000000000666261_00000001379326619816_00115,00000000000000673291_00000001380393145547_01213,RUK_STA_GEN_O  ,52.50,01/08/2016
182801800003,182801800004,00000000000000666293_00000001379326621060_00082,00000000000000672996_00000001380552761981_01771,RUK_STA_GEN_O  ,52.50,01/08/2016
182863600003,182863600004,00000000000000666300_00000001379326621316_00097,00000000000000672176_00000001380110782491_00140,RUK_STA_GEN_O  ,52.50,01/08/2016
182873400003,182873400004,00000000000000666517_00000001379325561566_00013,00000000000000673583_00000001380191607467_00025,RUK_STA_GEN_O  ,52.50,01/08/2016
182874700003,182874700004,00000000000000665949_00000001379325561877_00172,00000000000000672346_00000001380115452146_00179,RUK_STA_GEN_O  ,52.50,01/08/2016
182875300003,182875300004,00000000000000666299_00000001379325561994_00117,00000000000000673346_00000001380397683036_00899,RUK_STA_GEN_O  ,52.50,01/08/2016
182875500003,182875500004,00000000000000666119_00000001379326624276_00246,00000000000000672955_00000001380397797948_01536,RUK_STA_GEN_O  ,52.50,01/08/2016
182876700003,182876700004,00000000000000666261_00000001379326624489_00151,00000000000000674006_00000001380626514833_00217,RUK_STA_GEN_O  ,52.50,01/08/2016
182877100003,182877100004,00000000000000665971_00000001379326624660_00126,00000000000000674257_00000001380626554396_00284,RUK_STA_GEN_O  ,52.50,01/08/2016
182880900003,182880900004,00000000000000666693_00000001379326625377_00007,00000000000000673291_00000001380192388153_00160,RUK_STA_GEN_O  ,52.50,01/08/2016
182900800003,182900800004,00000000000000666261_00000001379326627904_00157,00000000000000672242_00000001380118142872_00158,RUK_STA_GEN_O  ,52.50,01/08/2016
182909700003,182909700004,00000000000000666606_00000001379325564060_00001,00000000000000680071_00000001381486100956_00291,RUK_STA_GEN_O  ,52.50,01/08/2016
182912700003,182912700004,00000000000000665949_00000001379338647291_00449,00000000000000672996_00000001380385640408_00753,RUK_STA_GEN_O  ,52.50,01/08/2016
182916700003,182916700004,00000000000000666460_00000001379338648157_00356,00000000000000673447_00000001380227298427_00795,RUK_STA_GEN_O  ,52.50,01/08/2016
182921200003,182921200004,00000000000000666517_00000001379326629131_00125,00000000000000673003_00000001380196634471_00107,RUK_STA_GEN_O  ,52.50,01/08/2016
182926100003,182926100004,00000000000000666524_00000001379338653197_00272,00000000000000672967_00000001380225303460_00625,RUK_STA_GEN_O  ,52.50,01/08/2016
182940300003,182940300004,00000000000000666057_00000001379338661758_00379,00000000000000672964_00000001380227858905_00760,RUK_STA_GEN_O  ,52.50,01/08/2016
182949900003,182949900004,00000000000000665970_00000001379338659041_00463,00000000000000673379_00000001380226023796_00639,RUK_STA_GEN_O  ,52.50,01/08/2016
182953900003,182953900004,00000000000000665978_00000001379338665123_00350,00000000000000672964_00000001380226132779_00624,RUK_STA_GEN_O  ,52.50,01/08/2016
182959100003,182959100004,00000000000000666421_00000001379325563931_00085,00000000000000674257_00000001380627988824_00296,RUK_STA_GEN_O  ,52.50,01/08/2016
182959600003,182959600004,00000000000000666300_00000001379326629989_00175,00000000000000674257_00000001380628101443_00308,RUK_STA_GEN_O  ,52.50,01/08/2016
182961600003,182961600004,00000000000000666517_00000001379326630189_00155,00000000000000673946_00000001380628535490_00389,RUK_STA_GEN_O  ,52.50,01/08/2016
182961700003,182961700004,00000000000000666300_00000001379326630189_00181,00000000000000674006_00000001380628627258_00270,RUK_STA_GEN_O  ,52.50,01/08/2016
182972700003,182972700004,00000000000000666524_00000001379325563697_00013,00000000000000672715_00000001380119312129_00159,RUK_STA_GEN_O  ,52.50,01/08/2016
182978500003,182978500004,00000000000000666136_00000001379326631868_00181,00000000000000673298_00000001380403915448_02331,RUK_STA_GEN_O  ,52.50,01/08/2016
182986000003,182986000004,00000000000000665949_00000001379338667136_00569,00000000000000673583_00000001380229013569_01162,RUK_STA_GEN_O  ,52.50,01/08/2016
182990300003,182990300004,00000000000000665970_00000001379338668307_00553,00000000000000672990_00000001380229787959_00806,RUK_STA_GEN_O  ,52.50,01/08/2016
182993200003,182993200004,00000000000000666697_00000001379338666689_00311,00000000000000673447_00000001380227268296_00775,RUK_STA_GEN_O  ,52.50,01/08/2016
182994300003,182994300004,00000000000000666057_00000001379338664778_00403,00000000000000672978_00000001380226933878_00756,RUK_STA_GEN_O  ,52.50,01/08/2016
183617400003,183617400004,00000000000000747732_00000001389879829534_00179,00000000000000747940_00000001389879878067_00227,RUK_STA_GEN_O  ,52.50,01/08/2016
#N/A,182926900004,00000000000000666658_00000001379338653318_00278,00000000000000673349_00000001380386842774_01269,RUK_STA_GEN_O  ,52.50,01/08/2016
102533400003,102533400004,MIGPRD00000000456384_00000008060041663744_04632,00000000000000668447_00000001379593347376_00558,RUK_ALC_GEN_O  ,53.81,01/08/2016
180725000003,180725000004,00000000000000295579_00000001327927107723_00033,00000000000000669724_00000001379783037688_00695,RUK_ALC_GEN_O  ,53.81,01/08/2016
100375000003,100375000004,MIGPRD00000000434800_00000008060041323583_22897,00000000000000673946_00000001380619267068_00171,RUK_ALC_GEN_O  ,54.16,01/08/2016
100771400003,100771400004,MIGPRD00000000438764_00000008060041674339_92923,00000000000000667808_00000001379590466164_00779,RUK_ALC_GEN_O  ,54.16,01/08/2016
101488100003,101488100004,MIGPRD00000000445931_00000008060041851485_47659,00000000000000668015_00000001379591883098_01272,RUK_ALC_GEN_O  ,54.16,01/08/2016
101988100003,101988100004,MIGPRD00000000450931_00000008060041563004_06901,00000000000000671316_00000001380010215097_00042,RUK_ALC_GEN_O  ,54.16,01/08/2016
102124300003,102124300004,MIGPRD00000000452293_00000008060041943537_29610,00000000000000668005_00000001379592792488_01242,RUK_ALC_GEN_O  ,54.16,01/08/2016
102954500003,102954500004,00000000000000666261_00000001379337311222_00350,00000000000000672978_00000001380188281463_00055,RUK_STA_GEN_O  ,54.16,01/08/2016
103658900003,103658900004,MIGPRD00000000467639_00000008060041539121_28450,00000000000000672974_00000001380552645129_01168,RUK_ALC_GEN_O  ,54.16,01/08/2016
103818900003,103818900004,MIGPRD00000000469239_00000008060041542420_80651,00000000000000671672_00000001380010216451_00054,RUK_ALC_GEN_O  ,54.16,01/08/2016
104553200003,104553200004,MIGPRD00000000476582_00000008060041923606_49390,00000000000000667813_00000001379596412149_01107,RUK_ALC_GEN_O  ,54.16,01/08/2016
132630800003,132630800004,00000000000000666603_00000001379325564118_00001,00000000000000673528_00000001380189841031_00061,RUK_STA_GEN_O  ,54.16,01/08/2016
180177300003,180177300004,00000000000000206551_00000001312294943534_00270,00000000000000674006_00000001380629044448_00278,RUK_ALC_GEN_O  ,54.16,01/08/2016
182933000003,182933000004,00000000000000666697_00000001379338654304_00239,00000000000000673563_00000001380225617485_00454,RUK_STA_GEN_O  ,54.16,01/08/2016
182935100003,182935100004,00000000000000665970_00000001379338655192_00433,00000000000000673583_00000001380225724015_00782,RUK_STA_GEN_O  ,54.16,01/08/2016
104828600003,104828600004,MIGPRD00000000479336_00000008060041595319_98150,00000000000000668035_00000001379596758589_00958,RUK_ALC_GEN_O  ,55.13,01/08/2016
106432500003,106432500004,00000000000000666119_00000001379325560392_00139,00000000000000673378_00000001380188817434_00030,RUK_STA_GEN_O  ,55.13,01/08/2016
103688900003,103688900004,MIGPRD00000000467939_00000008060042023937_56204,00000000000000670494_00000001379856575837_00548,RUK_ALC_GEN_O  ,57.75,01/08/2016
104937400003,104937400004,MIGPRD00000000480424_00000008060041311229_04652,00000000000000668485_00000001379597372405_00519,RUK_ALC_GEN_O  ,57.75,01/08/2016
141758000003,141758000004,00000000000000345528_00000001335346595066_00007,00000000000000668218_00000001379509826934_00135,RUK_ALC_GEN_O  ,57.75,01/08/2016
100892400003,100892400004,MIGPRD00000000439974_00000008060041535111_04642,00000000000000673528_00000001380215691747_00501,RUK_ALC_GEN_O  ,61.25,01/08/2016
101236400003,101236400004,00000000000000325686_00000001332331385542_00116,00000000000000667793_00000001379519179895_00448,RUK_ALC_GEN_O  ,61.25,01/08/2016
101589700003,101589700004,MIGPRD00000000446947_00000008060041539214_35397,00000000000000718385_00000001386150364347_00099,BRUK_ALC_GEN_O ,61.25,01/08/2016
101675700003,101675700004,00000000000000322437_00000001331816772833_00256,00000000000000670456_00000001379845758622_00252,RUK_ALC_GEN_O  ,61.25,01/08/2016
101801300003,101801300004,00000000000000673445_00000001380467057750_02930,00000000000000672996_00000001380468889822_01454,RUK_STA_GEN_O  ,61.25,01/08/2016
101851200003,101851200004,00000000000000332331_00000001333374396865_00001,00000000000000667793_00000001379519721151_00479,RUK_ALC_GEN_O  ,61.25,01/08/2016
102170400003,102170400004,MIGPRD00000000452754_00000008060041879515_69325,00000000000000922619_00000001413988302773_00300,RUK_ALC_GEN_O  ,61.25,01/08/2016
102171700003,102171700004,00000000000000666460_00000001379337321627_00302,00000000000000667808_00000001379598750786_01099,RUK_STA_GEN_O  ,61.25,01/08/2016
102456000003,102456000004,00000000000000324601_00000001332153677448_00001,00000000000000670475_00000001379844734597_00181,RUK_ALC_GEN_O  ,61.25,01/08/2016
102468900003,102468900004,00000000000000333960_00000001333543485366_00119,00000000000000923069_00000001413987186894_00374,RUK_ALC_GEN_O  ,61.25,01/08/2016
102907200003,102907200004,00000000000000682565_00000001381823513668_00001,00000000000000682796_00000001381837337006_00031,RUK_STA_GEN_O  ,61.25,01/08/2016
102915400003,102915400004,MIGPRD00000000460204_00000008060041696992_46666,00000000000000672990_00000001380216797780_00354,RUK_ALC_GEN_O  ,61.25,01/08/2016
103047100003,103047100004,00000000000000666697_00000001379337314951_00152,00000000000000670469_00000001379866743497_00320,RUK_STA_GEN_O  ,61.25,01/08/2016
103079900003,103079900004,MIGPRD00000000461849_00000008060041654027_01356,00000000000000667793_00000001379520402149_00531,RUK_ALC_GEN_O  ,61.25,01/08/2016
103178400003,103178400004,MIGPRD00000000462835_00000008060041402350_95936,00000000000000668303_00000001379520512934_00417,RUK_ALC_GEN_O  ,61.25,01/08/2016
103673400003,103673400004,00000000000000332997_00000001333460856160_00083,00000000000000668154_00000001379520819973_00415,RUK_ALC_GEN_O  ,61.25,01/08/2016
103678000003,103678000004,MIGPRD00000000467830_00000008060041372439_45674,00000000000000667743_00000001379520902575_00316,RUK_ALC_GEN_O  ,61.25,01/08/2016
104180500003,104180500004,00000000000000673445_00000001380297052765_01702,00000000000000673305_00000001380314572606_00420,RUK_STA_GEN_O  ,61.25,01/08/2016
104193900003,104193900004,00000000000000673512_00000001380297052786_00397,00000000000000673305_00000001380314658490_00432,RUK_STA_GEN_O  ,61.25,01/08/2016
104210300003,104210300004,MIGPRD00000000473153_00000008060041266311_31898,00000000000000668035_00000001379521354662_00341,RUK_ALC_GEN_O  ,61.25,01/08/2016
104223200003,104223200004,00000000000000322896_00000001331920698238_00379,00000000000000670515_00000001379844903686_00205,RUK_ALC_GEN_O  ,61.25,01/08/2016
104668100003,104668100004,MIGPRD00000000477731_00000008060041369351_47782,00000000000000673298_00000001380215892699_00702,RUK_ALC_GEN_O  ,61.25,01/08/2016
104750500003,104750500004,00000000000000666686_00000001379337318922_00241,00000000000000670515_00000001379868919082_00561,RUK_STA_GEN_O  ,61.25,01/08/2016
104867100003,104867100004,MIGPRD00000000479721_00000008060042117785_36495,00000000000000672976_00000001380217040505_00530,RUK_ALC_GEN_O  ,61.25,01/08/2016
104968100003,104968100004,00000000000000344018_00000001335091898550_00061,00000000000000668035_00000001379521661255_00357,RUK_ALC_GEN_O  ,61.25,01/08/2016
105158400003,105158400004,00000000000000640788_00000001376059049574_00146,00000000000000671672_00000001380020595042_00110,RUK_ALC_GEN_O  ,61.25,01/08/2016
105174000003,105174000004,00000000000000325492_00000001332261098012_00001,00000000000000667803_00000001379521797610_00657,RUK_ALC_GEN_O  ,61.25,01/08/2016
105396700003,105396700004,00000000000000682440_00000001381824017982_00004,00000000000000682343_00000001381837552733_00101,RUK_STA_GEN_O  ,61.25,01/08/2016
105477100003,105477100004,MIGPRD00000000485821_00000008060041982205_91571,00000000000000673349_00000001380217169553_00452,RUK_ALC_GEN_O  ,61.25,01/08/2016
105514200003,105514200004,00000000000000331423_00000001333190628569_00064,00000000000000692033_00000001382978614825_00139,RUK_ALC_GEN_O  ,61.25,01/08/2016
105818800003,105818800004,00000000000000331029_00000001333123961225_00050,00000000000000667797_00000001379522131851_00416,RUK_ALC_GEN_O  ,61.25,01/08/2016
105914500003,105914500004,MIGPRD00000000490195_00000008060041262406_87324,00000000000000846310_00000001403446581629_00087,RUK_ALC_GEN_O  ,61.25,01/08/2016
133749000003,133749000004,00000000000000666606_00000001379337305007_00089,00000000000000672974_00000001380372796629_00537,RUK_STA_GEN_O  ,61.25,01/08/2016
134053700003,134053700004,00000000000000355904_00000001336986983947_00127,00000000000000667743_00000001379522266144_00424,RUK_ALC_GEN_O  ,61.25,01/08/2016
134598200003,134598200004,00000000000000666517_00000001379325560505_00007,00000000000000673298_00000001380388834755_01999,RUK_STA_GEN_O  ,61.25,01/08/2016
136725800003,136725800004,00000000000000665971_00000001379326633386_00180,00000000000000673298_00000001380389664031_02007,RUK_STA_GEN_O  ,61.25,01/08/2016
138467900003,138467900004,00000000000000666288_00000001379337309057_00244,00000000000000672996_00000001380390256227_01113,RUK_STA_GEN_O  ,61.25,01/08/2016
138864000003,138864000004,00000000000000666300_00000001379326633881_00187,00000000000000672996_00000001380390312439_01125,RUK_STA_GEN_O  ,61.25,01/08/2016
180796300003,180796300004,00000000000000341671_00000001334761359444_00158,00000000000000668015_00000001379522452923_00543,RUK_ALC_GEN_O  ,61.25,01/08/2016
180850600003,180850600004,00000000000000318503_00000001331295446737_00204,00000000000000673563_00000001380280149317_00594,RUK_ALC_GEN_O  ,61.25,01/08/2016
180880100003,180880100004,00000000000000325018_00000001332248831436_00136,00000000000000668314_00000001379522563822_00323,RUK_ALC_GEN_O  ,61.25,01/08/2016
182127500003,182127500004,00000000000000666146_00000001379337313297_00143,00000000000000923069_00000001413988166209_00425,RUK_STA_GEN_O  ,61.25,01/08/2016
182279500003,182279500004,00000000000000520352_00000001360060212278_00185,00000000000000672990_00000001380298631426_01451,RUK_ALC_GEN_O  ,61.25,01/08/2016
182798800003,182798800004,00000000000000666146_00000001379326620803_00023,00000000000000673284_00000001380395022589_00908,RUK_STA_GEN_O  ,61.25,01/08/2016
182876800003,182876800004,00000000000000666460_00000001379326634938_00121,00000000000000673447_00000001380398355377_01987,RUK_STA_GEN_O  ,61.25,01/08/2016
182945600003,182945600004,00000000000000666146_00000001379326635089_00113,00000000000000673305_00000001380402697600_01469,RUK_STA_GEN_O  ,61.25,01/08/2016
182951000003,182951000004,00000000000000666517_00000001379326629780_00143,00000000000000673305_00000001380402785204_01481,RUK_STA_GEN_O  ,61.25,01/08/2016
182979200003,182979200004,00000000000000666299_00000001379326631895_00183,00000000000000672955_00000001380403999417_01737,RUK_STA_GEN_O  ,61.25,01/08/2016
#N/A,104066800004,00000000000000666686_00000001379340599919_00463,00000000000000673305_00000001380384096509_00759,RUK_STA_GEN_O  ,61.25,01/08/2016
101353500003,101353500004,MIGPRD00000000444585_00000008060041600758_25945,00000000000000702113_00000001384250202554_00139,RUK_ALC_GEN_O  ,61.77,01/08/2016
100096500003,100096500004,00000000000000666261_00000001379337310110_00344,00000000000000673337_00000001380186601829_00026,RUK_STA_GEN_O  ,63.00,01/08/2016
100534800003,100534800004,MIGPRD00000000436398_00000008060041477140_64759,00000000000000670456_00000001379846264092_00299,RUK_ALC_GEN_O  ,63.00,01/08/2016
100576800003,100576800004,00000000000000666288_00000001379337316084_00274,00000000000000670173_00000001379854315672_00342,RUK_STA_GEN_O  ,63.00,01/08/2016
100843500003,100843500004,MIGPRD00000000439485_00000008060041592625_60752,00000000000000713280_00000001385557177017_00113,RUK_ALC_GEN_O  ,63.00,01/08/2016
100847300003,100847300004,MIGPRD00000000439523_00000008060041366703_64070,00000000000000673583_00000001380216407380_00554,RUK_ALC_GEN_O  ,63.00,01/08/2016
100877200003,100877200004,MIGPRD00000000439822_00000008060041483745_91651,00000000000000668342_00000001379590584421_00885,RUK_ALC_GEN_O  ,63.00,01/08/2016
101136300003,101136300004,MIGPRD00000000442413_00000008060041604809_20973,00000000000000703555_00000001384449498404_00284,RUK_ALC_GEN_O  ,63.00,01/08/2016
101172400003,101172400004,MIGPRD00000000442774_00000008060041801836_54793,00000000000000667793_00000001379509505762_00328,RUK_ALC_GEN_O  ,63.00,01/08/2016
101196400003,101196400004,MIGPRD00000000443014_00000008060041211105_77184,00000000000000732835_00000001388067928994_00059,RUK_ALC_GEN_O  ,63.00,01/08/2016
102095000003,102095000004,MIGPRD00000000452000_00000008060041372223_04496,00000000000000672955_00000001380216190325_00325,RUK_ALC_GEN_O  ,63.00,01/08/2016
102322900003,102322900004,MIGPRD00000000454279_00000008060041533782_05066,00000000000000673583_00000001380283831753_01401,RUK_ALC_GEN_O  ,63.00,01/08/2016
102343600003,102343600004,MIGPRD00000000454486_00000008060041878369_24952,00000000000000673563_00000001380216741647_00346,RUK_ALC_GEN_O  ,63.00,01/08/2016
102692300003,102692300004,MIGPRD00000000457973_00000008060041667181_49989,00000000000000673298_00000001380216902992_00794,RUK_ALC_GEN_O  ,63.00,01/08/2016
103194300003,103194300004,MIGPRD00000000462993_00000008060041452469_10862,00000000000000673378_00000001380279370203_00356,RUK_ALC_GEN_O  ,63.00,01/08/2016
103197200003,103197200004,MIGPRD00000000463022_00000008060042146178_13771,00000000000000667743_00000001379594689303_01147,RUK_ALC_GEN_O  ,63.00,01/08/2016
103395500003,103395500004,MIGPRD00000000465005_00000008060041206978_84557,00000000000000673447_00000001380477524211_02231,RUK_ALC_GEN_O  ,63.00,01/08/2016
103631000003,103631000004,MIGPRD00000000467360_00000008060041472548_01452,00000000000000673563_00000001380216898280_00358,RUK_ALC_GEN_O  ,63.00,01/08/2016
103675600003,103675600004,MIGPRD00000000467806_00000008060041317387_43768,00000000000000670475_00000001379844848086_00201,RUK_ALC_GEN_O  ,63.00,01/08/2016
103726700003,103726700004,MIGPRD00000000468317_00000008060041809339_94535,00000000000000668342_00000001379594962855_01186,RUK_ALC_GEN_O  ,63.00,01/08/2016
103952300003,103952300004,00000000000000666561_00000001379340599689_00366,00000000000000670498_00000001379856722485_00499,RUK_STA_GEN_O  ,63.00,01/08/2016
104159500003,104159500004,00000000000000666104_00000001379337314612_00303,00000000000000670188_00000001379868543726_00149,RUK_STA_GEN_O  ,63.00,01/08/2016
104236900003,104236900004,MIGPRD00000000473421_00000008060041465113_56554,00000000000000670498_00000001379856772783_00511,RUK_ALC_GEN_O  ,63.00,01/08/2016
104339200003,104339200004,MIGPRD00000000474442_00000008060042154904_55090,00000000000000679529_00000001381333745464_00697,RUK_ALC_GEN_O  ,63.00,01/08/2016
104664900003,104664900004,MIGPRD00000000477699_00000008060041691446_44537,00000000000000671631_00000001380010351778_00058,RUK_ALC_GEN_O  ,63.00,01/08/2016
104780500003,104780500004,MIGPRD00000000478855_00000008060042106854_53321,00000000000000672978_00000001380215945173_00512,RUK_ALC_GEN_O  ,63.00,01/08/2016
104937800003,104937800004,MIGPRD00000000480428_00000008060041657109_05167,00000000000000670475_00000001379845127375_00225,RUK_ALC_GEN_O  ,63.00,01/08/2016
105101600003,105101600004,MIGPRD00000000482066_00000008060041370601_56213,00000000000000673622_00000001380298209785_00568,RUK_ALC_GEN_O  ,63.00,01/08/2016
105206400003,105206400004,MIGPRD00000000483114_00000008060041428200_44095,00000000000000670494_00000001379845165751_00159,RUK_ALC_GEN_O  ,63.00,01/08/2016
105650900003,105650900004,MIGPRD00000000487559_00000008060042071758_54005,00000000000000669710_00000001379785460291_00829,RUK_ALC_GEN_O  ,63.00,01/08/2016
105771000003,105771000004,MIGPRD00000000488760_00000008060041605126_55655,00000000000000668485_00000001379599379093_00647,RUK_ALC_GEN_O  ,63.00,01/08/2016
105843100003,105843100004,00000000000000666299_00000001379337311743_00252,00000000000000675714_00000001380794496594_00044,RUK_STA_GEN_O  ,63.00,01/08/2016
105989400003,105989400004,00000000000000626655_00000001374145929983_00084,00000000000000672997_00000001380186865404_00098,RUK_ALC_GEN_O  ,63.00,01/08/2016
106008800003,106008800004,MIGPRD00000000491138_00000008060041987230_74007,00000000000000673583_00000001380216173955_00509,RUK_ALC_GEN_O  ,63.00,01/08/2016
112246900003,112246900004,00000000000000459593_00000001351092272486_00090,00000000000000669710_00000001379774176771_00518,RUK_ALC_GEN_O  ,63.00,01/08/2016
136811200003,136811200004,00000000000000666136_00000001379326633403_00193,00000000000000672346_00000001380112957990_00128,RUK_STA_GEN_O  ,63.00,01/08/2016
138156200003,138156200004,00000000000000666606_00000001379337306169_00095,00000000000000673034_00000001380189461493_00110,RUK_STA_GEN_O  ,63.00,01/08/2016
139998900003,139998900004,00000000000000666613_00000001379326621908_00007,00000000000000674442_00000001380625335694_00158,RUK_STA_GEN_O  ,63.00,01/08/2016
