billingsubaccount,outletsubaccount,agreementid,chargeableid,offercode,overrideprice,effectivedate
185166500003,185166500004,00000000000001114645_00000001433946893526_00048,00000000000001310251_00000001453820817152_00096,ULTI_SEN_RDUK_O,233,01/08/2016
185189900003,185189900004,00000000000001212473_00000001444133003211_00111,00000000000001220169_00000001444823592377_00213,ULTI_SEN_RDUK_O,233,01/08/2016
185231700003,185231700004,00000000000001138829_00000001436464504096_00023,00000000000001171554_00000001439812348201_00173,ULTI_SEN_RDUK_O,233,01/08/2016
185256400003,185256400004,00000000000001144819_00000001437142447205_00299,00000000000001164090_00000001438936348889_00029,BASE_SEN_RDUK_O,170,01/08/2016
185257700003,185257700004,00000000000001148371_00000001437489050026_00113,00000000000001148510_00000001437489506228_00352,ULTI_SEN_RDUK_O,233,01/08/2016
185259300003,185259300004,00000000000001147655_00000001437390212822_00050,00000000000001336972_00000001456413849895_00308,ULTI_SEN_RDUK_O,233,01/08/2016
185275300003,185275300004,00000000000001150638_00000001437662090639_00055,00000000000001150330_00000001437662212160_00110,ULTI_SEN_RDUK_O,233,01/08/2016
185276700003,185276700004,00000000000001155381_00000001438173893229_00072,00000000000001155628_00000001438174018084_00174,ULTI_SEN_RDUK_O,233,01/08/2016
185292500003,185292500004,00000000000001155439_00000001438178280507_00218,00000000000001155902_00000001438178413522_00115,ULTI_SEN_RDUK_O,233,01/08/2016
185301700003,185301700004,00000000000001157615_00000001438342987164_00108,00000000000001157822_00000001438343078269_00154,ULTI_SEN_RDUK_O,233,01/08/2016
185308500003,185308500004,00000000000001160372_00000001438599799675_00030,00000000000001168158_00000001439478231953_00154,ULTI_SEN_RDUK_O,233,01/08/2016
185318900003,185318900004,00000000000001160779_00000001438695407061_00255,00000000000001167426_00000001439387792603_00205,ULTI_SEN_RDUK_O,233,01/08/2016
185343900003,185343900004,00000000000001174138_00000001440172438744_00320,00000000000001174531_00000001440172535080_00689,ULTI_SEN_RDUK_O,233,01/08/2016
185349300003,185349300004,00000000000001166901_00000001439212546582_00063,00000000000001169878_00000001439627606144_00045,ULTI_SEN_RDUK_O,233,01/08/2016
185371400003,185371400004,00000000000001221249_00000001444915837339_00024,00000000000001221025_00000001444915879727_00064,ULTI_SEN_RDUK_O,233,01/08/2016
185377200003,185377200004,00000000000001191639_00000001441799795186_00027,00000000000001196490_00000001442485823753_00412,ULTI_SEN_RDUK_O,233,01/08/2016
185383300003,185383300004,00000000000001173158_00000001439997153812_00120,00000000000001173677_00000001439997601997_00208,ULTI_SEN_RDUK_O,233,01/08/2016
185408700003,185408700004,00000000000001208437_00000001443706442737_00186,00000000000001249048_00000001447682224534_00206,ULTI_SEN_RDUK_O,233,01/08/2016
185412400003,185412400004,00000000000001181108_00000001440785127819_00097,00000000000001180864_00000001440785221448_00552,ULTI_SEN_RDUK_O,233,01/08/2016
185413300003,185413300004,00000000000001181446_00000001440863760276_00055,00000000000001186109_00000001441280618105_00147,ULTI_SEN_RDUK_O,233,01/08/2016
185453400003,185453400004,00000000000001185796_00000001441284002628_00134,00000000000001185710_00000001441284046935_00119,ULTI_SEN_RDUK_O,233,01/08/2016
185459600003,185459600004,00000000000001249516_00000001447780597886_00097,00000000000001249554_00000001447780687484_00391,ULTI_SEN_RDUK_O,233,01/08/2016
185466400003,185466400004,00000000000001190267_00000001441713183917_00018,00000000000001190680_00000001441713533518_00040,ULTI_SEN_RDUK_O,233,01/08/2016
185469300003,185469300004,00000000000001191813_00000001441795125335_00028,00000000000001191599_00000001441796075551_00185,ULTI_SEN_RDUK_O,233,01/08/2016
185491500003,185491500004,00000000000001196303_00000001442409833163_00114,00000000000001196698_00000001442412205090_00131,ULTI_SEN_RDUK_O,233,01/08/2016
185492700003,185492700004,00000000000001196185_00000001442416323750_00258,00000000000001196566_00000001442416480831_00386,ULTI_SEN_RDUK_O,233,01/08/2016
185516500003,185516500004,00000000000001205511_00000001443429295667_00067,00000000000001205673_00000001443429804875_00163,ULTI_SEN_RDUK_O,233,01/08/2016
185518400003,185518400004,00000000000001267676_00000001449571183834_00025,00000000000001295050_00000001452264245765_00141,ULTI_SEN_RDUK_O,233,01/08/2016
185519400003,185519400004,00000000000001205531_00000001443460962248_00076,00000000000001205663_00000001443461146953_00268,ULTI_SEN_RDUK_O,233,01/08/2016
185523100003,185523100004,00000000000001207301_00000001443603536425_00001,00000000000001207651_00000001443603605822_00076,ULTI_SEN_RDUK_O,233,01/08/2016
185523400003,185523400004,00000000000001207548_00000001443608547056_00068,00000000000001220330_00000001444826269264_00443,ULTI_SEN_RDUK_O,233,01/08/2016
185563700003,185563700004,00000000000001305232_00000001453211379789_00031,00000000000001305316_00000001453211448171_00052,ULTI_SEN_RDUK_O,233,01/08/2016
185584400003,185584400004,00000000000001230067_00000001445881662108_00166,00000000000001249087_00000001447691541521_00180,ULTI_SEN_RDUK_O,233,01/08/2016
185584600003,185584600004,00000000000001278608_00000001450626910398_00001,00000000000001291178_00000001451898226042_00005,ULTI_SEN_RDUK_O,233,01/08/2016
185592400003,185592400004,00000000000001233019_00000001446120877762_00022,00000000000001233731_00000001446216803953_00221,ULTI_SEN_RDUK_O,233,01/08/2016
185743100003,185743100004,00000000000001340263_00000001456843650554_00197,00000000000001340980_00000001456843686484_00559,ULTI_SEN_RDUK_O,233,01/08/2016
185770100003,185770100004,00000000000001246230_00000001447431265768_00146,00000000000001246512_00000001447431312211_00529,ULTI_SEN_RDUK_O,233,01/08/2016
185770400003,185770400004,00000000000001247204_00000001447501735457_00096,00000000000001249048_00000001447690672973_00349,ULTI_SEN_RDUK_O,233,01/08/2016
185776600003,185776600004,00000000000001356265_00000001458654027915_00063,00000000000001356293_00000001458654089649_00005,ULTI_SEN_RDUK_O,233,01/08/2016
185776800003,185776800004,00000000000001251358_00000001447846281552_00035,00000000000001251070_00000001447846337074_00136,ULTI_SEN_RDUK_O,233,01/08/2016
185776800003,185776800004,00000000000001251358_00000001447846281552_00035,00000000000001251244_00000001447846578813_00126,ULTI_SEN_RDUK_O,233,01/08/2016
185777100003,185777100004,00000000000001251381_00000001447846918159_00018,00000000000001251079_00000001447847018538_00122,ULTI_SEN_RDUK_O,233,01/08/2016
185780700003,185780700004,00000000000001251358_00000001447865698947_00160,00000000000001253158_00000001448039459970_00839,ULTI_SEN_RDUK_O,233,01/08/2016
185791500003,185791500004,00000000000001256208_00000001448363375016_00075,00000000000001256500_00000001448363476379_00080,ULTI_SEN_RDUK_O,233,01/08/2016
185804800003,185804800004,00000000000001260654_00000001448887998342_00013,00000000000001367808_00000001460124905494_00653,ULTI_SEN_RDUK_O,233,01/08/2016
185818200003,185818200004,00000000000001293784_00000001452179965408_00047,00000000000001294112_00000001452180352125_00081,ULTI_SEN_RDUK_O,233,01/08/2016
185830700003,185830700004,00000000000001276113_00000001450359924810_00123,00000000000001276287_00000001450360044084_00095,ULTI_SEN_RDUK_O,233,01/08/2016
185831500003,185831500004,00000000000001267891_00000001449589418389_00065,00000000000001268368_00000001449589507330_00532,ULTI_SEN_RDUK_O,233,01/08/2016
185834600003,185834600004,00000000000001268939_00000001449662455716_00014,00000000000001269238_00000001449662503925_00320,ULTI_SEN_RDUK_O,233,01/08/2016
185849200003,185849200004,00000000000001275458_00000001450275971257_00001,00000000000001275181_00000001450276057059_00115,ULTI_SEN_RDUK_O,233,01/08/2016
185856900003,185856900004,00000000000001279523_00000001450707493256_00098,00000000000001279697_00000001450707585199_00197,ULTI_SEN_RDUK_O,233,01/08/2016
185875900003,185875900004,00000000000001293252_00000001452100087863_00149,00000000000001295212_00000001452257759511_00060,ULTI_SEN_RDUK_O,233,01/08/2016
185881800003,185881800004,00000000000001299297_00000001452695038462_00169,00000000000001299590_00000001452695125865_00301,ULTI_SEN_RDUK_O,233,01/08/2016
185884400003,185884400004,00000000000001296886_00000001452437348131_00037,00000000000001296991_00000001452437703003_00009,ULTI_SEN_RDUK_O,233,01/08/2016
185889500003,185889500004,00000000000001299375_00000001452718421877_00180,00000000000001299887_00000001452718458102_00341,ULTI_SEN_RDUK_O,233,01/08/2016
185897400003,185897400004,00000000000001301399_00000001452877461690_00279,00000000000001301499_00000001452877537238_00549,ULTI_SEN_RDUK_O,233,01/08/2016
185904100003,185904100004,00000000000001305273_00000001453215869581_00087,00000000000001305031_00000001453220732769_00193,ULTI_SEN_RDUK_O,233,01/08/2016
185905200003,185905200004,00000000000001351882_00000001458227484429_00170,00000000000001352183_00000001458227623466_00001,ULTI_SEN_RDUK_O,233,01/08/2016
185912800003,185912800004,00000000000001306431_00000001453397456183_00117,00000000000001306131_00000001453397587170_00219,ULTI_SEN_RDUK_O,233,01/08/2016
185944500003,185944500004,00000000000001320571_00000001454758208037_00081,00000000000001321058_00000001454758247327_00105,ULTI_SEN_RDUK_O,233,01/08/2016
185948200003,185948200004,00000000000001322442_00000001454944800346_00054,00000000000001322757_00000001454948525408_00208,ULTI_SEN_RDUK_O,233,01/08/2016
185986000003,185986000004,00000000000001336736_00000001456398882278_00106,00000000000001336976_00000001456398988091_00186,ULTI_SEN_RDUK_O,233,01/08/2016
185992800003,185992800004,00000000000001339355_00000001456748999704_00046,00000000000001339796_00000001456756215679_00099,ULTI_SEN_RDUK_O,233,01/08/2016
185993800003,185993800004,00000000000001339351_00000001456757090707_00051,00000000000001339791_00000001456757149018_00403,ULTI_SEN_RDUK_O,233,01/08/2016
185993900003,185993900004,00000000000001339498_00000001456757532635_00139,00000000000001340049_00000001456757558866_00064,ULTI_SEN_RDUK_O,233,01/08/2016
185994000003,185994000004,00000000000001339372_00000001456757935290_00060,00000000000001339350_00000001456757962072_00128,ULTI_SEN_RDUK_O,233,01/08/2016
186007600003,186007600004,00000000000001344167_00000001457265288958_00126,00000000000001344448_00000001457265367026_00411,ULTI_SEN_RDUK_O,233,01/08/2016
186009800003,186009800004,00000000000001344167_00000001457364772329_00309,00000000000001344456_00000001457364881251_00375,ULTI_SEN_RDUK_O,233,01/08/2016
186014400003,186014400004,00000000000001345067_00000001457520582006_00139,00000000000001345295_00000001457520613205_00096,ULTI_SEN_RDUK_O,233,01/08/2016
186018400003,186018400004,00000000000001345703_00000001457619156455_00162,00000000000001345958_00000001457619340301_00251,ULTI_SEN_RDUK_O,233,01/08/2016
186019600003,186019600004,00000000000001346229_00000001457631191200_00160,00000000000001346899_00000001457687364774_00361,ULTI_SEN_RDUK_O,233,01/08/2016
186033900003,186033900004,00000000000001351598_00000001458226388710_00144,00000000000001356832_00000001458924975941_00518,ULTI_SEN_RDUK_O,233,01/08/2016
186037100003,186037100004,00000000000001353174_00000001458398136251_00096,00000000000001353697_00000001458398234758_00169,ULTI_SEN_RDUK_O,233,01/08/2016
186060700003,186060700004,00000000000001361557_00000001459539279804_00322,00000000000001362095_00000001459539393197_01203,ULTI_SEN_RDUK_O,233,01/08/2016
