SubAccountNumber,EscalatedNote,Action
132406200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132430600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132464800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132469900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132471400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132486300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132489100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132494200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132564400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132627900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132688600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132763600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132887000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132897900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132915400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132918800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132971200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
132973600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133015400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133134500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133165400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133200800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133220600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133238900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133239300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133264300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133285700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133368000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133428000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133439000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133443600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133479800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133486700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133519400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133520000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
133825700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134084700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134109700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134116400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134137300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134166200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134177100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134180600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134219300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134232600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134294600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134303200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134303700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134353300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134410300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134423600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134473600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134506000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134546200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134549100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134562800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134687500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134690400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134719400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134732800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134753800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134758100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134776200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134789300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134793100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134816000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134820400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134865800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134873600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134875100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134904100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134911500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134976200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
134994200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135093300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135110700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135151400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135161500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135186700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135203500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135228000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135228500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135259400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135287000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135295700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135313500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135352800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135377400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135433500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135477300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135481300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135483800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135553200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135569700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135570200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135577900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135580700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135587600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135648200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135653900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135672400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135675700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135685100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135822900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135831900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135842500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135864500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135896000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135928500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
135966700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136004100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136019300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136020000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136022900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136042500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136077600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136109600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136121500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136137700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136222300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136242400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136296900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136324800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136325400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136331000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136333700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136397600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136402600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136404600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136415900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136524200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136547600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136552100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136568800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136633900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136647100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136679700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136724500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136726600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136727100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136727600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136768000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136771600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136907700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136918200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136956300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
136969400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137014200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137108400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137141000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137220800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137244900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137285000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137289900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137307300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137308100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137330700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137352400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137377500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137384100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137390600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137393900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137395700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137407000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137414000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137519700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137522500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137566800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137655900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137659800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137671700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137687900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137883200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
137914400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138068000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138173800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138553200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138596200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138684400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138724000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138734800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138738800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138897400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
138959300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139029500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139074900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139148200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139237200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139266200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139292300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139318800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139335600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139347800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139372300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139399400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139409300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139437500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139450300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139544600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139557300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139606400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139629600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139647300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139666400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139681400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139699600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139711900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139811900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139828700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139832200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139875300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139890200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139901500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139927000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139948600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139957800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
139999500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140003300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140054000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140110300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140142400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140176600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140189500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140234000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140396000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140397200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140530200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140558400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140776500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
140956800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141047200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141060100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141076900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141079700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141106900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141107500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141233500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141237200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141270200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141409600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141466200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141476200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141503000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141503100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141571700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141649700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141741100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141752400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141797400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141812800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141816200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141822700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141827500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141857800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141894700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141902200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141914700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141915900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141936300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141987000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
141993100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142015600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142016300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142018900004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142028000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142038800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142067700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142074500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142124800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142129400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142137300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142140500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142198800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142209500004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142210300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142210600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142287300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142294600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142316600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142316800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142413800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142415600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142438300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142457100004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142467200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142493000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142635700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142638200004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142640600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142643700004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142656600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142663800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142667000004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142668600004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142670400004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142670800004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
142692300004,"""Punch have a central group deal for their L&T outlets, please instruct them to speak with their regional manager to learn more""",1
