Sky Ref Number,Weighting Value,Territory
100000000016,50,9
100000200037,99,5
100000200098,10007,26
100000200194,50,22
100000200293,99,7
100000200308,50,22
100000200314,10005,23
100000300012,80,44
100000300024,70,44
100000300053,80,44
100010600009,0,13
100010600063,10005,30
100010600113,40,27
100010700008,0,24
100010800016,0,13
100010900004,40,22
100010900069,40,4
100011700117,90,16
100011700138,50,41
100011700155,10006,41
100011700168,99,17
100011700210,90,38
100011700286,99,13
100011700323,40,27
100011700348,99,39
100011700414,10006,15
100011700428,99,20
100011700506,80,27
100011700555,10005,19
100011700613,10006,41
100011700628,40,18
100011700631,90,42
100011700934,10005,25
100011701285,99,26
100011701409,40,26
100011701411,40,11
100011800018,40,22
100013000026,50,24
100013000035,70,14
100013000095,50,2
100013000168,70,16
100013000345,70,40
100013000402,70,27
100013000647,10007,41
100013100028,40,8
100013100062,40,8
100013100081,80,8
100013300006,10007,41
100013300048,90,43
100013300056,99,41
100013300065,99,44
100013300072,40,34
100013300090,60,40
100013300094,10005,25
100013300100,60,41
100013400010,10005,25
100013400022,0,19
100013400042,10005,15
100013400046,50,22
100013400075,40,29
100013400081,10005,15
100014300017,10006,21
100014300043,40,37
100014700035,10005,24
100014700040,80,35
100014700045,10006,41
100014700056,0,41
100014700072,90,41
100014700085,99,41
100014700088,99,42
100014700089,10007,25
100014700132,99,41
100014700137,10005,41
100014800026,70,8
100014800049,40,8
100014800059,10005,5
100014800062,99,6
100014800074,70,15
100014800079,80,12
100014800083,50,29
100014800089,50,8
100015300071,50,19
100015300154,80,29
100015300232,99,42
100015300271,70,41
100015300276,50,2
100015300289,10007,23
100015300352,70,12
100015300374,50,7
100015300469,90,37
100015300474,70,27
100015300542,0,41
100015300826,99,26
100016200004,0,1
100016400005,10006,24
100016400029,40,22
100016500007,60,19
100016600006,10006,21
100016600015,40,24
100016600016,99,42
100016800059,30,19
100016800084,10007,41
100016800183,10007,41
100016800333,50,29
100016800367,50,15
100016800416,99,37
100016800418,70,41
100016800473,99,12
100016800533,99,39
100016800537,10006,26
100016800586,40,20
100016800634,99,32
100016800675,10005,19
100016800746,90,6
100016800755,80,18
100016800814,10007,4
100016800865,90,40
100016801000,70,7
100016801194,0,24
100016801221,0,16
100016801237,50,19
100016801241,80,34
100016801249,50,4
100016801250,50,11
100016801251,0,33
100016801267,90,22
100017000011,99,11
100017100012,99,7
100017200007,90,40
100017200072,99,41
100017200076,10005,25
100017200095,90,43
100017200108,10006,25
100017200151,10006,25
100017200244,10007,41
100017200284,40,23
100017200285,10006,25
100017200318,99,22
100017200337,60,24
100017200363,80,42
100017200387,90,26
100017200393,99,41
100017200416,70,32
100017400026,50,41
100017600005,99,42
100017600012,99,41
100017600027,10007,41
100017600032,60,42
100017600034,10006,25
100017600044,99,44
100017700013,80,22
100017700033,90,23
100017700092,40,23
100017700126,40,23
100017800006,80,17
100017800028,10,23
100017800051,99,29
100018000019,40,6
100018000035,50,12
100018000052,80,14
100018000056,40,6
100018000059,70,13
100018000080,70,6
100018000108,40,14
100018200004,10006,25
100018200008,10005,25
100018200014,10006,24
100018200057,90,16
100018200078,90,9
100018200087,80,14
100018200101,10005,25
100018200102,10005,25
100018200103,10007,1
100018200156,10005,25
100018200159,10006,21
100018200190,40,13
100018200204,70,42
100018200215,50,35
100018200221,10006,1
100018600038,80,28
100018600201,90,14
100018600252,40,14
100018600777,10005,25
100018600821,70,40
100018600850,99,16
100018800010,99,42
100018800011,10007,41
100019300016,10006,17
100020000012,40,13
100020000035,10006,4
100020000065,0,41
100020500058,10005,24
100020700024,10007,15
100020800017,40,22
100020800038,40,23
100020800047,10006,22
100020800049,90,22
100020800052,10005,24
100021400015,70,11
100021600006,90,34
100021600011,99,34
100021700005,90,13
100021700006,30,13
100021700072,0,13
100021700078,40,6
100021700087,70,6
100021700093,99,6
100021700097,80,6
100022000044,70,6
100022400012,0,15
100022400016,50,22
100022400019,99,41
100022400024,99,29
100022400037,70,17
100022400048,0,19
100022400061,80,32
100022400072,40,27
100022400096,10007,24
100022400114,40,41
100022400128,99,32
100022400131,10007,15
100022500013,80,11
100022500029,70,18
100022500082,70,12
100022500088,40,22
100022500090,70,28
100022500112,40,2
100022500118,10005,19
100022500135,0,13
100022500180,99,37
100022500184,10005,30
100022500199,70,7
100023300019,99,32
100023700011,40,14
100023700027,50,12
100024100011,10005,24
100024500005,10007,41
100024500019,10005,25
100024600010,99,19
100024900010,99,3
100025800018,0,13
100025800055,80,6
100025800104,40,2
100025800112,80,2
100025800119,99,34
100025800129,90,8
100025800159,99,42
100025800327,70,43
100025800360,99,43
100025800374,99,5
100025800375,99,32
100025800376,90,36
100025800380,99,38
100025800390,40,23
100025800399,99,34
100025800401,99,5
100025800418,80,30
100025800422,10007,21
100025800428,10007,23
100026000004,99,43
100026000016,70,43
100026100009,10005,24
100026100010,10006,17
100026100018,10005,17
100026100031,10006,22
100026200024,40,4
100026200036,30,4
100026200066,30,4
100026200079,99,4
100026300005,10007,32
100026800013,10006,21
100026800016,10005,23
100026800024,40,22
100026800042,40,18
100027100007,40,13
100027100015,99,13
100027100016,99,6
100028200024,10005,4
100028200046,90,20
100028200059,0,1
100028200063,10005,1
100028200083,0,1
100028200150,50,20
100028900019,10007,41
100028900034,60,42
100029400006,0,13
100029600058,50,13
100029600110,70,32
100029600135,40,13
100029700106,10007,25
100030400027,10006,41
100030400035,0,41
100031000026,60,30
100031000048,99,12
100031000071,99,13
100031000090,99,4
100031000098,99,10
100031000113,99,6
100031500022,80,36
100031500064,99,44
100031500101,10005,25
100031500103,70,2
100031500116,50,20
100031500129,0,1
100031500134,0,1
100031500136,0,1
100031500165,0,1
100031500168,0,12
100031500171,30,10
100031500174,10005,1
100031500176,0,1
100031500177,10005,1
100031600006,70,16
100031700011,10005,23
100031700025,99,27
100031700027,60,41
100031700048,10006,24
100031700059,90,22
100031800013,80,17
100032400010,99,6
100032400037,40,20
100032400072,99,12
100032400101,90,9
