Sky Reference Number - Outlet,Total Weighting,Territory Code,,,,,,
128386200004,9999,16,,,,,,
180136800004,9999,16,,,,,,
182539400004,9999,16,,,,,,
102246100004,9997,16,,,,,,
112082500004,9997,16,,,,,,
127414700004,9997,16,,,,,,
100044500171,75,16,,,,,,
100058600028,75,16,,,,,,
100075300004,75,16,,,,,,
100232900004,75,16,,,,,,
100839900004,75,16,,,,,,
101215900004,75,16,,,,,,
101627500004,75,16,,,,,,
102147800004,75,16,,,,,,
103734900004,75,16,,,,,,
103930400004,75,16,,,,,,
104144100004,75,16,,,,,,
105337900004,75,16,,,,,,
105614600004,75,16,,,,,,
106726400004,75,16,,,,,,
106869500004,75,16,,,,,,
109756300004,75,16,,,,,,
113866700004,75,16,,,,,,
114986000004,75,16,,,,,,
117464400004,75,16,,,,,,
119811100004,75,16,,,,,,
121556600004,75,16,,,,,,
131554500004,75,16,,,,,,
134246300004,75,16,,,,,,
136530600004,75,16,,,,,,
138674300004,75,16,,,,,,
139247400004,75,16,,,,,,
140782400004,75,16,,,,,,
141076800004,75,16,,,,,,
142651100004,75,16,,,,,,
180571400004,75,16,,,,,,
180884700011,75,16,,,,,,
181292100004,75,16,,,,,,
181400101180,75,16,,,,,,
181892200011,75,16,,,,,,
181921100004,75,16,,,,,,
182579800004,75,16,,,,,,
182641300004,75,16,,,,,,
182757500004,75,16,,,,,,
183668200004,75,16,,,,,,
183941900004,75,16,,,,,,
183999200004,75,16,,,,,,
184219300004,75,16,,,,,,
184388600004,75,16,,,,,,
184397600004,75,16,,,,,,
184500400004,75,16,,,,,,
184519500004,75,16,,,,,,
184603900004,75,16,,,,,,
184730300004,75,16,,,,,,
184860400004,75,16,,,,,,
184906900004,75,16,,,,,,
185241400004,75,16,,,,,,
107033200004,40,16,,,,,,
110566000004,40,16,,,,,,
111162400004,40,16,,,,,,
127908500004,37,16,,,,,,
135101400004,37,16,,,,,,
139338600004,37,16,,,,,,
105120400004,35,16,,,,,,
111286200004,32,16,,,,,,
116167600004,32,16,,,,,,
127911100004,32,16,,,,,,
100500600004,30,16,,,,,,
101738700004,30,16,,,,,,
104982500004,30,16,,,,,,
106726800004,30,16,,,,,,
106797800004,30,16,,,,,,
110723100004,30,16,,,,,,
110785800004,30,16,,,,,,
111499000004,30,16,,,,,,
111769300004,30,16,,,,,,
112874700004,30,16,,,,,,
115342200004,30,16,,,,,,
115367900004,30,16,,,,,,
115369600004,30,16,,,,,,
117664700004,30,16,,,,,,
119605900004,30,16,,,,,,
119902500004,30,16,,,,,,
122553700004,30,16,,,,,,
123182500004,30,16,,,,,,
125058800004,30,16,,,,,,
128699700004,30,16,,,,,,
132463300004,30,16,,,,,,
132765900004,30,16,,,,,,
133295800004,30,16,,,,,,
134051200004,30,16,,,,,,
134723000004,30,16,,,,,,
136458800004,30,16,,,,,,
139109000004,30,16,,,,,,
140222500004,30,16,,,,,,
142677800004,30,16,,,,,,
181591300004,30,16,,,,,,
181763100004,30,16,,,,,,
185489600004,30,16,,,,,,
103676200004,27,16,,,,,,
126812200004,27,16,,,,,,
139398500004,27,16,,,,,,
142081900004,27,16,,,,,,
142401100004,27,16,,,,,,
142676400004,27,16,,,,,,
100181800004,25,16,,,,,,
100465400004,25,16,,,,,,
106559100004,25,16,,,,,,
110730100004,25,16,,,,,,
119677300004,25,16,,,,,,
129811500004,25,16,,,,,,
100035800047,20,16,,,,,,
101695100004,20,16,,,,,,
101822200004,20,16,,,,,,
101831400004,20,16,,,,,,
102095800004,20,16,,,,,,
104453900004,20,16,,,,,,
110603600004,20,16,,,,,,
111480500004,20,16,,,,,,
112037300004,20,16,,,,,,
112767300004,20,16,,,,,,
115871200004,20,16,,,,,,
116037700004,20,16,,,,,,
117567200004,20,16,,,,,,
122495000004,20,16,,,,,,
122581400004,20,16,,,,,,
122586000004,20,16,,,,,,
123192400004,20,16,,,,,,
126159700004,20,16,,,,,,
130502400004,20,16,,,,,,
132029800004,20,16,,,,,,
133175300004,20,16,,,,,,
135230800004,20,16,,,,,,
136560300004,20,16,,,,,,
138656800004,20,16,,,,,,
141950900004,20,16,,,,,,
142267600004,20,16,,,,,,
142334800004,20,16,,,,,,
107593200004,17,16,,,,,,
130692300004,17,16,,,,,,
102376400004,15,16,,,,,,
117355600004,15,16,,,,,,
129697000004,15,16,,,,,,
109659900004,12,16,,,,,,
130165300004,12,16,,,,,,
141049400004,12,16,,,,,,
105619700004,10,16,,,,,,
107339000004,10,16,,,,,,
107885800004,10,16,,,,,,
108191200004,10,16,,,,,,
110314600004,10,16,,,,,,
111956800004,10,16,,,,,,
112925800004,10,16,,,,,,
116556900004,10,16,,,,,,
133337900004,10,16,,,,,,
135055800004,10,16,,,,,,
136888200004,10,16,,,,,,
138793000004,10,16,,,,,,
117716800004,9,16,,,,,,
112081300004,7,16,,,,,,
113372300004,7,16,,,,,,
117521900004,7,16,,,,,,
130050100004,7,16,,,,,,
141421200004,7,16,,,,,,
184953900004,7,16,,,,,,
119016800004,5,16,,,,,,
126123400004,5,16,,,,,,
100160800004,0,16,,,,,,
100166900004,0,16,,,,,,
100444600004,0,16,,,,,,
100491000004,0,16,,,,,,
101287800004,0,16,,,,,,
101360500004,0,16,,,,,,
101638800004,0,16,,,,,,
103145700004,0,16,,,,,,
103701300004,0,16,,,,,,
104011900004,0,16,,,,,,
105175800004,0,16,,,,,,
107191900004,0,16,,,,,,
107592600004,0,16,,,,,,
108317600004,0,16,,,,,,
110087600004,0,16,,,,,,
110891100004,0,16,,,,,,
110947400004,0,16,,,,,,
113248900004,0,16,,,,,,
114131200004,0,16,,,,,,
115256100004,0,16,,,,,,
117334500004,0,16,,,,,,
118424100004,0,16,,,,,,
120518800004,0,16,,,,,,
125882600004,0,16,,,,,,
129953600004,0,16,,,,,,
130600000004,0,16,,,,,,
131666500004,0,16,,,,,,
132953300004,0,16,,,,,,
134288500004,0,16,,,,,,
134587400004,0,16,,,,,,
139029500004,0,16,,,,,,
141571300004,0,16,,,,,,
142427400004,0,16,,,,,,
185761300004,9999,17,,,,,,
102500400004,9998,17,,,,,,
106920800004,9998,17,,,,,,
128601900004,9998,17,,,,,,
136261800004,9998,17,,,,,,
185848500004,9998,17,,,,,,
186124500004,9998,17,,,,,,
115104000004,9997,17,,,,,,
136597800004,9997,17,,,,,,
140400100004,9997,17,,,,,,
181926000004,9997,17,,,,,,
183690400004,9997,17,,,,,,
184734300004,9997,17,,,,,,
185300500004,9997,17,,,,,,
100019300016,75,17,,,,,,
100021400010,75,17,,,,,,
100026100030,75,17,,,,,,
100031800020,75,17,,,,,,
100050700778,75,17,,,,,,
100050700819,75,17,,,,,,
100051400138,75,17,,,,,,
100486400004,75,17,,,,,,
100646100004,75,17,,,,,,
101525900004,75,17,,,,,,
101549400004,75,17,,,,,,
101606500004,75,17,,,,,,
101722200004,75,17,,,,,,
102002100004,75,17,,,,,,
102915900004,75,17,,,,,,
104425400004,75,17,,,,,,
104565000004,75,17,,,,,,
105222400004,75,17,,,,,,
105755400004,75,17,,,,,,
105837600004,75,17,,,,,,
105967300004,75,17,,,,,,
106363800004,75,17,,,,,,
106449200004,75,17,,,,,,
110079900004,75,17,,,,,,
115177800004,75,17,,,,,,
115181500004,75,17,,,,,,
115187600004,75,17,,,,,,
115189300004,75,17,,,,,,
116102200004,75,17,,,,,,
117179400004,75,17,,,,,,
118919700004,75,17,,,,,,
120829400004,75,17,,,,,,
122319100004,75,17,,,,,,
126125100004,75,17,,,,,,
127967500004,75,17,,,,,,
130611700004,75,17,,,,,,
134197200004,75,17,,,,,,
134197600004,75,17,,,,,,
134251300004,75,17,,,,,,
134251800004,75,17,,,,,,
134456000004,75,17,,,,,,
134809200004,75,17,,,,,,
135824200004,75,17,,,,,,
136163300004,75,17,,,,,,
137687400004,75,17,,,,,,
137939300004,75,17,,,,,,
138203000004,75,17,,,,,,
138893400004,75,17,,,,,,
139760400004,75,17,,,,,,
140144900004,75,17,,,,,,
141236400004,75,17,,,,,,
141249500004,75,17,,,,,,
141638600004,75,17,,,,,,
141860300004,75,17,,,,,,
141987400004,75,17,,,,,,
142006600004,75,17,,,,,,
142215400004,75,17,,,,,,
142547000004,75,17,,,,,,
142559400004,75,17,,,,,,
142715600004,75,17,,,,,,
180101700004,75,17,,,,,,
180586100004,75,17,,,,,,
181304500004,75,17,,,,,,
181400101284,75,17,,,,,,
181400101377,75,17,,,,,,
181430100004,75,17,,,,,,
181609300004,75,17,,,,,,
181779500004,75,17,,,,,,
181913400004,75,17,,,,,,
182243000011,75,17,,,,,,
182511900004,75,17,,,,,,
182798600004,75,17,,,,,,
182983100004,75,17,,,,,,
183507500135,75,17,,,,,,
183813200004,75,17,,,,,,
183825500004,75,17,,,,,,
184000000004,75,17,,,,,,
184269200004,75,17,,,,,,
184306200004,75,17,,,,,,
184338200004,75,17,,,,,,
184396400004,75,17,,,,,,
184453900004,75,17,,,,,,
184655000004,75,17,,,,,,
184892000004,75,17,,,,,,
