Sky Ref Number,Weighting Value,Territory
104588600004,75,10
184187900004,75,25
141747100004,75,23
139113700004,75,17
139324400004,75,39
184068600004,75,21
137255700004,75,23
106139900004,80,5
132146300004,75,36
138737100004,75,16
127997100004,75,15
138893900004,65,22
138245400004,99,39
142166800004,75,23
135832300004,75,23
134658500004,99,44
134893400004,75,44
102387200004,100,46
101284900004,15,49
105071000004,15,49
103230000004,15,46
103927100004,60,33
106096400004,60,11
137593900004,60,31
101203500004,0,46
101410700004,0,46
105950300004,15,45
118609400004,65,38
104630400004,15,48
108383300004,60,3
137502600004,99,28
102331200004,75,16
104903800004,15,46
105976700004,15,45
136657700004,75,33
103982300004,40,18
104862400004,15,45
100160600004,55,31
119837000004,60,16
116051200004,99,18
126419700004,60,36
142609200004,99,36
185220500004,15,46
102682000004,15,46
125432700004,75,13
105507000004,60,30
101944400004,100,48
100503000004,0,46
108975700004,9999,39
101160900004,15,46
136139800004,60,13
100367500004,15,45
180746500004,25,47
104248900004,65,43
105581500004,15,47
180487300004,9998,3
100497000004,10,47
102807900004,15,48
100105800004,15,46
184641800004,9998,47
116877300004,65,27
100533100004,100,46
100364000004,0,46
101327000004,0,46
103530600004,15,48
101282800004,15,45
116283100004,99,36
115171500004,9999,29
102983100004,15,46
136585700004,75,3
137092500004,99,3
103759100004,9999,37
101098700004,0,46
183781100004,30,46
100524100004,100,46
131541300004,60,8
181400101009,9999,7
133701000004,60,5
100025800390,9999,23
183528700004,15,46
184265800004,15,47
100716600004,0,46
136749200004,75,30
101668700004,0,46
100652900004,0,45
100332300004,75,41
101862200004,100,46
122646500004,75,20
100931000004,0,46
100091100004,0,46
101178200004,0,46
104919800004,99,46
104426000004,9999,13
101216100004,0,46
100477400004,0,46
100709800004,0,46
104627600004,9999,41
100915000004,75,25
137146900004,60,35
100706700004,9999,42
114220600004,60,9
185194200004,99,4
100723100004,100,46
100517700004,0,45
104726900004,60,36
107240200004,9999,11
115093800004,60,1
137481900004,60,8
139313400004,75,29
107894100004,9999,31
181178600004,75,12
111319200004,60,34
133346700004,60,29
104503500004,60,29
122864000004,60,8
107412600004,60,24
110656400004,75,26
101697500004,100,3
135028000004,75,41
100965100004,65,25
100284500004,60,24
103029700004,9999,35
103905100004,9999,27
101672400004,100,45
119388600004,75,27
125521300004,9999,13
137078200004,9999,40
105987400004,75,5
119888600004,70,24
184519900004,75,10
110745200004,60,40
130699900004,60,14
103337800004,75,35
102303700004,75,29
100096500004,9999,15
119581300004,60,14
101019600004,85,34
115186900004,9999,22
101078400004,75,22
105036400004,9999,35
142286300004,9999,17
116507600004,75,41
112851100004,65,23
102555100004,85,28
119155800004,9999,41
107387800004,60,20
180877100013,9999,35
105605100004,9999,33
