Sky Ref Number,Weighting Value,Territory
102353800004,9999,1
126231100004,9999,1
180879600004,9999,1
182005000004,9999,1
100079000004,40,1
100087600004,40,1
100087800004,40,1
100109100004,40,1
100126300004,40,1
100156700004,40,1
100182900004,40,1
100256900004,40,1
100324400004,40,1
100334700004,40,1
100347100004,40,1
100351700004,40,1
100387300004,40,1
100397200004,40,1
100420200004,40,1
100426800004,40,1
100442300004,40,1
100449000004,40,1
100487200004,40,1
100497500004,40,1
100503600004,40,1
100519300004,40,1
100547600004,40,1
100631500004,40,1
100684300004,40,1
100711600004,40,1
100773700004,40,1
100838600004,40,1
100880200004,40,1
100908800004,40,1
100931300004,40,1
100944900004,40,1
100965900004,40,1
100975100004,40,1
100987300004,40,1
100987800004,40,1
101059400004,40,1
101060800004,40,1
101091200004,40,1
101153000004,40,1
101155600004,40,1
101163700004,40,1
101183200004,40,1
101405800004,40,1
101432700004,40,1
101473700004,40,1
101513300004,40,1
101522600004,40,1
101524000004,40,1
101556700004,40,1
101562200004,40,1
101570100004,40,1
101584700004,40,1
101593200004,40,1
101630700004,40,1
101643100004,40,1
101759500004,40,1
101999000004,40,1
102026900004,40,1
102086900004,40,1
102089900004,40,1
102126300004,40,1
102150300004,40,1
102185300004,40,1
102409300004,40,1
102415400004,40,1
102429300004,40,1
102434800004,40,1
102481800004,40,1
102553600004,40,1
102751300004,40,1
102847400004,40,1
102890300004,40,1
103051900004,40,1
103085400004,40,1
103095400004,40,1
103100200004,40,1
103191100004,40,1
103274900004,40,1
103316700004,40,1
103366800004,40,1
103378100004,40,1
103387100004,40,1
103450900004,40,1
103544000004,40,1
103551000004,40,1
103674200004,40,1
103684700004,40,1
103690800004,40,1
103851200004,40,1
104037100004,40,1
104041900004,40,1
104191900004,40,1
104297500004,40,1
104513100004,40,1
104654100004,40,1
104679400004,40,1
104762500004,40,1
104802500004,40,1
104869500004,40,1
104901900004,40,1
104971700004,40,1
105001100004,40,1
105015200004,40,1
105070200004,40,1
105183000004,40,1
