Sky Reference Number - Outlet,Total Weighting,Territory Code
142640500004,30,31
142647700004,30,31
180102000004,30,31
180148700004,30,31
180164200004,30,31
180728700004,30,31
181400100254,30,31
181862100004,30,31
183099000004,30,31
183133200004,30,31
184124200004,30,31
184966100004,30,31
184981000004,30,31
185444900004,30,31
105595300004,27,31
105719200004,27,31
106390700004,27,31
106600200004,27,31
111988500004,27,31
115953400004,27,31
116242800004,27,31
128258100004,27,31
129714600004,27,31
131697300004,27,31
136258400004,27,31
136483000004,27,31
141925000004,27,31
180323200004,27,31
180913300004,27,31
180925500004,27,31
100342700004,25,31
101310900004,25,31
101687800004,25,31
102872400004,25,31
103815600004,25,31
106986100004,25,31
107006800004,25,31
107387500004,25,31
108202900004,25,31
108655500004,25,31
108817400004,25,31
110272600004,25,31
110340700004,25,31
110341500004,25,31
110553400004,25,31
110670600004,25,31
110707700004,25,31
110715100004,25,31
110715500004,25,31
110726900004,25,31
110801500004,25,31
111274700004,25,31
111275400004,25,31
108011800004,9999,32
115594900004,9999,32
117871100004,9999,32
132485400004,9999,32
139829000004,9999,32
141822600004,9999,32
181363700004,9999,32
185354100004,9999,32
185504400004,9999,32
185837200004,9999,32
185861700004,9999,32
186003000004,9999,32
100050700588,75,32
101132200004,75,32
105088400004,75,32
110773200004,75,32
122735100004,75,32
129348500004,75,32
135508100004,75,32
137552300004,75,32
139180400004,75,32
140836100004,75,32
142373900004,75,32
180162500004,75,32
180821600080,75,32
181299500004,75,32
181301700004,75,32
181357700004,75,32
181400100785,75,32
182430700004,75,32
182506700004,75,32
184611800004,75,32
123782000004,47,32
110551800004,42,32
120237400004,42,32
134423200004,42,32
100998600004,40,32
105614500004,40,32
110670300004,40,32
110871000004,40,32
119626900004,40,32
134377700004,40,32
141016700004,40,32
141530900004,40,32
181400102239,40,32
109020500004,37,32
110566500004,37,32
110797900004,37,32
110936400004,37,32
111409700004,37,32
123549900004,37,32
123726200004,37,32
123793400004,37,32
128128700004,37,32
130528400004,37,32
130691400004,37,32
130706400004,37,32
133341100004,37,32
134628400004,37,32
139670100004,37,32
141579100004,37,32
142263600004,37,32
107374000004,35,32
110936800004,35,32
117217600004,35,32
123699500004,35,32
128131500004,35,32
130623900004,35,32
137096500004,35,32
137487400004,35,32
114151500004,32,32
119626200004,32,32
123200200004,32,32
123381500004,32,32
127384700004,32,32
127642700004,32,32
139471100004,32,32
100011700350,30,32
100022400146,30,32
100038900013,30,32
100050700293,30,32
101041500004,30,32
103241600004,30,32
104447300004,30,32
105230400004,30,32
106108400004,30,32
106337500004,30,32
107193700004,30,32
107374500004,30,32
107556000004,30,32
108980000004,30,32
109661800004,30,32
110131900004,30,32
110574000004,30,32
110744300004,30,32
110935200004,30,32
110975200004,30,32
110976300004,30,32
111029400004,30,32
111358300004,30,32
111785100004,30,32
114988200004,30,32
115076900004,30,32
115444400004,30,32
115902900004,30,32
115917800004,30,32
115935900004,30,32
115990500004,30,32
116025400004,30,32
117766000004,30,32
118661300004,30,32
119486800004,30,32
119759600004,30,32
120367800004,30,32
121815600004,30,32
122458500004,30,32
123686700004,30,32
123707100004,30,32
123725400004,30,32
123864300004,30,32
125635200004,30,32
126102600004,30,32
126109700004,30,32
127465000004,30,32
127895600004,30,32
129070700004,30,32
129149700004,30,32
129489600004,30,32
129615800004,30,32
130627400004,30,32
130773100004,30,32
131150900004,30,32
131433200004,30,32
132551300004,30,32
132875200004,30,32
134715900004,30,32
135106800004,30,32
135206400004,30,32
135475300004,30,32
135537300004,30,32
136673400004,30,32
136990200004,30,32
138565700004,30,32
138649500004,30,32
139190400004,30,32
139361200004,30,32
139411000004,30,32
139583100004,30,32
139763700004,30,32
140041200004,30,32
141679900004,30,32
142002800004,30,32
142014600004,30,32
142126500004,30,32
142433400004,30,32
181400101693,30,32
181756800004,30,32
181794700004,30,32
182096800004,30,32
182738900004,30,32
183129500004,30,32
183220900004,30,32
183459200004,30,32
184619500004,30,32
184619700004,30,32
184877800004,30,32
185357700004,30,32
185358000004,30,32
185447800004,30,32
102502200004,27,32
107575100004,27,32
125568500004,27,32
180880600004,27,32
184920500004,27,32
100022400053,25,32
100933800004,25,32
103106700004,25,32
103561000004,25,32
103735100004,25,32
104540900004,25,32
105893700004,25,32
106180000004,25,32
111167400004,25,32
111194500004,25,32
111201800004,25,32
112874800004,25,32
115160700004,25,32
115173200004,25,32
115744600004,25,32
115794400004,25,32
116026700004,25,32
117806100004,25,32
117876400004,25,32
118280000004,25,32
120454600004,25,32
123020500004,25,32
123083800004,25,32
123698600004,25,32
123836600004,25,32
124381200004,25,32
100345400004,9999,33
100475800004,9999,33
100523800004,9999,33
100774700004,9999,33
104253000004,9999,33
116658500004,9999,33
128048300004,9999,33
131453000004,9999,33
131931700004,9999,33
134406100004,9999,33
136581300004,9999,33
139639900004,9999,33
140197800004,9999,33
140553300004,9999,33
141301600004,9999,33
142653100004,9999,33
180088200004,9999,33
180835200004,9999,33
180901800004,9999,33
181929400004,9999,33
183045000004,9999,33
183154000004,9999,33
183157100004,9999,33
183664400004,9999,33
184081000004,9999,33
184154500004,9999,33
184329600004,9999,33
184459400004,9999,33
184619200004,9999,33
185037700004,9999,33
185331400004,9999,33
185348900004,9999,33
185490300004,9999,33
101433900004,9998,33
184284000004,9998,33
102451900004,75,33
102493800004,75,33
103497000004,75,33
105761600004,75,33
111844800004,75,33
113230300004,75,33
128432500004,75,33
133683800004,75,33
136074400004,75,33
139598400004,75,33
142708900004,75,33
180740600004,75,33
180803500004,75,33
180884700010,75,33
181315000004,75,33
181338700004,75,33
183107400004,75,33
183471700004,75,33
184226800004,75,33
184358200004,75,33
184579600004,75,33
184698600004,75,33
184907500004,75,33
185142300004,75,33
185327500004,75,33
100820600004,47,33
101092000004,47,33
103831200004,47,33
104521900004,47,33
106766500004,47,33
107297700004,47,33
116032300004,47,33
119253600004,47,33
120273300004,47,33
131915600004,47,33
139598000004,47,33
142675400004,47,33
180090900004,47,33
182679400004,47,33
134323300004,42,33
141644400004,42,33
181424600004,42,33
182527500004,42,33
100122000004,40,33
100927200004,40,33
102288100004,40,33
102792100004,40,33
103224700004,40,33
103399500004,40,33
103615200004,40,33
103650100004,40,33
103927100004,40,33
104875100004,40,33
105074200004,40,33
106724500004,40,33
106726000004,40,33
108260600004,40,33
115098300004,40,33
119034200004,40,33
119899400004,40,33
120302300004,40,33
121658000004,40,33
122755700004,40,33
123312200004,40,33
123470000004,40,33
125420000004,40,33
125424800004,40,33
125669100004,40,33
127919600004,40,33
128046300004,40,33
128051200004,40,33
129805800004,40,33
130219200004,40,33
131765900004,40,33
132937300004,40,33
135814900004,40,33
139476600004,40,33
140062600004,40,33
140197400004,40,33
140864300004,40,33
142705400004,40,33
100040200026,37,33
100040200031,37,33
100452400004,37,33
100651200004,37,33
100822500004,37,33
100998200004,37,33
101444300004,37,33
101444400004,37,33
101556100004,37,33
103135400004,37,33
103140000004,37,33
103255500004,37,33
103929100004,37,33
104071100004,37,33
105104400004,37,33
105296700004,37,33
105665400004,37,33
106145600004,37,33
106716700004,37,33
106885700004,37,33
106904900004,37,33
109448100004,37,33
110671100004,37,33
111262700004,37,33
111354000004,37,33
114292200004,37,33
115127300004,37,33
116128400004,37,33
121384100004,37,33
122756500004,37,33
123299100004,37,33
125378100004,37,33
128049600004,37,33
129220700004,37,33
131936600004,37,33
132667000004,37,33
133878600004,37,33
139542300004,37,33
139720100004,37,33
141488900004,37,33
141807000004,37,33
142269500004,37,33
142410300004,37,33
142647100004,37,33
142650900004,37,33
142677100004,37,33
142706800004,37,33
180775500004,37,33
181444700004,37,33
182318300004,37,33
182811700004,37,33
183665300004,37,33
183797900004,37,33
184860700004,37,33
185001700004,37,33
105751800004,35,33
106865700004,35,33
109709100004,35,33
111878900004,35,33
129154100004,35,33
130713600004,35,33
131230100004,35,33
131569400004,35,33
139638300004,35,33
140483900004,35,33
183639000004,35,33
133341500004,34,33
100040200062,32,33
102312300004,32,33
102377700004,32,33
105190700004,32,33
106576400004,32,33
106848700004,32,33
107258600004,32,33
109526400004,32,33
113899500004,32,33
116033400004,32,33
125408800004,32,33
126940600004,32,33
128129000004,32,33
130696600004,32,33
130951700004,32,33
137884100004,32,33
182237200004,32,33
139985900004,9999,34
142263300004,9999,34
180783500004,9999,34
181400103291,9999,34
183314600004,9999,34
183739400004,9999,34
183752000004,9999,34
184208200004,9999,34
184389500004,9999,34
184541600004,9999,34
185534400004,9999,34
181409400004,9998,34
103581200004,75,34
104245600004,75,34
106488200004,75,34
106665500004,75,34
107074800004,75,34
110590000004,75,34
124818500004,75,34
139987000004,75,34
142659800004,75,34
180244000004,75,34
180374200004,75,34
181346800004,75,34
181400103601,75,34
181995600004,75,34
183507500028,75,34
183714800004,75,34
183736500004,75,34
184446500004,75,34
185449700004,75,34
185906900004,75,34
129437500004,47,34
111318400004,42,34
133004800004,42,34
134628700004,42,34
100414000004,40,34
101427800004,40,34
103544300004,40,34
106315900004,40,34
110536500004,40,34
110537700004,40,34
110677300004,40,34
112092400004,40,34
120488300004,40,34
131042600004,40,34
135545400004,40,34
142155900004,40,34
142171600004,40,34
100021600006,37,34
100025800413,37,34
103585800004,37,34
103882200004,37,34
107557300004,37,34
109129900004,37,34
109547900004,37,34
111310200004,37,34
111833000004,37,34
114783400004,37,34
117461000004,37,34
118338500004,37,34
132718600004,37,34
133374900004,37,34
134916300004,37,34
136131900004,37,34
137006400004,37,34
139699500004,37,34
139986200004,37,34
110689700004,35,34
110709300004,35,34
110968800004,35,34
111309300004,35,34
111316100004,35,34
111833400004,35,34
115512700004,35,34
119905200004,35,34
131042100004,35,34
131495200004,35,34
139513000004,35,34
142155200004,35,34
101013100004,32,34
111316500004,32,34
111366900004,32,34
123306800004,32,34
125531100004,32,34
125949000004,32,34
130699100004,32,34
130927500004,32,34
133129300004,32,34
134836100004,32,34
139498200004,32,34
140107200004,32,34
142536600004,32,34
100641800004,30,34
101405100004,30,34
101579500004,30,34
101584400004,30,34
101781400004,30,34
102989600004,30,34
103387600004,30,34
103730600004,30,34
105145100004,30,34
105681500004,30,34
106287000004,30,34
106315500004,30,34
106338600004,30,34
106479900004,30,34
106710500004,30,34
107532600004,30,34
109699000004,30,34
109934800004,30,34
110167500004,30,34
110593700004,30,34
110691300004,30,34
110700800004,30,34
110716200004,30,34
110716800004,30,34
110969200004,30,34
111009000004,30,34
111017500006,30,34
111017500008,30,34
111017500010,30,34
111017500013,30,34
111017500014,30,34
111017500028,30,34
111017500038,30,34
