Sky Reference Number - Outlet,Total Weighting,Territory Code
134714100004,37,22
134880500004,37,22
135066800004,37,22
135260500004,37,22
136774600004,37,22
137225400004,37,22
140396400004,37,22
141128600004,37,22
141902700004,37,22
101140200004,35,22
101770000004,35,22
104497200004,35,22
104577900004,35,22
106861600004,35,22
107493200004,35,22
109461900004,35,22
110628300004,35,22
110871700004,35,22
112185500004,35,22
115015700004,35,22
120289400004,35,22
123770400004,35,22
127648100004,35,22
127961500004,35,22
129103200004,35,22
131382100004,35,22
134340700004,35,22
134499200004,35,22
139325200004,35,22
141321700004,35,22
141648700004,35,22
103989800004,32,22
105586200004,32,22
111081000004,32,22
128066600004,32,22
132185000004,32,22
134831400004,32,22
138069500004,32,22
139921000004,32,22
100014300021,30,22
100014300035,30,22
100016600013,30,22
100017700013,30,22
100017700041,30,22
100020800036,30,22
100026100022,30,22
100032400007,30,22
100041600021,30,22
100050700085,30,22
100084300004,30,22
100017400009,9999,23
100017700033,9999,23
100025800416,9999,23
100049200039,9999,23
100049200048,9999,23
100051400125,9999,23
100051400130,9999,23
100477800004,9999,23
100539600004,9999,23
100652500004,9999,23
100910300004,9999,23
101191500004,9999,23
102692600004,9999,23
103162300004,9999,23
103493000004,9999,23
103546800004,9999,23
103927200004,9999,23
104967600004,9999,23
105760600004,9999,23
110852100004,9999,23
110910800004,9999,23
112008800004,9999,23
112344600004,9999,23
114233500004,9999,23
129648900004,9999,23
131611800004,9999,23
135739100004,9999,23
135763500004,9999,23
139536800004,9999,23
140524100004,9999,23
142645500004,9999,23
142718300004,9999,23
180442200004,9999,23
181526000004,9999,23
182647800004,9999,23
182721300004,9999,23
183205600004,9999,23
183921400004,9999,23
184110600004,9999,23
184504100004,9999,23
184669000004,9999,23
184697500004,9999,23
184809200004,9999,23
185290300004,9999,23
185400900004,9999,23
185837400004,9999,23
113709900004,9998,23
181585600004,9998,23
181585600004,9998,23
184662800004,9998,23
100017700017,75,23
100049200011,75,23
100057200110,75,23
101027600004,75,23
102737200004,75,23
103559600004,75,23
103750100004,75,23
103790800004,75,23
104561900004,75,23
104566600004,75,23
104573600004,75,23
104881600004,75,23
105680400004,75,23
105780800004,75,23
106069700004,75,23
119762100004,75,23
129321700004,75,23
140208600004,75,23
140256000004,75,23
142329300004,75,23
142537200004,75,23
180025500004,75,23
180113300004,75,23
180589400004,75,23
180731300004,75,23
180875200004,75,23
181270000004,75,23
181384200004,75,23
181398200004,75,23
181400102537,75,23
181400102558,75,23
181742500004,75,23
181950700004,75,23
182803800004,75,23
182918000004,75,23
182968700010,75,23
182968700027,75,23
183819800004,75,23
184064700004,75,23
184072700004,75,23
184443200004,75,23
184460700004,75,23
184657500004,75,23
184800300004,75,23
185370900004,75,23
101018700004,50,23
132527600004,50,23
100051400033,47,23
103558000004,47,23
118805600004,47,23
119891000004,47,23
137328700004,47,23
139716900004,47,23
113684100004,44,23
106784700004,42,23
100351300004,40,23
100394500004,40,23
101462100004,40,23
102087700004,40,23
102251000004,40,23
103045400004,40,23
103343300004,40,23
103839000004,40,23
106978300004,40,23
107347300004,40,23
107507300004,40,23
109045200004,40,23
109503300004,40,23
110998000004,40,23
111491400004,40,23
111964000004,40,23
112008300004,40,23
112851100004,40,23
115104100004,40,23
116424400004,40,23
117457600004,40,23
118766000004,40,23
120072000004,40,23
121201500004,40,23
123259800004,40,23
123821300004,40,23
124340500004,40,23
124805600004,40,23
125342700004,40,23
125629000004,40,23
126223900004,40,23
127971200004,40,23
128869100004,40,23
128986300004,40,23
130503800004,40,23
131477000004,40,23
131876300004,40,23
132410100004,40,23
132564800004,40,23
133018500004,40,23
133236400004,40,23
134267000004,40,23
134462300004,40,23
134462700004,40,23
136332300004,40,23
136707600004,40,23
138670100004,40,23
139717300004,40,23
139899300004,40,23
141606800004,40,23
