Sky Ref Number,Weighting Value,Territory
100000100015,80,5
100000200055,70,32
100000200277,50,15
100000300036,60,25
100010700005,40,24
100010700008,50,24
100011700138,70,41
100011700195,99,15
100011700210,90,38
100011700217,9997,25
100011700298,70,23
100011700330,80,30
100011700414,80,15
100011700428,80,23
100011700555,10011,19
100011700621,80,19
100011700628,90,18
100011700631,90,42
100011700934,80,25
100011701039,80,32
100011701277,99,21
100011701353,70,40
100012000034,80,17
100012100010,80,42
100012600025,40,6
100013000285,20,51
100013100008,50,8
100013100013,50,12
100013100028,60,8
100013100033,50,8
100013100041,40,8
100013100054,40,8
100013100062,50,8
100013100071,50,8
100013100072,40,8
100013100073,40,8
100013100075,40,8
100013100081,50,8
100013300006,99,41
100013300037,60,25
100013300056,80,41
100013300087,60,42
100013300094,60,25
100013300100,60,41
100013400015,60,40
100013400081,50,15
100014300021,80,22
100014300026,90,22
100014300029,50,22
100014300032,90,23
100014700025,99,25
100014700035,60,24
100014700040,60,35
100014700045,50,41
100014700047,80,41
100014700068,60,42
100014700072,50,41
100014700085,50,41
100014700088,60,42
100014700089,60,25
100014700107,80,41
100014700132,50,41
100014800004,40,7
100014800006,50,8
100014800032,50,6
100014800055,90,6
100014800059,50,51
100014800062,99,51
100014800074,50,15
100014800079,80,12
100014800098,9997,5
100015300154,80,29
100015300216,80,26
100016500006,99,10
100016500007,70,19
100016500008,60,12
100016600006,10011,21
100016600015,80,24
100016600016,99,42
100016800044,50,24
100016800204,50,11
100016800675,50,19
100016801005,60,15
100016801010,40,7
100016801118,70,15
100016801227,40,45
100016801241,50,34
100017000004,10011,11
100017100012,99,7
100017200007,60,40
100017200008,99,38
100017200017,60,24
100017200064,80,25
100017200079,99,43
100017200084,99,40
100017200086,60,24
100017200095,80,43
100017200106,99,22
100017200108,80,25
100017200126,90,40
100017200161,90,38
100017200172,70,34
100017200179,90,24
100017200180,99,38
100017200185,70,22
100017200186,70,35
100017200202,40,22
100017200231,90,23
100017200236,90,35
100017200244,99,41
100017200277,80,25
100017200280,98,24
100017200285,90,25
100017200297,80,24
100017200318,60,22
100017200336,50,25
100017200346,99,25
100017200363,50,42
100017200393,10011,41
100017200424,90,23
100017400017,10011,25
100017400027,50,22
100017400030,80,25
100017400034,60,41
100017500006,40,42
100017600005,90,42
100017600007,70,25
100017600013,60,42
100017600014,80,42
100017600015,80,25
100017600020,99,42
100017600027,80,41
100017600034,10011,25
100017600046,90,42
100017700013,99,22
100017700026,99,23
100017700041,50,22
100017700079,50,22
100017800006,90,17
100017800051,10011,29
100018000024,60,6
100018000033,50,6
100018000053,99,5
100018000059,60,13
100018000064,60,11
100018000065,50,11
100018000073,70,32
100018000076,99,16
100018000080,70,6
100018000083,99,6
100018000112,80,14
100018000114,99,6
100018000117,40,14
100018200057,10011,16
100018200078,10011,9
100018200087,60,51
100018200110,70,25
100018200144,99,2
100018200147,40,10
100018200163,90,28
100018200221,80,1
100018200243,60,25
100018200257,60,42
100018600038,60,28
100018600252,99,14
100018600747,80,10
100018600828,99,14
100018600849,99,19
100018800010,40,42
100018800011,80,41
100019300004,99,17
100019300010,50,22
100019300020,90,18
100019300037,99,17
100020700007,80,32
100020700009,80,12
100020700014,10011,32
100020700024,10011,15
100020700032,90,12
100020800017,40,22
100020800024,10011,21
100020800030,80,23
100020800045,40,22
100020800047,50,22
100020800049,80,22
100020800052,10011,24
100020800054,80,22
100021400015,70,11
100021600004,70,34
100021600006,10011,34
100021600011,99,34
100021700005,10011,13
100021700006,80,51
100021700022,60,8
100021700028,80,11
100021700031,40,27
100021700037,90,13
100021700061,99,28
100021700062,60,14
100021700087,90,6
100021700097,90,51
100021700114,40,6
100022000043,80,2
100022000044,80,6
100022100054,50,12
100022400009,80,11
100022400013,40,11
100022400016,70,22
100022400024,90,29
100022400029,50,35
100022400037,80,17
100022400069,99,17
100022400072,40,27
100022400088,10011,17
100022400094,90,17
100022400096,60,24
100022400107,50,15
100022400123,70,17
100022400128,90,32
100022500010,99,14
100022500013,60,11
100022500016,40,14
100022500029,50,18
100022500038,90,9
100022500043,90,18
100022500048,50,8
100022500054,40,9
100022500058,40,24
100022500060,99,29
100022500064,50,16
100022500069,99,30
100022500085,90,31
100022500090,60,28
100022500096,40,51
100022500113,50,33
100022500141,80,7
100022500163,90,17
100022500179,99,18
100022500199,40,7
100022500212,90,12
100022500214,80,12
100022500219,80,15
100022500224,70,16
100022500229,60,12
100022500233,80,13
100022500235,99,31
100022500239,99,7
100022500244,99,23
100022500249,90,13
100022500254,80,27
100022500293,99,15
100022500296,99,18
100022500299,40,22
100022500369,99,33
100022500396,90,41
100022500399,99,15
100022500452,90,17
100022500472,99,51
100022500488,80,35
100022500497,90,26
100022500500,90,35
100022500513,90,7
100022500514,99,23
100022500518,99,37
100022500527,99,15
100022500530,90,24
100022500538,90,12
100022500576,80,43
100022500614,99,9
100022500615,90,32
100022500616,90,35
100022500628,90,29
100022700005,80,22
100023300016,40,6
100023300025,99,28
100024100011,50,24
100024400023,10011,13
100024400025,60,6
100024900010,50,3
100025800008,80,21
100025800041,40,13
100025800053,99,13
100025800072,99,18
100025800100,80,27
100025800112,70,2
100025800114,60,50
100025800119,80,34
100025800147,90,24
100025800148,99,42
100025800151,60,5
100025800152,90,17
100025800157,60,38
100025800163,90,23
100025800231,50,27
100025800327,80,43
100025800358,60,35
100025800360,90,43
100025800363,90,26
100025800370,80,26
100025800372,80,21
100025800375,99,32
100025800377,80,26
100025800383,60,35
100025800407,80,12
100025800411,80,26
100025800413,99,34
100025800418,80,30
100025800421,90,23
100025800422,80,21
100025800531,80,43
100026000004,90,43
100026000013,60,43
100026000023,10011,41
100026100008,50,22
100026100018,60,17
100026100019,50,22
100026100021,70,22
100026100025,50,22
100026100031,60,22
100026100038,40,22
100026100041,90,22
100026200022,99,4
100026200024,99,4
100026200027,90,4
100026200033,99,2
100026200036,60,4
100026200078,40,4
100026300005,60,32
100027100015,99,51
100027100016,10011,6
100027100023,40,5
100027200076,40,42
100028200028,40,50
100028200030,50,35
100028200059,50,1
100028200063,40,50
100029400006,60,13
100029600135,70,13
100029600137,50,14
100030100016,50,13
100030100074,80,19
100031000007,90,17
100031000009,90,30
100031000012,90,6
100031000018,99,23
100031000025,99,9
100031000027,40,27
100031000029,40,12
100031000030,99,30
100031000036,90,28
100031000040,80,38
100031000051,99,12
100031000052,90,12
100031000053,50,7
100031000054,90,16
100031000056,99,6
100031000058,90,6
100031000061,90,5
100031000066,99,51
100031000071,99,51
100031000078,99,28
100031000085,80,28
100031000091,99,2
100031000104,90,19
100031000108,99,10
100031000113,99,6
100031000117,60,17
100031000152,99,6
100031500065,9997,2
100031500090,90,23
100031500115,50,7
100031500171,40,10
100031500177,40,1
100031500179,40,7
100031600006,60,16
100031600057,40,1
100031700027,70,41
100031700031,90,9
100031800013,80,17
100031800017,50,22
100032200234,40,12
100032200345,60,2
100032400004,40,35
100032400013,40,27
100032400025,99,42
100032400032,70,41
100032400033,10011,14
100032400034,40,8
100032400072,10011,12
100032400073,10011,19
100032400101,99,9
100032400124,10011,5
100032400129,90,6
100032400140,90,13
100032400165,50,35
100032400190,10011,6
100032400213,80,15
100032400216,90,35
100032400225,90,28
100032400232,99,16
100032400253,40,51
100032400255,50,9
100032400266,80,23
100032400284,80,2
100032400292,99,19
100032400298,9997,50
100032400311,30,13
100032400337,99,32
100032400339,90,51
100032400356,9997,9
100032400361,40,6
100032400375,40,7
100032400394,99,11
100032400410,80,8
100032400433,90,8
100032400437,60,16
100032400458,90,18
100032400462,80,29
100032400463,99,21
100032400475,90,23
100032400506,10011,19
100032400522,80,14
100032400535,40,11
100032400547,40,12
100032400553,99,6
100032400560,90,25
100032400603,10011,13
100032400630,10011,22
100032400632,9997,5
100032400640,90,21
100032400643,40,8
100032400644,60,16
100032400649,70,1
100032400687,90,23
100032500004,99,22
100032500012,80,6
100032800004,10011,35
100032800009,90,35
100033000067,50,19
100034700004,98,41
100034700006,90,24
100034700009,70,25
100035400215,60,22
100035900073,9997,17
100035900113,60,10
100035900180,60,2
100035900182,80,42
100035900210,40,9
100036300028,80,2
100036500006,9997,2
100036500014,9997,2
100036700008,10011,19
100036700011,60,19
100036700018,50,18
100036800012,70,9
100037000004,60,12
100037400093,40,4
100037400094,40,50
100037400100,40,50
100038600023,80,51
100038600028,40,6
100038600039,60,51
100038600040,70,13
100038600052,70,12
100038600062,40,51
100038600079,90,8
100038600096,40,5
100038600125,60,8
100038600131,99,28
100038600135,90,28
100038600148,99,14
100038600161,90,6
100038600166,40,5
100038600167,80,29
100038600173,80,27
100038600191,60,24
100038600203,90,29
100038600205,70,9
100038700010,60,42
100038700021,70,43
100038700022,60,43
100038700024,60,43
100038700025,80,42
100038700032,80,41
100038700036,70,42
100038700042,70,25
100038700043,60,43
100038700056,40,42
100038700057,70,25
