Sky Reference Number - Outlet,Total Weighting,Territory Code,,,,,,
110776500004,9999,26,,,,,,
135762200004,9999,26,,,,,,
180912800004,9999,26,,,,,,
184498600004,9999,26,,,,,,
185222600004,9999,26,,,,,,
185271700004,9999,26,,,,,,
185748500004,9999,26,,,,,,
185800800004,9999,26,,,,,,
185894300004,9999,26,,,,,,
183535800004,9998,26,,,,,,
185109500004,9998,26,,,,,,
102642900004,9997,26,,,,,,
103202200004,9997,26,,,,,,
105236300004,9997,26,,,,,,
105724700004,9997,26,,,,,,
106398900004,9997,26,,,,,,
116353800004,9997,26,,,,,,
119646300004,9997,26,,,,,,
124834600004,9997,26,,,,,,
135202200004,9997,26,,,,,,
142264000004,9997,26,,,,,,
182008500004,9997,26,,,,,,
182775600004,9997,26,,,,,,
184300700004,9997,26,,,,,,
100031000023,75,26,,,,,,
100050700731,75,26,,,,,,
100118700004,75,26,,,,,,
100154000004,75,26,,,,,,
102284300004,75,26,,,,,,
102302800004,75,26,,,,,,
102708200004,75,26,,,,,,
103252300004,75,26,,,,,,
104816300004,75,26,,,,,,
105332800004,75,26,,,,,,
105932600004,75,26,,,,,,
110325800004,75,26,,,,,,
118928200004,75,26,,,,,,
120144000004,75,26,,,,,,
125744700004,75,26,,,,,,
128983300004,75,26,,,,,,
133260800004,75,26,,,,,,
133588400004,75,26,,,,,,
134490400004,75,26,,,,,,
135212400004,75,26,,,,,,
136436400004,75,26,,,,,,
137954900004,75,26,,,,,,
141010500004,75,26,,,,,,
141966000004,75,26,,,,,,
181400100176,75,26,,,,,,
181400100758,75,26,,,,,,
181400102387,75,26,,,,,,
181400103538,75,26,,,,,,
182036100004,75,26,,,,,,
182321300004,75,26,,,,,,
184189300004,75,26,,,,,,
184375900004,75,26,,,,,,
117470100004,47,26,,,,,,
140007100004,47,26,,,,,,
142010100004,47,26,,,,,,
126924200004,42,26,,,,,,
102714400004,40,26,,,,,,
129181000004,40,26,,,,,,
139243400004,40,26,,,,,,
139647200004,40,26,,,,,,
142686300004,40,26,,,,,,
100013300025,37,26,,,,,,
100673100004,37,26,,,,,,
106310600004,37,26,,,,,,
107504300004,37,26,,,,,,
114014300004,37,26,,,,,,
129725600004,37,26,,,,,,
134657300004,37,26,,,,,,
135664800004,37,26,,,,,,
136663800004,37,26,,,,,,
