Sky Ref Number,Weighting Value,Territory
102592200004,9998,1
101395500004,9998,1
101810700004,9998,1
102261100004,9998,1
186167300004,9998,1
183489900004,9998,1
182275200004,9998,1
186326600004,9998,1
186291600004,9998,1
183838300004,100,1
100267000004,99,1
138854000004,99,1
101175000004,99,1
180218300004,99,1
182431900004,99,1
102181700004,99,1
128235400004,99,1
104037100004,99,1
138651900004,99,1
128961200004,99,1
103058500004,99,1
182527100004,99,1
105445200004,98,1
138249100004,98,1
185996300004,98,1
128181900004,98,1
101918100004,90,1
101725000004,90,1
100452600004,90,1
182279200004,85,1
117289400004,85,1
104111900004,85,1
182857100004,80,1
102703800004,75,1
102782600004,75,1
124610800004,75,1
182732900004,75,1
100770600004,75,1
125016000004,75,1
125681500004,75,1
136876100004,75,1
133486300004,75,1
182631800004,75,1
137877300004,75,1
137294500004,75,1
132683600004,75,1
101923900004,75,1
105175700004,75,1
186096000004,75,1
184546000004,75,1
123875800004,75,1
138320200004,75,1
104539100004,75,1
105382100004,75,1
104201000004,75,1
184307600004,75,1
105150200004,75,1
100765200004,75,1
101064300004,75,1
182307600004,75,1
101816100004,75,1
138071500004,75,1
103460900004,75,1
105985600004,75,1
100474900004,75,1
136935200004,75,1
133464800004,75,1
136221300004,75,1
119594600004,75,1
102743900004,75,1
101525800004,75,1
101581700004,75,1
100773700004,75,1
104678100004,75,1
122644000004,75,1
137544600004,75,1
180596600004,75,1
100251000004,75,1
130744700004,75,1
182321800004,75,1
115175000004,75,1
102265400004,75,1
184070500004,75,1
138058400004,75,1
100919300004,75,1
105801400004,75,1
180497300004,75,1
181763700004,75,1
181901200004,75,1
184293000004,75,1
185082200004,75,1
137847600004,70,1
101097700004,70,1
100429700004,70,1
102751300004,70,1
100934700004,70,1
113918300004,70,1
131646400004,70,1
136203300004,70,1
132773500004,70,1
100561400004,70,1
118631900004,70,1
107097500004,70,1
100648600004,70,1
138244400004,70,1
101453100004,70,1
128802300004,70,1
123874200004,70,1
107491200004,70,1
137851800004,70,1
111287000004,70,1
103387100004,70,1
182894700004,70,1
136326800004,70,1
122743900004,70,1
102160100004,65,1
130785500004,65,1
107058200004,65,1
117527300004,65,1
112081800004,65,1
107764900004,65,1
121255700004,65,1
108569500004,65,1
104771600004,65,1
138383900004,65,1
131385800004,65,1
100320400004,65,1
132976200004,65,1
123415800004,65,1
136711300004,65,1
100599000004,65,1
137155100004,65,1
132297400004,65,1
115587700004,65,1
111845300004,65,1
113119900004,65,1
131548600004,65,1
138218500004,65,1
115689500004,65,1
100714400004,65,1
119158100004,65,1
102409300004,65,1
183126100004,65,1
184533100004,65,1
104142400004,65,1
105065800004,60,1
102048800004,60,1
100711600004,60,1
101752100004,60,1
102755400004,60,1
104825800004,60,1
102837400004,60,1
100495100004,60,1
101006100004,60,1
102849000004,60,1
105823900004,60,1
103353200004,60,1
100880200004,60,1
101059400004,60,1
102667100004,60,1
102943400004,60,1
101404700004,60,1
105448900004,60,1
101699600004,60,1
100565900004,60,1
100373800004,60,1
105842700004,60,1
100527600004,60,1
101375000004,60,1
103652300004,60,1
100154700004,60,1
102753300004,60,1
103329000004,60,1
101558300004,60,1
100431500004,60,1
102765500004,60,1
100676800004,60,1
101153000004,60,1
102537200004,60,1
102268600004,60,1
105991200004,60,1
102713800004,60,1
105661300004,60,1
103422200004,1,1
101844500004,1,1
104504700004,1,1
103294100004,1,1
101559700004,1,1
100330100004,1,1
118725500004,1,1
101226500004,1,1
138270500004,1,1
184231200004,1,1
138134200004,1,1
136309600004,1,1
138955300004,1,1
127652200004,1,1
186132100004,1,1
101731800004,1,1
100270900004,1,1
102241000004,1,1
