Sky Reference Number - Outlet,Total Weighting,Territory Code
100523200004,75,45
101340700004,75,45
102127600004,75,45
102208200004,75,45
102676700004,75,45
101599700004,75,45
101529400004,75,45
101604400004,75,45
102324300004,75,45
140653000004,75,45
101905200004,75,45
102216500004,75,45
102076100004,75,45
104758500004,75,45
102036300004,75,45
103325100004,75,45
102900000004,75,45
102815500004,75,45
102414500004,75,45
102732500004,75,45
102788600004,75,45
103426000004,75,45
103219800004,75,45
104869000004,75,45
104066600004,75,45
103942500004,75,45
103329200004,75,45
100350800004,75,45
100512000004,75,45
100489000004,75,45
101979000004,75,45
100610100004,75,45
100969400004,75,45
103534400004,75,45
103066500004,75,45
135376400004,75,45
104064600004,75,45
103196500004,75,45
104818400004,75,45
104922500004,75,45
105787300004,75,45
105668400004,75,45
105301200004,75,45
105358700004,75,45
134506100004,75,45
133821700004,75,45
105860000004,75,45
105687400004,75,45
105302400004,75,45
105218300004,75,45
133822900004,75,45
102946600004,75,45
140407200004,75,45
140063800004,75,45
140481900004,75,45
135722700004,75,45
138774000004,75,45
105935800004,9999,46
101862200004,9999,46
100723100004,9999,46
180192500004,9999,46
104004500004,9999,46
100806100004,9999,46
101751300004,9999,46
103671100004,9999,46
102604300004,9999,46
104150400004,9999,46
101281700004,9999,46
102984900004,9999,46
180874200004,9999,46
184743100004,9999,46
185468900004,9999,46
105386200004,9998,46
103230000004,75,46
104088000004,75,46
101203500004,75,46
101410700004,75,46
103542500004,75,46
104478300004,75,46
103485900004,75,46
105823600004,75,46
102719000004,75,46
105161900004,75,46
105073700004,75,46
100503000004,75,46
101160900004,75,46
104210600004,75,46
104877300004,75,46
100105800004,75,46
103292100004,75,46
100364000004,75,46
101327000004,75,46
102983100004,75,46
103433900004,75,46
183781100004,75,46
100524100004,75,46
105313700004,75,46
104740100004,75,46
100716600004,75,46
101668700004,75,46
102571000004,75,46
100091100004,75,46
102803700004,75,46
102389100004,75,46
101178200004,75,46
103565900004,75,46
103671400004,75,46
100477400004,75,46
100709800004,75,46
103932000004,75,46
103718800004,75,46
103509900004,75,46
104147300004,75,46
105888600004,75,46
101935700004,75,46
104936500004,75,46
100774100004,75,46
105668700004,75,46
138550200004,75,46
100481400004,75,46
105051100004,75,46
101701600004,75,46
105955000004,75,46
100380100004,75,46
104590600004,75,46
105453600004,75,46
105497700004,75,46
104959700004,75,46
135210100004,75,46
102657300004,75,46
135137400004,75,46
104806400004,75,46
103149300004,75,46
103130200004,75,46
104090300004,75,46
102521300004,75,46
103790900004,75,46
103684200004,75,46
101870000004,75,46
103424700004,75,46
100050600032,75,46
104739700004,75,46
101340200004,75,46
104139500004,75,46
105572600004,75,46
104330800004,75,46
104067700004,75,46
102476600004,75,46
101282300004,75,46
101228100004,75,46
103172800004,75,46
103717100004,75,46
101655300004,75,46
100164100004,75,46
103023000004,75,46
102330900004,75,46
139375100004,75,46
104099600004,75,46
102748500004,75,46
101650500004,75,46
100317600004,75,46
135706200004,75,46
135985100004,75,46
100841500004,75,46
104932900004,75,46
102790300004,75,46
101623500004,75,46
105907500004,75,46
100571800004,75,46
101959400004,75,46
100834600004,75,46
105411300004,75,46
105308600004,75,46
105818200004,75,46
103080300004,75,46
103680600004,75,46
103083400004,75,46
100569500004,75,46
104380100004,75,46
102869600004,75,46
181373800004,75,46
103751100004,75,46
104371100004,75,46
100593000004,75,46
100106400004,75,46
100878600004,75,46
100257800004,75,46
137421100004,75,46
101184900004,75,46
102549900004,75,46
105268900004,75,46
135942100004,75,46
135576600004,75,46
139527700004,75,46
134676500004,75,46
137878500004,75,46
104499800004,75,46
134187700004,75,46
134773900004,75,46
139906900004,75,46
105526400004,75,46
134330100004,75,46
135967700004,75,46
138366400004,75,46
137747700004,75,46
135969600004,75,46
135035600004,75,46
140141700004,75,46
105252200004,75,46
100818800004,75,46
105699500004,75,46
135263500004,75,46
136083000004,75,46
140498500004,75,46
135387500004,75,46
104275600004,75,46
134082500004,75,46
136309000004,75,46
134804300004,75,46
137898400004,75,46
138299800004,75,46
138490300004,75,46
139403900004,75,46
140294600004,75,46
137480000004,75,46
134656100004,75,46
137980400004,75,46
138113200004,75,46
137319300004,75,46
138890900004,75,46
134181400004,75,46
105484700004,75,46
137640800004,75,46
100615100004,75,46
134926500004,75,46
137283800004,75,46
138373400004,75,46
138514400004,75,46
135837000004,75,46
104335700004,75,46
140564200004,75,46
140614800004,75,46
137802000004,75,46
137561300004,75,46
140369400004,75,46
137461500004,75,46
103230700004,75,46
138193900004,75,46
104166700004,75,46
105406400004,75,46
103292900004,75,46
134654700004,75,46
104435600004,9999,47
102667000004,9999,47
101657500004,9999,47
182969100004,9999,47
183070100004,9999,47
100629600004,9999,47
184713600004,9999,47
180377300004,9999,47
185565600004,9999,47
185592500004,9999,47
183504900004,9999,47
185169600004,9999,47
186000000004,9999,47
103567500004,9998,47
184312500004,9998,47
101077600004,75,47
104983600004,75,47
102907700004,75,47
103554100004,75,47
101088100004,75,47
105427200004,75,47
105581500004,75,47
100884700004,75,47
104603200004,75,47
100471800004,75,47
101206000004,75,47
104821000004,75,47
100598600004,75,47
102467000004,75,47
101295600004,75,47
101699400004,75,47
100554400004,75,47
101794700004,75,47
101682300004,75,47
102337100004,75,47
103882000004,75,47
105910400004,75,47
105514700004,75,47
105194500004,75,47
104008900004,75,47
105619200004,75,47
105518700004,75,47
140408900004,75,47
102564300004,75,47
102856700004,75,47
102820800004,75,47
102414600004,75,47
105139700004,75,47
105255300004,75,47
102797900004,75,47
102224400004,75,47
102288400004,75,47
102110000004,75,47
105206200004,75,47
103013800004,75,47
103073500004,75,47
102849700004,75,47
102850500004,75,47
100641400004,75,47
103400200004,75,47
103376600004,75,47
104906300004,75,47
102229900004,75,47
104069000004,75,47
103227100004,75,47
104706900004,75,47
104920600004,75,47
104429700004,75,47
104042200004,75,47
101929700004,75,47
104640300004,75,47
102747500004,75,47
105083900004,75,47
104199100004,75,47
106007300004,75,47
105946300004,75,47
104735000004,75,47
105826900004,75,47
105465200004,75,47
100034200006,75,47
138633100004,75,47
136517600004,75,47
104621900004,75,47
102232800004,75,47
102419500004,75,47
103618600004,75,47
103749800004,75,47
183508600004,75,47
104793000004,75,47
104071800004,75,47
103229700004,75,47
103632000004,75,47
102524700004,75,47
139601900004,75,47
104216100004,75,47
102875100004,75,47
101539100004,75,47
105929200004,75,47
105861200004,75,47
105890600004,75,47
105022400004,75,47
100029700138,75,47
100549600004,75,47
100543600004,75,47
135530100004,75,47
136799400004,75,47
137284100004,75,47
137304500004,75,47
137484600004,75,47
136848800004,75,47
102619100004,75,47
100897600004,75,47
104862100004,75,47
104507600004,75,47
102701600004,75,47
104203900004,75,47
104464900004,75,47
180549600004,75,47
104824000004,75,47
102982600004,75,47
101597400004,75,47
101725500004,75,47
101220800004,75,47
101787700004,75,47
101624100004,75,47
101451600004,75,47
101801500004,75,47
101823000004,75,47
105374900004,75,47
100652200004,75,47
100754200004,75,47
102231900004,75,47
100608900004,75,47
100727200004,75,47
102692900004,75,47
101821600004,75,47
101180100004,75,47
105646700004,75,47
105412700004,75,47
102147200004,75,47
102416000004,75,47
101946500004,75,47
104195000004,75,47
103448100004,75,47
102877300004,75,47
103576400004,75,47
104229200004,75,47
104980500004,75,47
104136100004,75,47
138257500004,75,47
103726800004,75,47
103975100004,75,47
104005500004,75,47
103112200004,75,47
104700700004,75,47
103622700004,75,47
102971800004,75,47
103178800004,75,47
101016400004,75,47
100098000004,75,47
100463000004,75,47
100889500004,75,47
105791200004,75,47
100819800004,75,47
102828800004,75,47
102827600004,75,47
102298600004,75,47
100856300004,75,47
100911200004,75,47
100393800004,75,47
101086800004,75,47
101195200004,75,47
