Sky Reference Number - Outlet,Total Weighting,Territory Code
100106200004,9999,46
100723100004,9999,46
100806100004,9999,46
101281700004,9999,46
101862200004,9999,46
102984900004,9999,46
103671100004,9999,46
104004500004,9999,46
105935800004,9999,46
180874200004,9999,46
185468900004,9999,46
105386200004,9998,46
100106200004,75,46
100106400004,75,46
100107700004,75,46
100164100004,75,46
100265800004,75,46
100316400004,75,46
100317600004,75,46
100524100004,75,46
100533100004,75,46
100571800004,75,46
100593900004,75,46
100698000004,75,46
100705200004,75,46
100709800004,75,46
100723100004,75,46
100806100004,75,46
100834600004,75,46
100878600004,75,46
100905500004,75,46
101132100004,75,46
101171300004,75,46
101228100004,75,46
101281700004,75,46
101464800004,75,46
101650500004,75,46
101701600004,75,46
101862200004,75,46
101879800004,75,46
101919000004,75,46
101920100004,75,46
101995300004,75,46
102210500004,75,46
102212100004,75,46
102345600004,75,46
102351800004,75,46
102387900004,75,46
102402200004,75,46
102468200004,75,46
102478700004,75,46
102479600004,75,46
102521300004,75,46
102604300004,75,46
102613800004,75,46
102803700004,75,46
102821200004,75,46
102858800004,75,46
102968800004,75,46
102983100004,75,46
102984900004,75,46
103072500004,75,46
103130200004,75,46
103292100004,75,46
103292900004,75,46
103310300004,75,46
103413400004,75,46
103517500004,75,46
103588900004,75,46
103668100004,75,46
103671100004,75,46
103717100004,75,46
103974100004,75,46
104004500004,75,46
104302700004,75,46
104371100004,75,46
104539000004,75,46
104723000004,75,46
104740100004,75,46
104903800004,75,46
104914500004,75,46
105268900004,75,46
105314200004,75,46
105411300004,75,46
105487000004,75,46
105497700004,75,46
105652900004,75,46
105797100004,75,46
105864700004,75,46
105907500004,75,46
105935800004,75,46
134181400004,75,46
134490800004,75,46
134778200004,75,46
138366400004,75,46
139527700004,75,46
180438500004,75,46
180510700004,75,46
180510900004,75,46
180874200004,75,46
181373800004,75,46
181459100004,75,46
182239200004,75,46
182309900004,75,46
182434200004,75,46
182507400004,75,46
182557700004,75,46
182752200004,75,46
182852800004,75,46
182891600004,75,46
183152700004,75,46
183208900004,75,46
183493800004,75,46
183521800004,75,46
183526400004,75,46
183527700004,75,46
183670600004,75,46
183781100004,75,46
183903800004,75,46
183960200004,75,46
184049300004,75,46
184079200004,75,46
184261300004,75,46
184305500004,75,46
184365700004,75,46
184371700004,75,46
184551200004,75,46
184553700004,75,46
184609700004,75,46
184631600004,75,46
184642600004,75,46
184646400004,75,46
184650600004,75,46
184693900004,75,46
184709700004,75,46
185114900004,75,46
185147400004,75,46
185148700004,75,46
185178900004,75,46
185206200004,75,46
185255800004,75,46
185312100004,75,46
185374600004,75,46
185375400004,75,46
185411300004,75,46
185465900004,75,46
185468900004,75,46
185469600004,75,46
185470700004,75,46
185554100004,75,46
185751400004,75,46
185773500004,75,46
185778700004,75,46
185822800004,75,46
183686500004,10,46
182957300004,7,46
182997900004,7,46
100025800127,0,46
100025800136,0,46
100025800137,0,46
100050600032,0,46
100051700071,0,46
100089500004,0,46
100089800004,0,46
100091100004,0,46
100105700004,0,46
100105800004,0,46
100164100004,0,46
100174800004,0,46
100192100004,0,46
100204400004,0,46
100257700004,0,46
100257800004,0,46
100265800004,0,46
100265900004,0,46
100316400004,0,46
100317600004,0,46
100364000004,0,46
100376100004,0,46
100380100004,0,46
100409200004,0,46
100456200004,0,46
100477400004,0,46
100481400004,0,46
100503000004,0,46
100512300004,0,46
100524100004,0,46
100569500004,0,46
100571800004,0,46
100593000004,0,46
100615100004,0,46
100670400004,0,46
100688800004,0,46
100698000004,0,46
100708400004,0,46
100710800004,0,46
100716600004,0,46
100733900004,0,46
100739700004,0,46
100743300004,0,46
100629600004,9999,47
101657500004,9999,47
102667000004,9999,47
104435600004,9999,47
180377300004,9999,47
182969100004,9999,47
184713600004,9999,47
185169600004,9999,47
185565600004,9999,47
185592500004,9999,47
186000000004,9999,47
102371900004,9998,47
102628100004,9998,47
100276200004,75,47
100441000004,75,47
100496400004,75,47
100503400004,75,47
100556600004,75,47
100578400004,75,47
100629600004,75,47
100639900004,75,47
100884700004,75,47
101016400004,75,47
101114500004,75,47
101196300004,75,47
101200700004,75,47
101202300004,75,47
101241700004,75,47
101514700004,75,47
101606800004,75,47
101794700004,75,47
101817000004,75,47
101823000004,75,47
101946500004,75,47
101992700004,75,47
102021100004,75,47
102119800004,75,47
102120300004,75,47
102215200004,75,47
102246800004,75,47
102307800004,75,47
102328100004,75,47
102413600004,75,47
102416000004,75,47
102419900004,75,47
102524700004,75,47
102564300004,75,47
102667000004,75,47
102692900004,75,47
102709000004,75,47
102799900004,75,47
102849700004,75,47
102858600004,75,47
102877300004,75,47
102982600004,75,47
103006200004,75,47
103023600004,75,47
103066800004,75,47
103438800004,75,47
103483900004,75,47
103552400004,75,47
103584100004,75,47
103616200004,75,47
103866900004,75,47
103874200004,75,47
104008900004,75,47
104071800004,75,47
104087800004,75,47
104126600004,75,47
104199100004,75,47
104203900004,75,47
104229200004,75,47
104268100004,75,47
104302600004,75,47
104425800004,75,47
104435600004,75,47
104486200004,75,47
104587900004,75,47
104645500004,75,47
104906300004,75,47
104954300004,75,47
105030300004,75,47
105073900004,75,47
105255300004,75,47
105329400004,75,47
105357500004,75,47
105479300004,75,47
105518700004,75,47
105566600004,75,47
105600500004,75,47
105702700004,75,47
105764800004,75,47
105803700004,75,47
134877300004,75,47
135812800004,75,47
136510500004,75,47
136741500004,75,47
137988900004,75,47
138257500004,75,47
138799300004,75,47
139609900004,75,47
180371500004,75,47
180377300004,75,47
180542700004,75,47
180555700004,75,47
180568300004,75,47
180754000004,75,47
181136700004,75,47
181142700004,75,47
181163500004,75,47
181189900004,75,47
181464000004,75,47
181509800004,75,47
181937400004,75,47
181939300004,75,47
182043000004,75,47
182078900004,75,47
182338800004,75,47
182526000004,75,47
