Sky Reference Number - Outlet,Total Weighting,Territory Code
100017200110,30,40
100017200126,30,40
100017200165,30,40
100017200205,30,40
100042600117,30,40
100137800004,30,40
100314300004,30,40
100449800004,30,40
100505400004,30,40
100591900004,30,40
100599800004,30,40
100767100004,30,40
101049400004,30,40
101217800004,30,40
101728900004,30,40
102121100004,30,40
103036300004,30,40
103362800004,30,40
103497200004,30,40
103809100004,30,40
104117500004,30,40
104655600004,30,40
106316400004,30,40
106439800004,30,40
106496300004,30,40
106549100004,30,40
106769900004,30,40
106961500004,30,40
107022900004,30,40
107236900004,30,40
107414500004,30,40
107459700004,30,40
107732000004,30,40
108923400004,30,40
109918800004,30,40
110649000004,30,40
110913000004,30,40
110914100004,30,40
110956100004,30,40
111016600004,30,40
111223600004,30,40
111282900004,30,40
111698900004,30,40
111946900004,30,40
111975900004,30,40
111990100004,30,40
112130800004,30,40
112168400004,30,40
112315200004,30,40
113774700004,30,40
114228400004,30,40
115110700004,30,40
115173600004,30,40
115654700004,30,40
115812100004,30,40
115904900004,30,40
100623000004,9999,41
100643500004,9999,41
101553800004,9999,41
120357900004,9999,41
131029000004,9999,41
180562700004,9999,41
180820000004,9999,41
181349800004,9999,41
183966900004,9999,41
184287800004,9999,41
184668000004,9999,41
185046400004,9999,41
185156100004,9999,41
140978600004,9998,41
140978600004,9998,41
182302700004,9998,41
184254400004,9998,41
100013300030,75,41
100018800005,75,41
101997200004,75,41
103398200004,75,41
103926400004,75,41
104218500004,75,41
104335500004,75,41
105104600004,75,41
111217100004,75,41
112003400004,75,41
132667100004,75,41
132681500004,75,41
134639100004,75,41
140401700004,75,41
140542700004,75,41
141237800004,75,41
141250100004,75,41
141953600004,75,41
180113200004,75,41
180595400050,75,41
180789800004,75,41
180898800004,75,41
181362000004,75,41
181400103140,75,41
181430400004,75,41
181946500004,75,41
182230200004,75,41
182346400004,75,41
182683100011,75,41
182698700004,75,41
182769000004,75,41
182799200004,75,41
183507500199,75,41
183678400004,75,41
183679200004,75,41
183694100004,75,41
183793800004,75,41
183873100004,75,41
184172700004,75,41
184405400004,75,41
184427200004,75,41
184935000004,75,41
185034200004,75,41
185920500004,75,41
107042400004,49,41
128916000004,42,41
100042600108,40,41
101465400004,40,41
104032900004,40,41
105139400004,40,41
105790300004,40,41
105857900004,40,41
110757200004,40,41
125570800004,40,41
129920800004,40,41
132698700004,40,41
134076300004,40,41
134782400004,40,41
134903100004,40,41
136481200004,40,41
142418700004,40,41
142505100004,40,41
142678500004,40,41
181261700004,40,41
102645700004,37,41
103169800004,37,41
112923600004,37,41
114342800004,37,41
116265900004,37,41
116917800004,37,41
129704400004,37,41
135477900004,37,41
140055000004,37,41
140152800004,37,41
142129200004,37,41
103414900004,35,41
106769100004,35,41
109247600004,35,41
112074500004,35,41
119904900004,35,41
123215000004,35,41
133044000004,35,41
135769600004,35,41
139430000004,35,41
140125100004,35,41
141559500004,35,41
101790800004,32,41
117541200004,32,41
120394100004,32,41
100011700138,30,41
100013300056,30,41
100014700072,30,41
100014700085,30,41
100017200072,30,41
100017200244,30,41
100017200407,30,41
100017400026,30,41
100017600012,30,41
100017600027,30,41
100032400032,30,41
100050700623,30,41
100059300018,30,41
100059300032,30,41
100060800020,30,41
101089000004,30,41
101261100004,30,41
101493600004,30,41
101745900004,30,41
102167400004,30,41
