Sky Reference Number - Outlet,Total Weighting,Territory Code
142384100004,25,27
116291700004,22,27
132396800004,22,27
100022400066,20,27
100946300004,20,27
100949800004,20,27
101882800004,20,27
103336100004,20,27
104032500004,20,27
105170100004,20,27
106048800004,20,27
106876700004,20,27
107146300004,20,27
107561600004,20,27
108139200004,20,27
110405900004,20,27
111122900004,20,27
114223800004,20,27
116144900004,20,27
116592800004,20,27
120466700004,20,27
121738200004,20,27
121819900004,20,27
121950000004,20,27
122709300004,20,27
122773600004,20,27
123620900004,20,27
124089400004,20,27
124920900004,20,27
125207600004,20,27
125598500004,20,27
126501000004,20,27
127473200004,20,27
127554900004,20,27
128818800004,20,27
129089100004,20,27
130485000004,20,27
132269700004,20,27
134712300004,20,27
136321400004,20,27
136614600004,20,27
137121600004,20,27
137146600004,20,27
139101600004,20,27
139639700004,20,27
141515700004,20,27
141727200004,20,27
141978400004,20,27
142265100004,20,27
142423700004,20,27
142595400004,20,27
180807600004,20,27
104489300004,9999,28
104777300004,9999,28
120215400004,9999,28
121097300004,9999,28
130510800004,9999,28
180281400004,9999,28
181407400004,9999,28
182220900004,9999,28
184436800004,9999,28
185015600004,9999,28
185314000004,9999,28
109252500004,9998,28
100050700801,75,28
105171400004,75,28
105185700004,75,28
111169000004,75,28
112174600004,75,28
129732600004,75,28
180740800004,75,28
180955500004,75,28
180962800004,75,28
182304100004,75,28
182371500004,75,28
182725800004,75,28
183067600004,75,28
183110700004,75,28
183171000004,75,28
183507500083,75,28
183507500095,75,28
183724400004,75,28
183846300004,75,28
184293200004,75,28
184362800004,75,28
184561400004,75,28
184706000004,75,28
185022000004,75,28
100808000004,47,28
105748500004,47,28
105805200004,47,28
120097000004,47,28
120516500004,47,28
134592200004,47,28
136577600004,47,28
142078800004,47,28
115912000004,42,28
100038900005,40,28
100038900010,40,28
100050700210,40,28
100125600004,40,28
101867300004,40,28
102623700004,40,28
107612200004,40,28
108020400004,40,28
111448000004,40,28
119908000004,40,28
122088500004,40,28
127908400004,40,28
129452600004,40,28
134136300004,40,28
134792500004,40,28
139263500004,40,28
182233000004,40,28
100372100004,37,28
103143400004,37,28
103983100004,37,28
108964400004,37,28
111444600004,37,28
117269000004,37,28
121968700004,37,28
123586000004,37,28
124170500004,37,28
127062900004,37,28
130249600004,37,28
131750800004,37,28
137846400004,37,28
101492800004,35,28
101561800004,35,28
113324400004,35,28
133133400004,35,28
184274900004,35,28
114109600004,32,28
126741600004,32,28
100021700042,30,28
100023300011,30,28
100436300004,30,28
100462800004,30,28
100941400004,30,28
101023300004,30,28
101231800004,30,28
101261000004,30,28
101554600004,30,28
101612600004,30,28
102707200004,30,28
102806200004,30,28
103348900004,30,28
103361500004,30,28
103375000004,30,28
103508200004,30,28
104007800004,30,28
104395000004,30,28
105209900004,30,28
105437900004,30,28
105508900004,30,28
106244400004,30,28
106305400004,30,28
106373800004,30,28
106967700004,30,28
107032100004,30,28
107127500004,30,28
107397900004,30,28
108875200004,30,28
110029300004,30,28
110787000004,30,28
110805600004,30,28
110899600004,30,28
111445900004,30,28
111651900004,30,28
112114500004,30,28
112246500004,30,28
112346400004,30,28
112612300004,30,28
113735900004,30,28
114206100004,30,28
115490900004,30,28
116237700004,30,28
116512000004,30,28
117699900004,30,28
118045500004,30,28
118326400004,30,28
118472300004,30,28
119193800004,30,28
119218600004,30,28
120083200004,30,28
120102500004,30,28
120343300004,30,28
121175200004,30,28
121667400004,30,28
121876700004,30,28
122742100004,30,28
122911200004,30,28
122932600004,30,28
123089900004,30,28
123135600004,30,28
