Sky Ref Number,Weighting Value,Territory
185291300004,9998,1
102353800004,9999,1
126231100004,9999,1
180879600004,9999,1
183838300004,100,1
100452600004,90,1
101725000004,90,1
101918100004,90,1
181188600004,90,1
186483500004,90,1
100336900004,85,1
102905800004,85,1
102993200004,85,1
103085400004,85,1
103294100004,85,1
103461200004,85,1
104111900004,85,1
105518900004,85,1
105770500004,85,1
117289400004,85,1
118725500004,85,1
138171400004,85,1
182279200004,85,1
137627900004,80,1
181254200004,80,1
182857100004,80,1
100156500004,75,1
100251000004,75,1
100267000004,75,1
100303000004,75,1
100306800004,75,1
100314000004,75,1
100357500004,75,1
100386800004,75,1
100431500004,75,1
100474900004,75,1
100487200004,75,1
100523600004,75,1
100606400004,75,1
100608400004,75,1
100640400004,75,1
100765200004,75,1
100773700004,75,1
100838600004,75,1
100919300004,75,1
101100100004,75,1
101226500004,75,1
101525800004,75,1
101731800004,75,1
101816100004,75,1
101923900004,75,1
101948600004,75,1
101990400004,75,1
102057700004,75,1
102181700004,75,1
102703800004,75,1
102782600004,75,1
102819900004,75,1
103058500004,75,1
103183000004,75,1
103460900004,75,1
103514500004,75,1
104201000004,75,1
104492500004,75,1
104539100004,75,1
104590900004,75,1
104642200004,75,1
104654100004,75,1
104678100004,75,1
105150200004,75,1
105175700004,75,1
105382100004,75,1
105740400004,75,1
105771100004,75,1
105801400004,75,1
105985600004,75,1
107090100004,75,1
109886400004,75,1
115175000004,75,1
119594600004,75,1
122016600004,75,1
122644000004,75,1
123875800004,75,1
124610800004,75,1
125016000004,75,1
125681500004,75,1
130116300004,75,1
130225500004,75,1
130744700004,75,1
132683600004,75,1
133464800004,75,1
133486300004,75,1
136309600004,75,1
136326200004,75,1
136876100004,75,1
136896000004,75,1
137113400004,75,1
137123500004,75,1
137294500004,75,1
137544600004,75,1
137877300004,75,1
137938500004,75,1
138058400004,75,1
138071500004,75,1
138270500004,75,1
138320200004,75,1
138854000004,75,1
140587000004,75,1
140748200004,75,1
180497300004,75,1
180596600004,75,1
181763700004,75,1
181901200004,75,1
181908000004,75,1
182307600004,75,1
182321800004,75,1
182327000004,75,1
182631800004,75,1
183059100004,75,1
183676800004,75,1
183808100004,75,1
184048000004,75,1
184070500004,75,1
184293000004,75,1
184307600004,75,1
184546000004,75,1
185082200004,75,1
186096000004,75,1
100429700004,70,1
100561400004,70,1
100631500004,70,1
100934700004,70,1
101453100004,70,1
101546800004,70,1
102751300004,70,1
102837600004,70,1
102852700004,70,1
102861000004,70,1
103387100004,70,1
103440500004,70,1
103674200004,70,1
104037100004,70,1
104795700004,70,1
106118100004,70,1
107050200004,70,1
107097500004,70,1
107491200004,70,1
111287000004,70,1
113918300004,70,1
114001500004,70,1
118631900004,70,1
122454700004,70,1
122743900004,70,1
123874200004,70,1
128802300004,70,1
131646400004,70,1
132773500004,70,1
136203300004,70,1
136310400004,70,1
136326800004,70,1
137847600004,70,1
137851800004,70,1
138133500004,70,1
138244400004,70,1
138651900004,70,1
138955300004,70,1
180725400004,70,1
182894700004,70,1
183959600004,70,1
100320400004,65,1
100599000004,65,1
100714400004,65,1
102160100004,65,1
102409300004,65,1
104142400004,65,1
104504700004,65,1
104771600004,65,1
107058200004,65,1
107764900004,65,1
108569500004,65,1
111845300004,65,1
112081800004,65,1
113119900004,65,1
115587700004,65,1
115689500004,65,1
117527300004,65,1
119158100004,65,1
121255700004,65,1
127652200004,65,1
130785500004,65,1
131385800004,65,1
132297400004,65,1
132976200004,65,1
136711300004,65,1
137155100004,65,1
137248400004,65,1
138109700004,65,1
138218500004,65,1
138383900004,65,1
138928800004,65,1
183672100004,9998,2
184307900004,9998,2
110135000004,9999,2
118295900004,9999,2
122730400004,9999,2
100965600004,95,2
104787600004,95,2
180810900004,95,2
102175300004,90,2
103832900004,90,2
104030200004,90,2
104455700004,90,2
100760100004,85,2
100885800004,85,2
102161300004,85,2
102171700004,85,2
102241300004,85,2
102247800004,85,2
102849300004,85,2
103406100004,85,2
125112600004,85,2
135885700004,85,2
136413800004,85,2
140063600004,85,2
141249600004,85,2
183554700004,85,2
101700700004,80,2
103340700004,80,2
131343500004,80,2
132162800004,80,2
141824300004,80,2
100288500004,75,2
100309800004,75,2
100321400004,75,2
100353400004,75,2
100520100004,75,2
100598100004,75,2
100668300004,75,2
100781500004,75,2
100954100004,75,2
100964500004,75,2
101043400004,75,2
101096700004,75,2
101113900004,75,2
101130300004,75,2
101162500004,75,2
101230100004,75,2
101677000004,75,2
101722100004,75,2
101733100004,75,2
101799100004,75,2
101815800004,75,2
101987800004,75,2
102010600004,75,2
102057500004,75,2
102172600004,75,2
102254400004,75,2
102409700004,75,2
102629000004,75,2
102784000004,75,2
102789000004,75,2
102924200004,75,2
102975800004,75,2
103259800004,75,2
103497400004,75,2
103857200004,75,2
104405700004,75,2
104690600004,75,2
104734000004,75,2
104787200004,75,2
104804800004,75,2
104816000004,75,2
104979900004,75,2
105076600004,75,2
105179600004,75,2
105462800004,75,2
105555900004,75,2
105751200004,75,2
105883100004,75,2
107074400004,75,2
109559500004,75,2
111568700004,75,2
111915200004,75,2
115086500004,75,2
115361600004,75,2
116224800004,75,2
116625900004,75,2
116939300004,75,2
121080400004,75,2
121201400004,75,2
122362700004,75,2
123899000004,75,2
125310200004,75,2
125457900004,75,2
129372400004,75,2
136017100004,75,2
136307200004,75,2
136320800004,75,2
136725800004,75,2
136834900004,75,2
136878500004,75,2
136886500004,75,2
137005200004,75,2
137047600004,75,2
137160000004,75,2
138335000004,75,2
138382400004,75,2
138448800004,75,2
138480000004,75,2
138590000004,75,2
138684200004,75,2
138685100004,75,2
138773100004,75,2
138776500004,75,2
138781600004,75,2
138863100004,75,2
140254000004,75,2
140811000004,75,2
141069500004,75,2
141447100004,75,2
142131500004,75,2
180578200004,75,2
180602200004,75,2
180879400004,75,2
180951700004,75,2
182549200004,75,2
182739200004,75,2
182959900004,75,2
183018700004,75,2
183146500004,75,2
183657600004,75,2
183745400004,75,2
184206800004,75,2
184304000004,75,2
184309000004,75,2
184379200004,75,2
184396900004,75,2
184442800004,75,2
184483400004,75,2
184662400004,75,2
185036300004,75,2
185074500004,75,2
185527900004,75,2
186106000004,75,2
186135500004,75,2
186538700004,75,2
101243900004,70,2
101346600004,70,2
101635400004,70,2
101651000004,70,2
101691500004,70,2
102644300004,70,2
102693800004,70,2
102836500004,70,2
103516600004,70,2
104153400004,70,2
104251800004,70,2
104738800004,70,2
105419600004,70,2
105732200004,70,2
106546600004,70,2
106738900004,70,2
106912600004,70,2
106975600004,70,2
107064000004,70,2
107514200004,70,2
111719600004,70,2
117090800004,70,2
117318100004,70,2
117575100004,70,2
119476400004,70,2
120217000004,70,2
122361900004,70,2
122761700004,70,2
126077900004,70,2
129211600004,70,2
129733600004,70,2
130359100004,70,2
135680200004,70,2
135837800004,70,2
135921000004,70,2
136057000004,70,2
136118400004,70,2
137001100004,70,2
137515100004,70,2
137547300004,70,2
138067300004,70,2
138154400004,70,2
138657200004,70,2
140173600004,70,2
141823900004,70,2
180128000004,70,2
182380100004,70,2
183515600004,70,2
186620100004,70,2
100460200004,65,2
101629700004,65,2
104177400004,65,2
104781900004,65,2
105324800004,65,2
183751300004,100,3
184725200004,100,3
101248300004,85,3
101715200004,85,3
103472700004,85,3
180508200004,85,3
184512800004,85,3
185336700004,85,3
100179300004,80,3
184789600004,80,3
101154600004,75,3
101273300004,75,3
101697500004,75,3
101702000004,75,3
101747700004,75,3
101777200004,75,3
101929400004,75,3
102203300004,75,3
102277500004,75,3
102845900004,75,3
102899600004,75,3
103197800004,75,3
103227700004,75,3
103289800004,75,3
103521600004,75,3
103950000004,75,3
104109700004,75,3
104132500004,75,3
104416400004,75,3
104417300004,75,3
104926400004,75,3
105300700004,75,3
105674900004,75,3
105692200004,75,3
105859300004,75,3
105881300004,75,3
105950800004,75,3
105971000004,75,3
108577600004,75,3
110654300004,75,3
118696600004,75,3
120050200004,75,3
120896600004,75,3
121053300004,75,3
125936500004,75,3
126833400004,75,3
130312400004,75,3
132535400004,75,3
133137800004,75,3
136585700004,75,3
136656900004,75,3
136994100004,75,3
137361300004,75,3
137581300004,75,3
141254300004,75,3
181619200004,75,3
181625300004,75,3
181942000004,75,3
182192100004,75,3
182668300004,75,3
182731100004,75,3
183872800004,75,3
184244300004,75,3
184254500004,75,3
184288000004,75,3
184296900004,75,3
184412000004,75,3
184442900004,75,3
184483700004,75,3
184615900004,75,3
184617300004,75,3
186168300004,75,3
101052000004,70,3
101080800004,70,3
102486100004,70,3
103545100004,70,3
105034500004,70,3
105083600004,70,3
105295500004,70,3
105357200004,70,3
124367100004,70,3
181626600004,70,3
182413100004,70,3
183720700004,70,3
100806400004,65,3
106553200004,65,3
108742200004,65,3
118311900004,65,3
125942000004,65,3
137095800004,65,3
137335300004,65,3
100127200004,60,3
100404100004,60,3
100416500004,60,3
100423900004,60,3
100437200004,60,3
100475200004,60,3
100481900004,60,3
100484500004,60,3
100566300004,60,3
100858900004,60,3
100935200004,60,3
100966900004,60,3
101079700004,60,3
101103500004,60,3
101120100004,60,3
101190900004,60,3
101317400004,60,3
101362200004,60,3
101388700004,60,3
101412100004,60,3
101559800004,60,3
101691700004,60,3
101745100004,60,3
101761900004,60,3
101981300004,60,3
102097300004,60,3
102225200004,60,3
102288000004,60,3
102398700004,60,3
102548000004,60,3
102598400004,60,3
102603000004,60,3
102673900004,60,3
103297900004,60,3
103336900004,60,3
103367300004,60,3
103460300004,60,3
103569000004,60,3
103762900004,60,3
103777400004,60,3
103922600004,60,3
104073600004,60,3
104116900004,60,3
104190500004,60,3
104326500004,60,3
104329000004,60,3
104419000004,60,3
104462200004,60,3
104718700004,60,3
104730400004,60,3
104794200004,60,3
104890400004,60,3
104953500004,60,3
105337100004,60,3
105366600004,60,3
105441300004,60,3
105474300004,60,3
105554300004,60,3
105594200004,60,3
105597900004,60,3
105755700004,60,3
105927400004,60,3
105936000004,60,3
106062100004,60,3
106176900004,60,3
106221500004,60,3
106304000004,60,3
106423400004,60,3
106519500004,60,3
106590000004,60,3
106758600004,60,3
106772400004,60,3
106779800004,60,3
106785400004,60,3
106891800004,60,3
107273800004,60,3
108047000004,60,3
108047400004,60,3
108225800004,60,3
108226100004,60,3
108314500004,60,3
108369000004,60,3
108383300004,60,3
108398800004,60,3
108446400004,60,3
108492100004,60,3
108509500004,60,3
108520500004,60,3
110372700004,60,3
110415200004,60,3
110543800004,60,3
110596700004,60,3
110608100004,60,3
110608900004,60,3
110610400004,60,3
110639400004,60,3
110659700004,60,3
110666800004,60,3
110681100004,60,3
110695500004,60,3
110717900004,60,3
110765200004,60,3
110831000004,60,3
110886400004,60,3
110896200004,60,3
111319100004,60,3
112056100004,60,3
112273200004,60,3
112273900004,60,3
103767800004,9998,4
101688000004,9999,4
103466100004,9999,4
104598600004,9999,4
104834200004,9999,4
105315300004,9999,4
105820100004,9999,4
106718100004,9999,4
106993000004,9999,4
107026200004,9999,4
107169400004,9999,4
111569900004,9999,4
111639500004,9999,4
116715900004,9999,4
117375800004,9999,4
118331200004,9999,4
118402000004,9999,4
118905500004,9999,4
120821000004,9999,4
120891100004,9999,4
122765900004,9999,4
122862600004,9999,4
124171500004,9999,4
124884500004,9999,4
126761500004,9999,4
102846900004,95,4
184230400004,95,4
184622000004,95,4
185365200004,95,4
138037600004,90,4
100393400004,85,4
100647000004,85,4
102384000004,85,4
104642400004,85,4
105250200004,85,4
105824900004,85,4
137704300004,85,4
138790300004,85,4
101166100004,80,4
104543100004,80,4
106739300004,80,4
120193900004,80,4
138756900004,80,4
182874100004,80,4
182985900004,80,4
185297300004,80,4
100149900004,75,4
100211700004,75,4
100426500004,75,4
100459600004,75,4
100536000004,75,4
100620200004,75,4
100852800004,75,4
100892900004,75,4
100983200004,75,4
101023400004,75,4
101083800004,75,4
101108600004,75,4
101377800004,75,4
101642800004,75,4
101649200004,75,4
101652600004,75,4
101710100004,75,4
101742800004,75,4
101759900004,75,4
101770700004,75,4
101802500004,75,4
101979200004,75,4
102191900004,75,4
102314800004,75,4
102636700004,75,4
102661400004,75,4
102709700004,75,4
102791200004,75,4
102867800004,75,4
102910400004,75,4
103286000004,75,4
103363800004,75,4
103366000004,75,4
103535000004,75,4
103582900004,75,4
103767400004,75,4
103775300004,75,4
103792700004,75,4
104040700004,75,4
104162400004,75,4
104206600004,75,4
104507400004,75,4
104584700004,75,4
104753900004,75,4
104769400004,75,4
105079100004,75,4
105158900004,75,4
105180100004,75,4
105275900004,75,4
105364000004,75,4
105766600004,75,4
105795100004,75,4
111275000004,75,4
111703900004,75,4
114118100004,75,4
114159200004,75,4
118402800004,75,4
119971800004,75,4
120987300004,75,4
122385400004,75,4
122866700004,75,4
122892100004,75,4
123844000004,75,4
124909600004,75,4
126055000004,75,4
126785300004,75,4
127488900004,75,4
