Sky Reference Number - Outlet,Total Weighting,Territory Code
141809800004,17,18
100927000004,15,18
103982300004,15,18
106222200004,15,18
106233900004,15,18
106352100004,15,18
121109200004,15,18
131138100004,15,18
133713300004,15,18
133922200004,15,18
142375400004,15,18
101973100004,10,18
109526500004,10,18
110204800004,10,18
113273600004,10,18
118765600004,10,18
124913500004,10,18
127046100004,10,18
132030400004,10,18
133451100004,10,18
134414800004,10,18
135563900004,10,18
136298100004,10,18
138761300004,10,18
181704800004,10,18
181726500004,10,18
103668300004,7,18
104424900004,7,18
114298700004,7,18
119010300004,7,18
120979900004,7,18
124532700004,7,18
127201800004,7,18
130394500004,7,18
183824100004,7,18
100050500029,5,18
104941600004,5,18
107142200004,5,18
118887700004,5,18
123637900004,5,18
129541100004,5,18
135901200004,5,18
141236500004,5,18
100355200004,0,18
100397600004,0,18
100551000004,0,18
102493600004,0,18
105352400004,0,18
105626300004,0,18
100024600008,9999,19
100051400143,9999,19
100526000004,9999,19
101776800004,9999,19
102660400004,9999,19
103306700004,9999,19
112913100004,9999,19
122285100004,9999,19
135017800004,9999,19
135224100004,9999,19
135293900004,9999,19
182665700004,9999,19
184027000004,9999,19
184611400004,9999,19
134776000004,9998,19
100050700681,75,19
100485600004,75,19
100723000004,75,19
102674100004,75,19
103928100004,75,19
106068600004,75,19
106782100004,75,19
107623000004,75,19
110882900004,75,19
115948800004,75,19
120659700004,75,19
123921900004,75,19
132398100004,75,19
134577700004,75,19
136992100004,75,19
139658200004,75,19
180908200004,75,19
180936100004,75,19
182201400004,75,19
182549600004,75,19
183498100004,75,19
183657500004,75,19
183892200004,75,19
184249100004,75,19
184280300004,75,19
184839800004,75,19
127963000004,47,19
101442700004,40,19
107344400004,40,19
109087200004,40,19
111571700004,40,19
112327100004,40,19
112518100004,40,19
112699300004,40,19
115181300004,40,19
115181400004,40,19
116490000004,40,19
125922200004,40,19
126799900004,40,19
129389000004,40,19
129865100004,40,19
131477800004,40,19
131804000004,40,19
134731800004,40,19
139553900004,40,19
141478700004,40,19
142343300004,40,19
100024600010,37,19
100032400292,37,19
102964800004,37,19
104383100004,37,19
104418600004,37,19
105705300004,37,19
125535400004,37,19
131906700004,37,19
134448400004,37,19
135826100004,37,19
184973500004,37,19
101596200004,35,19
116321900004,35,19
133365900004,35,19
137407700004,35,19
100032400506,32,19
106605300004,32,19
123062500004,32,19
125028000004,32,19
100024600006,30,19
100032400058,30,19
100032400679,30,19
100036700011,30,19
100344300004,30,19
101494700004,30,19
101563900004,30,19
102590000004,30,19
104188700004,30,19
104194400004,30,19
104212900004,30,19
105919600004,30,19
106281200004,30,19
108453400004,30,19
109192400004,30,19
110666200004,30,19
110814900004,30,19
112135500004,30,19
113165800004,30,19
114157700004,30,19
115153500004,30,19
116002500004,30,19
116635500004,30,19
118274800004,30,19
119274200004,30,19
119744200004,30,19
119744600004,30,19
120292400004,30,19
120300300004,30,19
120356300004,30,19
122156900004,30,19
127187700004,30,19
128043200004,30,19
128256800004,30,19
129339500004,30,19
130208400004,30,19
132466500004,30,19
134967300004,30,19
135175200004,30,19
136475400004,30,19
138390100004,30,19
140066000004,30,19
140385500004,30,19
140813600004,30,19
140866000004,30,19
141400300004,30,19
141780000004,30,19
141838200004,30,19
141958800004,30,19
142024800004,30,19
142064600004,30,19
142184500004,30,19
180467600004,30,19
181901900004,30,19
182260600004,30,19
183125300004,30,19
117780000004,27,19
118666700004,27,19
131729800004,27,19
132076200004,27,19
183748800004,27,19
100339100004,25,19
100939800004,25,19
102930600004,25,19
108933600004,25,19
109452800004,25,19
110814500004,25,19
110973600004,25,19
111439600004,25,19
111995700004,25,19
112341600004,25,19
112590900004,25,19
115783600004,25,19
116002900004,25,19
117882000004,25,19
118860700004,25,19
119998400004,25,19
121526100004,25,19
122722900004,25,19
123147200004,25,19
124929900004,25,19
126001900004,25,19
126539600004,25,19
129523700004,25,19
129798700004,25,19
130752800004,25,19
130943600004,25,19
132035000004,25,19
132330600004,25,19
132503600004,25,19
133344400004,25,19
133800800004,25,19
136084900004,25,19
141590900004,25,19
142635300004,22,19
100248800004,20,19
100494800004,20,19
100749800004,20,19
100837000004,20,19
101084300004,20,19
101243700004,20,19
103851900004,20,19
104400300004,20,19
105114300004,20,19
106068200004,20,19
106081400004,20,19
106205900004,20,19
107344000004,20,19
110620300004,20,19
110740600004,20,19
113516700004,20,19
114695700004,20,19
114725900004,20,19
114939600004,20,19
115858300004,20,19
116814500004,20,19
117423500004,20,19
118654800004,20,19
118787700004,20,19
103832900004,9999,2
107097100004,9999,2
184750200004,9999,2
185527900004,9999,2
101705200004,9998,2
136131000004,9998,2
136131000004,9998,2
183514600004,9998,2
183514600004,9998,2
101037600004,9997,2
102849100004,9997,2
103406100004,9997,2
104690600004,9997,2
111228100004,9997,2
115663400004,9997,2
123899000004,9997,2
124424900004,9997,2
124910100004,9997,2
132610000004,9997,2
135885700004,9997,2
136728100004,9997,2
137001100004,9997,2
137146100004,9997,2
137972100004,9997,2
138132400004,9997,2
138773100004,9997,2
138986100004,9997,2
139068800004,9997,2
180157800004,9997,2
183803100004,9997,2
183861500004,9997,2
184058500004,9997,2
100025800104,75,2
100288500004,75,2
105217100004,75,2
105292500004,75,2
129652700004,75,2
131498300004,75,2
136965000004,75,2
138273300004,75,2
138685100004,75,2
180131200004,75,2
180765300004,75,2
180765500004,75,2
181305600004,75,2
181400100317,75,2
181510700004,75,2
182315400004,75,2
182571200004,75,2
182739300004,75,2
182927700004,75,2
183018700004,75,2
183424300004,75,2
183884900004,75,2
184032000004,75,2
184058500004,75,2
184206800004,75,2
184315100004,75,2
184390400040,75,2
184442800004,75,2
184572300004,75,2
184682700004,75,2
101012100004,40,2
101284600004,40,2
101656600004,40,2
102146100004,40,2
102629000004,40,2
102656600004,40,2
104177400004,40,2
104385900004,40,2
105419600004,40,2
105808000004,40,2
106912600004,40,2
106974000004,40,2
107047500004,40,2
107118900004,40,2
108212900004,40,2
111640300004,40,2
111718900004,40,2
115065900004,40,2
115340200004,40,2
115973000004,40,2
119032100004,40,2
119476400004,40,2
120217000004,40,2
122361900004,40,2
122747100004,40,2
127760300004,40,2
131587700004,40,2
131798600004,40,2
132059900004,40,2
135463100004,40,2
136423400004,40,2
136935700004,40,2
137515100004,40,2
138249500004,40,2
138588200004,40,2
139538500004,40,2
140973300004,40,2
180128000004,40,2
183901800004,40,2
116224800004,37,2
136307800004,37,2
183708500004,37,2
184594800004,37,2
105248400004,35,2
107088500004,35,2
109851500004,35,2
110135000004,35,2
121137900004,35,2
138778000004,35,2
100036500011,30,2
100036500023,30,2
100244500004,30,2
100309800004,30,2
100430400004,30,2
100537900004,30,2
100573100004,30,2
100644300004,30,2
100991000004,30,2
