Sky Ref Number,Weighting Value,Territory
101810700004,9998,1
102261100004,9998,1
183894700004,9998,1
186167300004,9998,1
186263100004,9998,1
186326600004,9998,1
186483500004,9998,1
101395500004,10002,1
102181700004,10002,1
102434800004,10002,1
103058500004,10002,1
103316300004,10002,1
104037100004,10002,1
128235400004,10002,1
128961200004,10002,1
138651900004,10002,1
182431900004,10002,1
182527100004,10002,1
105844900004,100,1
118525000004,99,1
128181900004,99,1
138249100004,99,1
181192900004,99,1
184024800004,99,1
101725000004,90,1
101918100004,90,1
100336900004,85,1
102905800004,85,1
102993200004,85,1
103294100004,85,1
103461200004,85,1
104111900004,85,1
105518900004,85,1
105770500004,85,1
117289400004,85,1
118725500004,85,1
138171400004,85,1
103422200004,80,1
181254200004,80,1
100156500004,75,1
100251000004,75,1
100303000004,75,1
100306800004,75,1
100314000004,75,1
100357500004,75,1
100559000004,75,1
100606400004,75,1
100608400004,75,1
100640400004,75,1
100765200004,75,1
100773700004,75,1
100838600004,75,1
101013500004,75,1
101064300004,75,1
101226500004,75,1
101731800004,75,1
101816100004,75,1
101844500004,75,1
101923900004,75,1
101948600004,75,1
102265400004,75,1
102703800004,75,1
102743900004,75,1
102782600004,75,1
103514500004,75,1
104201000004,75,1
104539100004,75,1
104642200004,75,1
104654100004,75,1
104678100004,75,1
105150200004,75,1
105175700004,75,1
105382100004,75,1
105771100004,75,1
105985600004,75,1
109886400004,75,1
115046300004,75,1
115175000004,75,1
119594600004,75,1
122016600004,75,1
122644000004,75,1
123875800004,75,1
124610800004,75,1
125016000004,75,1
130225500004,75,1
130744700004,75,1
132683600004,75,1
133464800004,75,1
133486300004,75,1
136221300004,75,1
136876100004,75,1
136896000004,75,1
136935200004,75,1
137026500004,75,1
137113400004,75,1
137123500004,75,1
137294500004,75,1
137544600004,75,1
137877300004,75,1
138058400004,75,1
138071500004,75,1
138270500004,75,1
138854000004,75,1
140748200004,75,1
180497300004,75,1
180596600004,75,1
181763700004,75,1
181901200004,75,1
181908000004,75,1
182307600004,75,1
182321800004,75,1
182327000004,75,1
182631800004,75,1
183808100004,75,1
184048000004,75,1
184070500004,75,1
184293000004,75,1
184307600004,75,1
184546000004,75,1
186096000004,75,1
186342500004,75,1
100561400004,70,1
100631500004,70,1
100934700004,70,1
101097700004,70,1
101546800004,70,1
101559700004,70,1
102837600004,70,1
102852700004,70,1
102861000004,70,1
103387100004,70,1
103440500004,70,1
103674200004,70,1
104795700004,70,1
106118100004,70,1
107050200004,70,1
107097500004,70,1
107491200004,70,1
111287000004,70,1
113918300004,70,1
114001500004,70,1
119959700004,70,1
122743900004,70,1
123874200004,70,1
128802300004,70,1
131646400004,70,1
132773500004,70,1
136203300004,70,1
136326800004,70,1
136708200004,70,1
137847600004,70,1
137851800004,70,1
138133500004,70,1
138244400004,70,1
138955300004,70,1
182894700004,70,1
183829500004,70,1
183959600004,70,1
100320400004,65,1
100599000004,65,1
100714400004,65,1
102160100004,65,1
102409300004,65,1
104142400004,65,1
104504700004,65,1
104771600004,65,1
107058200004,65,1
107764900004,65,1
108569500004,65,1
111845300004,65,1
112081800004,65,1
113119900004,65,1
115587700004,65,1
115689500004,65,1
117527300004,65,1
119158100004,65,1
121255700004,65,1
123415800004,65,1
127652200004,65,1
130785500004,65,1
131385800004,65,1
131548600004,65,1
132297400004,65,1
132976200004,65,1
136711300004,65,1
137155100004,65,1
137248400004,65,1
138383900004,65,1
138928800004,65,1
181424500004,65,1
183126100004,65,1
184533100004,65,1
100154700004,60,1
100270900004,60,1
100330100004,60,1
100373800004,60,1
100431500004,60,1
100495100004,60,1
100527600004,60,1
100565900004,60,1
100676800004,60,1
100711600004,60,1
100880200004,60,1
100940800004,60,1
101006100004,60,1
101059400004,60,1
101375000004,60,1
101404700004,60,1
101558300004,60,1
101699600004,60,1
101752100004,60,1
102048800004,60,1
102241000004,60,1
102268600004,60,1
102537200004,60,1
102713800004,60,1
102753300004,60,1
102755400004,60,1
100860100004,9998,2
101144900004,9998,2
102342500004,9998,2
138072500004,9998,2
180103200004,9998,2
181363300004,9998,2
182813500004,9998,2
182983500004,9998,2
183033100004,9998,2
185199500004,9998,2
186684700004,9998,2
186694400004,9998,2
100223300004,10002,2
100551500004,10002,2
102172600004,10002,2
103003100004,10002,2
103259800004,10002,2
104153400004,10002,2
104979900004,10002,2
111716900004,10002,2
114151300004,10002,2
115773300004,10002,2
116224800004,10002,2
124772700004,10002,2
129186300004,10002,2
136322200004,10002,2
137314200004,10002,2
142131500004,10002,2
180578200004,10002,2
180879400004,10002,2
181312200004,10002,2
183087200004,10002,2
186533800004,10002,2
186620100004,10002,2
101986900004,99,2
102605300004,99,2
