Sky Ref Number,Weighting Value,Territory
100040200087,9999,35
100494500004,9999,35
104866500004,9999,35
115186000004,9999,35
122318500004,9999,35
142172000004,9999,35
100022400029,75,35
100168500004,75,35
100247900004,75,35
102958700004,75,35
103024600004,75,35
105873300004,75,35
106142300004,75,35
107303900004,75,35
111051000004,75,35
112055900004,75,35
112062100004,75,35
112110600004,75,35
112445200004,75,35
116951000004,75,35
119778500004,75,35
130532700004,75,35
131982300004,75,35
132395400004,75,35
132529200004,75,35
134949900004,75,35
135350400004,75,35
136944800004,75,35
137180500004,75,35
138549700004,75,35
140017300004,75,35
142289000004,75,35
142316800004,75,35
181213200004,75,35
181720600004,75,35
182204700004,75,35
182520900004,75,35
183507500159,75,35
184325400004,75,35
105036400004,47,35
128863400004,47,35
134109700004,47,35
100432100004,44,35
108926600004,42,35
101420500004,40,35
102867500004,40,35
102886200004,40,35
103196700004,40,35
103353900004,40,35
103949400004,40,35
104007600004,40,35
104451700004,40,35
106460500004,40,35
106460900004,40,35
109965100004,40,35
113748500004,40,35
122084100004,40,35
122593800004,40,35
123798700004,40,35
125010900004,40,35
129032700004,40,35
132940300004,40,35
134107400004,40,35
134157500004,40,35
134484100004,40,35
134751300004,40,35
136085300004,40,35
136661300004,40,35
137235000004,40,35
139107100004,40,35
140213300004,40,35
181400100038,40,35
100032800009,37,35
103029700004,37,35
104467900004,37,35
105402200004,37,35
105846600004,37,35
106972800004,37,35
107237700004,37,35
107303600004,37,35
108259700004,37,35
111050600004,37,35
112321200004,37,35
120308100004,37,35
124231200004,37,35
125634800004,37,35
125895500004,37,35
126003900004,37,35
129085300004,37,35
132264300004,37,35
133508500004,37,35
135697200004,37,35
136329500004,37,35
138447100004,37,35
142703300004,37,35
106262800004,35,35
106309000004,35,35
107096200004,35,35
107237300004,35,35
107257600004,35,35
110366300004,35,35
118943500004,35,35
118954500004,35,35
119156200004,35,35
124941600004,35,35
142690000004,35,35
110738900004,34,35
100032400216,32,35
102464500004,32,35
105556000004,32,35
106994900004,32,35
110569800004,32,35
115243200004,32,35
119393900004,32,35
120369100004,32,35
123540100004,32,35
125165400004,32,35
125228300004,32,35
125477200004,32,35
127495500004,32,35
129229400004,32,35
131988000004,32,35
133332900004,32,35
184771300004,32,35
100013300008,30,35
100014700040,30,35
100050700618,30,35
100319700004,30,35
100373900004,30,35
100964600004,30,35
101243500004,30,35
102131500004,30,35
102198800004,30,35
102455200004,30,35
103432500004,30,35
103892400004,30,35
104054900004,30,35
104062100004,30,35
104635000004,30,35
104878400004,30,35
105172100004,30,35
105299800004,30,35
105403200004,30,35
105586900004,30,35
105748200004,30,35
105814200004,30,35
106322800004,30,35
107258000004,30,35
107279200004,30,35
107327900004,30,35
107478200004,30,35
107523700004,30,35
107524100004,30,35
108252000004,30,35
108467500004,30,35
109199900004,30,35
109707700004,30,35
109839500004,30,35
109892000004,30,35
110113900004,30,35
110560900004,30,35
110570200004,30,35
110606100004,30,35
110785300004,30,35
111614200004,30,35
111640700004,30,35
111709800004,30,35
111850900004,30,35
111937100004,30,35
112027200004,30,35
112034800004,30,35
112296100004,30,35
112555900004,30,35
112556400004,30,35
112675800004,30,35
113723000004,30,35
113747900004,30,35
114116700004,30,35
114153700004,30,35
115194200004,30,35
115443600004,30,35
115944400004,30,35
115949500004,30,35
115951700004,30,35
116647200004,30,35
117113600004,30,35
117171700004,30,35
117359700004,30,35
117361900004,30,35
117575600004,30,35
117738500004,30,35
117775000004,30,35
118546300004,30,35
119272700004,30,35
119390200004,30,35
120370100004,30,35
120379100004,30,35
120483900004,30,35
120789600004,30,35
120807500004,30,35
119231500004,9999,36
105359700004,75,36
105932000004,75,36
107394800004,75,36
111098200004,75,36
118721400004,75,36
121337000004,75,36
134592800004,75,36
136782600004,75,36
139033200004,75,36
141291400004,75,36
141596700004,75,36
141632600004,75,36
142129400004,75,36
180920600004,75,36
181376800004,75,36
181451200004,75,36
183955200004,75,36
183980200004,75,36
105678200004,57,36
105594800004,50,36
101069300004,47,36
123801000004,47,36
126699600004,47,36
141901900004,47,36
142153100004,47,36
142564800004,47,36
102298400004,42,36
106239500004,42,36
111921700004,42,36
134399600004,42,36
137309400004,42,36
100050700646,40,36
101967600004,40,36
104112000004,40,36
106443500004,40,36
106751700004,40,36
110735900004,40,36
110738600004,40,36
110752600004,40,36
116042900004,40,36
117708200004,40,36
124549800004,40,36
125661900004,40,36
125922300004,40,36
127514900004,40,36
128402300004,40,36
130266800004,40,36
130314700004,40,36
131135100004,40,36
132575000004,40,36
132774500004,40,36
133892200004,40,36
134123400004,40,36
134270700004,40,36
134304900004,40,36
135011200004,40,36
136342700004,40,36
137233500004,40,36
140179900004,40,36
141985600004,40,36
101726600004,37,36
101943700004,37,36
102474300004,37,36
103453300004,37,36
106252200004,37,36
106355100004,37,36
109391600004,37,36
110377900004,37,36
110738300004,37,36
123623300004,37,36
125116000004,37,36
130769800004,37,36
134764800004,37,36
136415400004,37,36
136826900004,37,36
137219300004,37,36
137483000004,37,36
101014500004,35,36
101995500004,35,36
102830400004,35,36
106056600004,35,36
108022800004,35,36
110671000004,35,36
110884200004,35,36
112293800004,35,36
118082800004,35,36
120284900004,35,36
123130900004,35,36
123770700004,35,36
124932600004,35,36
127385600004,35,36
130002800004,35,36
130495800004,35,36
130528600004,35,36
131316400004,35,36
132026100004,35,36
132470300004,35,36
134668800004,35,36
137302200004,35,36
139358600004,35,36
181400103198,35,36
100349600004,32,36
119794200004,32,36
124714200004,32,36
125032600004,32,36
137002200004,32,36
140407900004,32,36
181312100004,32,36
100234700004,30,36
100493900004,30,36
100983300004,30,36
101067300004,30,36
101121800004,30,36
