Sky Ref Number,Weighting Value,Territory
102353800004,9999,1
107098400004,9999,1
114518400004,9999,1
121761100004,9999,1
126231100004,9999,1
180879600004,9999,1
182005000004,9999,1
100930000004,9998,1
100251000004,75,1
100272100004,75,1
100523600004,75,1
100765200004,75,1
100919300004,75,1
101013500004,75,1
101525800004,75,1
102416600004,75,1
102782600004,75,1
103058500004,75,1
103460900004,75,1
104539100004,75,1
105150200004,75,1
105316000004,75,1
105971300004,75,1
109886400004,75,1
115175000004,75,1
124610800004,75,1
132683600004,75,1
136326200004,75,1
137113400004,75,1
137877300004,75,1
138320200004,75,1
140587000004,75,1
180551800004,75,1
181901200004,75,1
182178300004,75,1
182307600004,75,1
182327000004,75,1
182476500004,75,1
182527800004,75,1
182616300004,75,1
182631800004,75,1
182758000004,75,1
183619300004,75,1
183676800004,75,1
184070500004,75,1
184293000004,75,1
184307600004,75,1
184377600004,75,1
184693500004,75,1
185059900004,75,1
185134100004,75,1
100154700004,70,1
100320400004,70,1
100336900004,70,1
100429700004,70,1
100431500004,70,1
100495100004,70,1
100527600004,70,1
100561400004,70,1
100599000004,70,1
100676800004,70,1
100714400004,70,1
100934700004,70,1
100940800004,70,1
101006100004,70,1
101036900004,70,1
101064300004,70,1
101175000004,70,1
101226500004,70,1
101375000004,70,1
101404700004,70,1
101558300004,70,1
101699600004,70,1
101752100004,70,1
101918100004,70,1
102048800004,70,1
102185800004,70,1
102241000004,70,1
102268600004,70,1
102537200004,70,1
102667100004,70,1
102713800004,70,1
102753300004,70,1
102755400004,70,1
102765500004,70,1
102785900004,70,1
102837600004,70,1
102852700004,70,1
102861000004,70,1
102905800004,70,1
102993200004,70,1
103294100004,70,1
103329000004,70,1
103353200004,70,1
103440500004,70,1
103461200004,70,1
103652300004,70,1
103986600004,70,1
104111900004,70,1
104142400004,70,1
104504700004,70,1
104771600004,70,1
104795700004,70,1
104825800004,70,1
105445200004,70,1
105518900004,70,1
105823900004,70,1
105991200004,70,1
106049400004,70,1
106118100004,70,1
106128100004,70,1
106313600004,70,1
106583600004,70,1
106809800004,70,1
106903200004,70,1
106906000004,70,1
106963100004,70,1
106977900004,70,1
107050200004,70,1
107062000004,70,1
107067300004,70,1
107090100004,70,1
107097500004,70,1
107235600004,70,1
107287800004,70,1
107640300004,70,1
107711000004,70,1
107738400004,70,1
107764500004,70,1
107764900004,70,1
107926300004,70,1
108129200004,70,1
108495100004,70,1
108569500004,70,1
108572000004,70,1
108681800004,70,1
108703300004,70,1
108824100004,70,1
109687300004,70,1
110075200004,70,1
110123300004,70,1
110248900004,70,1
111287000004,70,1
111321600004,70,1
111870300004,70,1
111948300004,70,1
112081800004,70,1
112346600004,70,1
112395700004,70,1
112424500004,70,1
112456400004,70,1
112505800004,70,1
112649700004,70,1
112707800004,70,1
112726400004,70,1
112781100004,70,1
113033600004,70,1
113097200004,70,1
113803100004,70,1
113918300004,70,1
114439000004,70,1
114538200004,70,1
114553900004,70,1
115020100004,70,1
115093800004,70,1
115250200004,70,1
115355600004,70,1
115454000004,70,1
115587700004,70,1
115684900004,70,1
115689500004,70,1
