Sky Reference Number - Outlet,Total Weighting,Territory Code,,,,,,
104365100004,9999,41,,,,,,
107140400004,9999,41,,,,,,
181349800004,9999,41,,,,,,
183973900004,9999,41,,,,,,
184471300004,9999,41,,,,,,
102059800004,9998,41,,,,,,
131029000004,9998,41,,,,,,
180820000004,9998,41,,,,,,
103352200004,9997,41,,,,,,
104690300004,9997,41,,,,,,
105604100004,9997,41,,,,,,
118165200004,9997,41,,,,,,
132556700004,9997,41,,,,,,
141310200004,9997,41,,,,,,
100013300030,75,41,,,,,,
100018800005,75,41,,,,,,
100060800020,75,41,,,,,,
100623000004,75,41,,,,,,
100643500004,75,41,,,,,,
101997200004,75,41,,,,,,
102062800004,75,41,,,,,,
102167400004,75,41,,,,,,
102645700004,75,41,,,,,,
102720100004,75,41,,,,,,
102823000004,75,41,,,,,,
103018700004,75,41,,,,,,
103265300004,75,41,,,,,,
103398200004,75,41,,,,,,
103760600004,75,41,,,,,,
103926400004,75,41,,,,,,
104218500004,75,41,,,,,,
104335500004,75,41,,,,,,
105104600004,75,41,,,,,,
108835300004,75,41,,,,,,
112003400004,75,41,,,,,,
116507600004,75,41,,,,,,
120357900004,75,41,,,,,,
120400400004,75,41,,,,,,
124339900004,75,41,,,,,,
128916000004,75,41,,,,,,
132667100004,75,41,,,,,,
132681500004,75,41,,,,,,
134639100004,75,41,,,,,,
135569000004,75,41,,,,,,
135672400004,75,41,,,,,,
137259200004,75,41,,,,,,
140542700004,75,41,,,,,,
140986500004,75,41,,,,,,
141237800004,75,41,,,,,,
141250100004,75,41,,,,,,
141953600004,75,41,,,,,,
180113200004,75,41,,,,,,
180367100004,75,41,,,,,,
180595400050,75,41,,,,,,
180789800004,75,41,,,,,,
180898800004,75,41,,,,,,
181261700004,75,41,,,,,,
181298700004,75,41,,,,,,
181362000004,75,41,,,,,,
181400103140,75,41,,,,,,
181430400004,75,41,,,,,,
181945800004,75,41,,,,,,
181946500004,75,41,,,,,,
182230200004,75,41,,,,,,
182346400004,75,41,,,,,,
182683100011,75,41,,,,,,
182698700004,75,41,,,,,,
182769000004,75,41,,,,,,
182799200004,75,41,,,,,,
183550200004,75,41,,,,,,
183564300004,75,41,,,,,,
183678400004,75,41,,,,,,
183679200004,75,41,,,,,,
183694100004,75,41,,,,,,
183793800004,75,41,,,,,,
183854800004,75,41,,,,,,
183873100004,75,41,,,,,,
183966900004,75,41,,,,,,
184172700004,75,41,,,,,,
184287800004,75,41,,,,,,
184405400004,75,41,,,,,,
