Sky Ref Number,Weighting Value,Territory
100044500065,9999,6
112567100004,9999,6
116374100004,9999,6
134477300004,9999,6
142270200004,9999,6
182785800004,9998,6
183703200004,9998,6
183751600004,9998,6
184067600005,9998,6
184067600006,9998,6
184558500004,9998,6
184589900004,9998,6
184672200004,9998,6
185992200004,9998,6
100021700014,75,6
100032400553,75,6
101178300004,75,6
103735200004,75,6
104023400004,75,6
104647300004,75,6
111232400004,75,6
111877500004,75,6
112186700004,75,6
115288300004,75,6
117271100004,75,6
121471300004,75,6
126324300004,75,6
131914400004,75,6
141741400004,75,6
181306000004,75,6
182785400004,75,6
182795000004,75,6
183109000004,75,6
184015700004,75,6
100014800075,47,6
115987000004,47,6
100058600009,40,6
105658200004,40,6
107554500004,40,6
111897300004,40,6
119124500004,40,6
123900600004,40,6
126605300004,40,6
126643500004,40,6
129318600004,40,6
132479000004,40,6
132929100004,40,6
133136200004,40,6
135199300004,40,6
135328600004,40,6
140433500004,40,6
100565700004,37,6
121239900004,37,6
141733700004,37,6
184168900004,37,6
107268000004,35,6
111019500004,35,6
137895100004,32,6
100014800058,30,6
100021700017,30,6
100022000044,30,6
100268600004,30,6
100368000004,30,6
100459900004,30,6
100686100004,30,6
100871400004,30,6
100970700004,30,6
101348100004,30,6
101533600004,30,6
101578400004,30,6
101700800004,30,6
101773200004,30,6
101860600004,30,6
102822100004,30,6
102943500004,30,6
103026100004,30,6
103408400004,30,6
103584500004,30,6
103654600004,30,6
103972400004,30,6
104301200004,30,6
104304200004,30,6
104437300004,30,6
104972300004,30,6
105209600004,30,6
106420800004,30,6
106441900004,30,6
107571500004,30,6
108872800004,30,6
109443900004,30,6
109761300004,30,6
110503400004,30,6
110828800004,30,6
110843900004,30,6
111472400004,30,6
111946500004,30,6
112798000004,30,6
114131600004,30,6
114242100004,30,6
116832300004,30,6
117162700004,30,6
117668500004,30,6
118335700004,30,6
118938800004,30,6
121918800004,30,6
122318100004,30,6
122411900004,30,6
122506100004,30,6
122810300004,30,6
123013300004,30,6
123199400004,30,6
123209500004,30,6
123689800004,30,6
123901600004,30,6
125125200004,30,6
125133900004,30,6
125369700004,30,6
125452400004,30,6
125471900004,30,6
126014500004,30,6
129332400004,30,6
129393700004,30,6
130222500004,30,6
130432800004,30,6
131243700004,30,6
134294200004,30,6
134775800004,30,6
134872100004,30,6
135676800004,30,6
136607100004,30,6
137080500004,30,6
137882400004,30,6
138518300004,30,6
139328900004,30,6
141513800004,30,6
141560900004,30,6
141771600004,30,6
141836800004,30,6
142207700004,30,6
142469800004,30,6
142482300004,30,6
142657100004,30,6
180578301041,30,6
180578301044,30,6
183551400004,30,6
183898700004,30,6
184890100004,30,6
185624500004,30,6
100616600004,27,6
117439100004,27,6
142657000004,27,6
100021700008,25,6
100032400010,25,6
100544400004,25,6
101586800004,25,6
103682300004,25,6
104385100004,25,6
104580000004,25,6
106265200004,25,6
106778600004,25,6
107618000004,25,6
111257600004,25,6
111877800004,25,6
112186300004,25,6
114684300004,25,6
114965900004,25,6
115566100004,25,6
115884700004,25,6
116241500004,25,6
117267400004,25,6
117453200004,25,6
117863000004,25,6
118917800004,25,6
119773100004,25,6
120116400004,25,6
120932000004,25,6
122595400004,25,6
123587400004,25,6
125073600004,25,6
125222600004,25,6
125367700004,25,6
129455900004,25,6
130116900004,25,6
130135000004,25,6
130499900004,25,6
131023500004,25,6
131520800004,25,6
132690300004,25,6
133376100004,25,6
134628800004,25,6
135811400004,25,6
135871300004,25,6
135954900004,25,6
136342200004,25,6
136662900004,25,6
136803700004,25,6
136877900004,25,6
136983600004,25,6
139954300004,25,6
140960300004,25,6
100953800004,9999,7
134984500004,9999,7
183970800017,9999,7
184825000004,9999,7
185753000004,9999,7
100709200004,75,7
102822900004,75,7
104827800004,75,7
106050800004,75,7
128773200004,75,7
139824300004,75,7
180270700004,75,7
181120500004,75,7
181154900004,75,7
182550900004,75,7
183872000004,75,7
184415000004,75,7
101256600004,40,7
102670700004,40,7
104867700004,40,7
106365600004,40,7
114047700004,40,7
120533600004,40,7
132384600004,40,7
134097500004,40,7
134268800004,40,7
134822100004,40,7
104795500004,37,7
117370200004,37,7
135306400004,37,7
137098600004,37,7
107485800004,35,7
112565500004,35,7
112566300004,35,7
100044500083,30,7
100631200004,30,7
101384700004,30,7
102900200004,30,7
104206800004,30,7
106256700004,30,7
106328800004,30,7
106365200004,30,7
108023200004,30,7
109165900004,30,7
110427500004,30,7
110809800004,30,7
110825900004,30,7
111072200004,30,7
112489200004,30,7
112566700004,30,7
112622400004,30,7
115869300004,30,7
119118000004,30,7
120380300004,30,7
121398000004,30,7
123287000004,30,7
123786700004,30,7
123833800004,30,7
126680700004,30,7
126985000004,30,7
127554700004,30,7
128521100004,30,7
130627000004,30,7
132104200004,30,7
132907100004,30,7
134458800004,30,7
134507400004,30,7
137084800004,30,7
137401600004,30,7
138357500004,30,7
138932200004,30,7
139660300004,30,7
141118800004,30,7
141752800004,30,7
142159200004,30,7
142191600004,30,7
142327100004,30,7
183092600004,30,7
183092900004,30,7
183548400004,30,7
184840400004,30,7
185758900004,30,7
112490000004,27,7
118736400004,27,7
100405400004,25,7
101906400004,25,7
101989300004,25,7
102006500004,25,7
103906500004,25,7
105527200004,25,7
105765400004,25,7
106366500004,25,7
106742800004,25,7
108962400004,25,7
108979200004,25,7
109160900004,25,7
109161300004,25,7
109567200004,25,7
110685300004,25,7
110792800004,25,7
111067400004,25,7
112010300004,25,7
112055000004,25,7
112124800004,25,7
112490400004,25,7
113290600004,25,7
116552400004,25,7
117040600004,25,7
118805100004,25,7
119260900004,25,7
120415400004,25,7
122999700004,25,7
123677900004,25,7
126174500004,25,7
128438200004,25,7
130228800004,25,7
130679000004,25,7
130953400004,25,7
131821100004,25,7
132060900004,25,7
133337200004,25,7
133501500004,25,7
134766000004,25,7
135469400004,25,7
135905800004,25,7
137591800004,25,7
139351100004,25,7
140043600004,25,7
141896200004,25,7
182341100004,25,7
183097400004,25,7
184755300004,25,7
100017100014,20,7
100560700004,20,7
100657700004,20,7
102445400004,20,7
102495800004,20,7
103698300004,20,7
105010200004,20,7
105453100004,20,7
105560500004,20,7
106135000004,20,7
106981500004,20,7
107041000004,20,7
107053400004,20,7
110139600004,20,7
110782200004,20,7
111048800004,20,7
112273400004,20,7
112869300004,20,7
114593500004,20,7
114764200004,20,7
114768500004,20,7
115312500004,20,7
115967600004,20,7
117501100004,20,7
118560000004,20,7
119044500004,20,7
120282600004,20,7
120854800004,20,7
122511500004,20,7
123879100004,20,7
124083300004,20,7
124121100004,20,7
124186800004,20,7
124423400004,20,7
124882300004,20,7
125020400004,20,7
125385700004,20,7
125975300004,20,7
126607900004,20,7
126827800004,20,7
129824600004,20,7
130365100004,20,7
131535400004,20,7
131625800004,20,7
132069100004,20,7
132877800004,20,7
134466400004,20,7
134680400004,20,7
134683500004,20,7
134826500004,20,7
134827200004,20,7
135160300004,20,7
135308200004,20,7
135377200004,20,7
136219400004,20,7
136408900004,20,7
136630300004,20,7
137700600004,20,7
138460000004,20,7
138967100004,20,7
139753300004,20,7
140112400004,20,7
140998600004,20,7
141231000004,20,7
142034100004,20,7
142083400004,20,7
142139100004,20,7
181628600004,20,7
100019900005,9999,9
100046900026,9999,9
100051400170,9999,9
100180400004,9999,9
100370400004,9999,9
100427800004,9999,9
100546800004,9999,9
101187200004,9999,9
101405500004,9999,9
101849200004,9999,9
101866500004,9999,9
102176200004,9999,9
102533200004,9999,9
102707300004,9999,9
102755900004,9999,9
102834100004,9999,9
102889300004,9999,9
103204500004,9999,9
103214300004,9999,9
103297700004,9999,9
103366700004,9999,9
104343500004,9999,9
104741200004,9999,9
105015400004,9999,9
105543800004,9999,9
105862300004,9999,9
106074400004,9999,9
108908900004,9999,9
118505700004,9999,9
120315600004,9999,9
129742900004,9999,9
129945100004,9999,9
131183600004,9999,9
134551400004,9999,9
135980900004,9999,9
136008000004,9999,9
136464700004,9999,9
137375000004,9999,9
138001700004,9999,9
139560500004,9999,9
139748000004,9999,9
140237200004,9999,9
142197300004,9999,9
142446600004,9999,9
181184300030,9999,9
184257900004,9999,9
184370600004,9999,9
184467200004,9999,9
184543700004,9999,9
185506400004,9999,9
100218800004,9998,9
100520800004,75,9
100975700004,75,9
101888400004,75,9
102208100004,75,9
103170000004,75,9
104117000004,75,9
104463800004,75,9
134333600004,75,9
135312800004,75,9
137862300004,75,9
183080400004,75,9
184174600004,75,9
102143600004,40,9
105164200004,40,9
106452400004,40,9
106453000004,40,9
106472600004,40,9
106804900004,40,9
111186900004,40,9
117525200004,40,9
118661900004,40,9
120124500004,40,9
120637600004,40,9
123578700004,40,9
125254800004,40,9
132730800004,40,9
133342500004,40,9
135823300004,40,9
139622000004,40,9
100023700017,37,9
102108800004,37,9
102294900004,37,9
105572500004,37,9
106521200004,37,9
106804500004,37,9
116418600004,37,9
135237900004,37,9
139624900004,37,9
141480800004,37,9
106984900004,35,9
111109500004,35,9
126606800004,35,9
134382700004,32,9
136355300004,32,9
142005300004,32,9
142663100004,32,9
100051400015,30,9
101019800004,30,9
101731700004,30,9
102860200004,30,9
106609300004,30,9
106746300004,30,9
109428900004,30,9
110864000004,30,9
111589200004,30,9
112188900004,30,9
114220600004,30,9
114562500004,30,9
115014700004,30,9
116440000004,30,9
117452500004,30,9
118988600004,30,9
119054600004,30,9
119209700004,30,9
119907200004,30,9
120290400004,30,9
120384900004,30,9
120385400004,30,9
121824600004,30,9
122421100004,30,9
122884700004,30,9
122970800004,30,9
124161200004,30,9
125283000004,30,9
125487300004,30,9
126244500004,30,9
126624700004,30,9
130782600004,30,9
132681900004,30,9
133123300004,30,9
134259800004,30,9
134377300004,30,9
134433500004,30,9
134513600004,30,9
134714000004,30,9
137650600004,30,9
137736100004,30,9
138431200004,30,9
138846400004,30,9
139625200004,30,9
139834900004,30,9
139835300004,30,9
141567200004,30,9
141753800004,30,9
142332100004,30,9
142457100004,30,9
142568000004,30,9
181669300004,30,9
181856300004,30,9
183122500004,30,9
183454500004,30,9
184729200004,30,9
184729300004,30,9
185448000004,30,9
107114600004,27,9
129818200004,27,9
137651400004,27,9
100016500011,25,9
101725200004,25,9
102184700004,25,9
106984100004,25,9
110755000004,25,9
111233000004,25,9
111402100004,25,9
112267500004,25,9
114680100004,25,9
115030300004,25,9
116472500004,25,9
117422900004,25,9
119931900004,25,9
120290000004,25,9
120735500004,25,9
123089200004,25,9
137656700004,25,9
137848300004,25,9
140169300004,25,9
140868300004,25,9
141445300004,25,9
184133200004,25,9
100485400004,20,9
102051400004,20,9
102144300004,20,9
102268400004,20,9
102748800004,20,9
106277200004,20,9
106452100004,20,9
106540400004,20,9
107081800004,20,9
109881800004,20,9
110817700004,20,9
110836300004,20,9
111973200004,20,9
112866100004,20,9
113292800004,20,9
113873500004,20,9
114610800004,20,9
114611200004,20,9
115130700004,20,9
115138600004,20,9
