"ID","SUBSCRIBERID","STBSERIALNUMBER","CREATED","CREATEDBY","UPDATEDBY","LASTUPDATE","LOCKTOKENTEXT","PARENTINDICATOR","PRIMARYINDICATOR","TRANID"
"00000000000001183375_00000001441017739130_00040","34016688","4F70060378702814d","31/08/2015 11:42:19 AM","thb14","kbr91","31/08/2015 11:55:39 AM","00000000000001183354_00000001441018539108_00036","","PRIMARY","RePairCardRequest_OhcdMPw_nW7VfGrT7XU6yic_1441018538436 - OSPREY Release 2 [SB_CHD_2.66.1.3.29 executed on 10-August-2015 18:16:10]"
