Group Account Number|Outlet subAccountNumber|House Number
186400000001|180156800004|
186400000001|112559900004|
186400000001|103665200004|
186400000001|112273600004|
186400000001|184330200004|
186400000001|180309400004|
186400000001|118829700004|
186400000001|103669700004|
186400000001|101707700004|
186400000001|185387100004|
186400000001|185706000004|
186400000001|103078300004|
186400000001|115145000004|
186400000001|120738400004|
186400000001|125487700004|
186400000001|102917500004|
186400000001|103661400004|
186400000001|101053900004|
186400000001|137277900004|
186400000001|180442600004|
186400000001|136460500004|
186400000001|103839800004|
186400000001|112698500004|
186400000001|101226000004|
186400000001|101579700004|
186400000001|100276100004|
186400000001|104998300004|
186400000001|140236400004|
186400000001|100303600004|
186400000001|128764100004|
186400000001|131974800004|
186400000001|104869200004|
186400000001|100302200004|
186400000001|137569600004|
186400000001|142403200004|
186400000001|136108200004|
186400000001|103259400004|
186400000001|105455100004|
186400000001|101677200004|
186400000001|185333600004|
186400000001|105152200004|
186400000001|105452200004|
186400000001|185775900004|
186400000001|119864900004|
186400000001|137464000004|
186400000001|120905500004|
186400000001|185754800004|
186400000001|112775000004|
186400000001|181798400004|
186400000001|132979100004|
186400000001|121959700004|
186400000001|137054100004|
186400000001|185022800004|
186400000001|120894300004|
186400000001|110817000004|
186400000001|185356200004|
186400000001|101983200004|
186400000001|120527000004|
186400000001|184605400004|
186400000001|184423500004|
186400000001|104988400004|
186400000001|104253300004|
186400000001|104438700004|
186400000001|120899800004|
186400000001|138890400004|
186400000001|141743900004|
186400000001|126936300004|
186400000001|185518000004|
186400000001|101899900004|
186400000001|185349500004|
186400000001|104584900004|
186400000001|138486100004|
186400000001|126185300004|
186400000001|185542000004|
186400000001|100078200004|
186400000001|100903700004|
186400000001|138253400004|
186400000001|183247100004|
186400000001|103800000004|
186400000001|185795100004|
186400000001|100093300004|
186400000001|102962600004|
186400000001|103994300004|
186400000001|125100700004|
186400000001|117131700004|
186400000001|126129400004|
186400000001|126009500004|
186400000001|106375500004|
186400000001|110806000004|
186400000001|106318500004|
186400000001|125498200004|
186400000001|127624700004|
186400000001|101424200004|
186400000001|110601200004|
186400000001|136286400004|
186400000001|101585900004|
186400000001|105828600004|
186400000001|102165800004|
186400000001|185449500004|
186400000001|136563100004|
186400000001|110787900004|
186400000001|185365600004|
186400000001|106649800004|
186400000001|103493800004|
186400000001|100103400004|
186400000001|135776400004|
186400000001|112479200004|
186400000001|102621400004|
186400000001|100735100004|
186400000001|110770300004|
186400000001|102550800004|
186400000001|103657600004|
186400000001|136406300004|
186400000001|181919600004|
186400000001|185855800004|
186400000001|136984000004|
186400000001|181538900004|
186400000001|120877500004|
186400000001|110437600004|
186400000001|107321600004|
186400000001|120361900004|
186400000001|101860100004|
186400000001|137140400004|
186400000001|118328600004|
186400000001|137477000004|
186400000001|180250600004|
186400000001|135898500004|
186400000001|120358300004|
186400000001|128935600004|
186400000001|104280700004|
186400000001|103992500004|
186400000001|136400400004|
186400000001|103658900004|
186400000001|103211300004|
186400000001|104850800004|
186400000001|103059200004|
186400000001|112367100004|
186400000001|136196600004|
186400000001|181550800004|
186400000001|104930600004|
186400000001|181409600004|
186400000001|100525800004|
186400000001|115153800004|
186400000001|106254100004|
186400000001|136318800004|
186400000001|132077200004|
186400000001|137330000004|
186400000001|181130500004|
186400000001|186044600004|
186400000001|112679200004|
186400000001|102010500004|
186400000001|112747000004|
186400000001|140737500004|
186400000001|117786300004|
186400000001|119890600004|
186400000001|101703400004|
186400000001|183454000004|
186400000001|105151000004|
186400000001|136278600004|
186400000001|101367700004|
186400000001|101879700004|
186400000001|186122400004|
186400000001|118739400004|
186400000001|106831100004|
186400000001|136284700004|
186400000001|136803300004|
186400000001|106830600004|
186400000001|106303700004|
186400000001|106545900004|
186400000001|101917500004|
186400000001|136300000004|
186400000001|140759700004|
186400000001|112583000004|
186400000001|136109800004|
186400000001|106801500004|
186400000001|138707100004|
186400000001|136100000004|
186400000001|185354400004|
186400000001|136284300004|
186400000001|182892400004|
186400000001|130584100004|
186400000001|118681800004|
186400000001|182209000004|
186400000001|100105000004|
186400000001|112072400004|
186400000001|103078500004|
186400000001|184377500004|
186400000001|101773400004|
186400000001|103246700004|
186400000001|140501500004|
186400000001|102495100004|
186400000001|104770500004|
186400000001|185770700004|
186400000001|112250300004|
186400000001|103124600004|
186400000001|105462900004|
186400000001|104870600004|
186400000001|104201600004|
186400000001|128569100004|
186400000001|136366000004|
186400000001|184332800004|
186400000001|101292400004|
186400000001|117755000004|
186400000001|185671300004|
186400000001|104852200004|
186400000001|103808200004|
186400000001|136778800004|
186400000001|137190500004|
186400000001|103740000004|
186400000001|182944100004|
186400000001|101880500004|
186400000001|106940300004|
186400000001|102732000004|
186400000001|131891600004|
